.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio
Archer-Daniels-Midland Company,ADM,3033340,29.97,0.009372907833073013,2661425,2.79,2540000000,2.16,0.4259259259259258,25920000000,-0.012943539388529435,1.19,21.01,0.010265565721937042,0.0169,1.50,15.98,14.73,0.41,0,1,0,0,0,0,0,0,0,0,2.98
"Automatic Data Processing, Inc.",ADP,1766230,8.50,0.010614470737170157,1887063,2.21,2730000000,3.72,0.08870967741935476,46750000000,0.0037004576881876083,2.44,27.98,0.012756840977699913,0.0613,12.08,28.45,25.71,3.83,0,0,0,0,0,1,0,0,0,0,3.53
Alliance Data Systems Corporati,ADS,627190,24.18,0.012870409618126372,756375,0.80,1450000000,7.53,1.8260292164674636,14710000000,0.03421833455358181,1.14,34.63,0.015953142460791492,0.1368,10.73,14.09,12.26,1.99,0,0,0,0,0,1,0,0,0,0,6.84
Ameren Corporation Common Stock,AEE,1499740,29.28,0.016155382102014892,1399869,3.23,2300000000,2.68,0.1231343283582087,13450000000,0.007442367035759512,3.40,20.68,0.00308585950263196,0.0681,1.88,20.01,18.42,2.28,0,0,0,0,0,0,0,0,0,1,4.71
American Electric Power Company,AEP,2326700,35.38,0.010757441791924609,2714533,3.51,5290000000,1.24,2.1370967741935485,33420000000,0.026672561155319796,7.78,54.68,-0.000589448865310982,0.0679,1.92,18.62,17.47,2.04,0,0,0,0,0,0,0,0,0,1,2.21
Aetna Inc. Common Stock,AET,2769380,50.84,0.010062509528891548,2240718,1.55,6200000000,6.41,0.5288611544461779,46640000000,0.057783198658331925,1.11,20.69,0.012501905778319777,0.0728,2.58,14.93,13.53,0.73,0,0,0,1,0,0,0,0,0,0,4.42
AFLAC Incorporated Common Stock,AFL,2178420,50.47,0.009190431139343248,1880470,2.32,4780000000,6.42,0.049844236760124616,29970000000,-0.009460737937558972,1.71,11.63,0.013380186511690928,0.0528,1.47,11.59,11.08,1.30,0,0,1,0,0,0,0,0,0,0,3.46
Allergan plc Ordinary Shares,AGN,2980720,212.79,0.008208165855722436,2151864,1.18,6100000000,38.18,-0.5309062336301729,79440000000,0.14262745927649667,1.06,6.21,0.006981171990691815,0.0693,1.11,14.78,13.23,5.44,0,0,0,1,0,0,0,0,0,0,2.69
Apartment Investment and Manage,AIV,1117890,10.64,0.03533408833522089,2470532,3.25,570960000,2.67,-0.797752808988764,6880000000,0.07157417893544737,12.66,16.41,0.012910532276330766,-0.0009,4.15,89.41,81.13,7.11,0,0,0,0,0,0,0,1,0,0,3.42
"Assurant, Inc.",AIZ,381359,73.26,0.008870116156283034,414768,2.23,1040000000,9.13,-0.21467688937568463,5350000000,0.0374868004223865,0.72,10.53,0.00918690601900729,0.0417,1.29,15.48,13.41,0.70,0,0,1,0,0,0,0,0,0,0,4.78
Arthur J. Gallagher & Co. Commo,AJG,905319,20.17,0.011688545225678809,897443,2.77,868800000,2.32,0.4612068965517242,10010000000,0.060960258946232804,1.61,24.16,0.015824491997842083,0.056600000000000004,2.76,18.38,16.53,1.79,0,0,1,0,0,0,0,0,0,0,5.02
"Akamai Technologies, Inc.",AKAM,2086970,18.61,0.015593895155938913,1954289,0,707980000,1.79,0.7318435754189945,10630000000,0.19691439946914402,1.62,34.30,0.009621765096217594,-0.0436,3.24,22.57,19.80,4.46,0,0,0,0,0,1,0,0,0,0,4.17
Albemarle Corporation Common St,ALB,1017800,33.73,0.010085632730732657,933994,1.21,702010000,5.68,-0.147887323943662,12030000000,0.06736441484300681,2.77,18.79,0.008753568030447134,0.156,3.12,25.56,22.07,4.42,0,0,0,0,0,0,1,0,0,0,3.39
"Alaska Air Group, Inc. Common S",ALK,1307070,23.77,0.015262035686230654,1342017,1.36,1820000000,6.54,0.31498470948012236,11200000000,0.2404892829087646,1.22,13.87,0.018404219503983743,0.0374,3.75,11.51,10.54,1.86,0,0,0,0,1,0,0,0,0,0,7.08
Allstate Corporation (The) Comm,ALL,1818630,51.44,0.007650821522638899,1912947,1.70,3460000000,4.67,0.4732334047109208,29540000000,0.09030477862786901,0.91,17.32,0.014172833312429356,0.0756,1.55,14.00,11.76,0.80,0,0,1,0,0,0,0,0,0,0,2.08
Allegion plc Ordinary Shares,ALLE,719660,1.19,0.01861121807213455,711800,0.85,478900000,2.36,0.7372881355932204,7470000000,0.039661147477859204,1.62,33.15,0.012321909896033878,0.1317,65.53,21.20,19.08,3.32,0,0,0,0,1,0,0,0,0,0,3.09
"Alexion Pharmaceuticals, Inc.",ALXN,1917690,38.81,0.024995719910974164,2810811,0,1170000000,1.76,2.806818181818182,26850000000,0.37724704673857223,1.18,67.92,0.01001540832049308,-0.042300000000000004,3.01,22.86,17.84,8.51,0,0,0,1,0,0,0,0,0,0,1.71
"Applied Materials, Inc.",AMAT,9161030,7.12,0.013068610203568636,6925338,1.03,2990000000,1.94,0.4639175257731958,43670000000,0.034430761497863616,0.69,20.80,0.014576526765518905,0.19899999999999998,5.59,15.20,14.24,3.63,0,0,0,0,0,1,0,0,0,0,1.37
"AMETEK, Inc.",AME,1712150,14.20,0.025164113785557902,2501791,0.66,1010000000,2.19,0.2191780821917808,12980000000,0.08369803063457315,2.10,25.84,0.012582056892779026,0.11900000000000001,3.86,23.19,21.19,3.28,0,0,0,0,1,0,0,0,0,0,3.04
"Affiliated Managers Group, Inc.",AMG,484311,63.84,0.01530830935031535,299561,0.49,835000000,8.57,0.9299883313885646,9440000000,0.19227236543996074,0.79,19.43,0.02326863021247938,0.0897,2.56,11.24,10.06,4.22,0,0,1,0,0,0,0,0,0,0,2.48
Amgen Inc.,AMGN,3777710,40.47,0.01059784302724262,3491407,2.84,11940000000,10.24,0.244140625,120140000000,0.1547285081977432,2.00,15.93,0.013029112898198303,0.0285,3.96,13.23,12.81,5.14,0,0,0,1,0,0,0,0,0,0,2.93
"Ameriprise Financial, Inc. Comm",AMP,1131800,40.66,0.01370289629398934,1432634,2.32,2770000000,7.81,0.5480153649167734,20310000000,0.1009031454375584,0.81,16.88,0.029274369355341,0.1316,3.16,12.32,10.91,1.69,0,0,1,0,0,0,0,0,0,0,2.26
American Tower Corporation (REI,AMT,2147730,15.84,0.013742666559511322,2255958,2.05,3460000000,1.98,0.7525252525252526,52910000000,0.07731254520614006,1.65,62.55,0.003937957084304333,0.1191,7.86,43.92,35.69,9.19,0,0,0,0,0,0,0,1,0,0,3.46
"Amazon.com, Inc.",AMZN,3290670,40.43,0.006866771281982749,3117301,0,11670000000,4.90,1.5367346938775506,432990000000,0.08819961492660244,4.29,185.19,0.011296228283974807,0.11,22.22,125.51,73.00,3.15,1,0,0,0,0,0,0,0,0,0,2.09
"AutoNation, Inc. Common Stock",AN,1231410,22.95,0.01448259752394311,1948804,0,970700000,4.15,0.06987951807228909,4450000000,0.1730903994393833,1.00,10.62,0.01798645176360658,-0.0516,1.87,11.04,9.92,0.20,1,0,0,0,0,0,0,0,0,0,6.75
"Anthem, Inc. Common Stock",ANTM,1673090,95.17,0.0102502979737783,1004279,1.56,5780000000,9.21,0.3865363735070573,44520000000,0.05870083432657913,1.31,18.29,0.009773539928486175,0.1333,1.76,14.54,13.19,0.52,0,0,0,1,0,0,0,0,0,0,4.07
Aon plc Class A Ordinary Shares,AON,1001980,20.90,0.012919023895972314,2034649,1.19,2390000000,5.16,0.5213178294573642,31260000000,0.047032002026513586,2.14,23.07,0.009119310985392204,0.044199999999999996,5.67,18.93,15.16,2.68,0,0,1,0,0,0,0,0,0,0,1.72
"Air Products and Chemicals, Inc",APD,1461810,32.91,0.01449380917698477,1006799,2.82,3130000000,2.60,1.6192307692307688,30410000000,0.0966496722505461,-74.17,53.82,0.0044428259286233285,-0.0014000000000000002,4.17,22.65,20.52,3.13,0,0,0,0,0,0,1,0,0,0,2.79
Amphenol Corporation Common Sto,APH,1204460,11.92,0.011352348517099434,1213353,0.90,1460000000,2.61,0.210727969348659,22130000000,0.015751383567475408,3.43,27.56,0.01177806158649064,0.0559,5.91,24.63,22.76,3.45,0,0,0,0,0,1,0,0,0,0,2.26
"Activision Blizzard, Inc",ATVI,7877830,12.23,0.011028674553839928,3798085,0.60,2140000000,1.28,0.8515625,38250000000,0.034289151794666184,1.59,39.75,0.012632845398034886,0.1925,4.08,26.09,21.47,5.67,0,0,0,0,0,1,0,0,0,0,2.58
"AvalonBay Communities, Inc. Com",AVB,677741,74.07,0.02581405312767777,764085,3.04,1320000000,7.52,-0.37765957446808507,25590000000,0.02699228791773778,8.75,24.77,0.00594473007712093,0.0633,2.52,41.22,39.81,12.50,0,0,0,0,0,0,0,1,0,0,7.61
Avery Dennison Corporation Comm,AVY,748013,10.48,0.012241400416207615,634126,2.03,740300000,3.54,0.37570621468926557,7260000000,0.054474231852123856,1.91,23.28,0.011139674378748854,0.0894,7.79,18.56,16.92,1.18,0,0,0,0,0,0,1,0,0,0,5.54
"American Water Works Company, I",AWK,902383,29.30,0.012172400943982163,1101446,1.89,1620000000,2.62,0.25190839694656475,14390000000,0.019624891317848725,3.57,30.83,0.0,0.09369999999999999,2.75,26.48,24.62,4.35,0,0,0,0,0,0,0,0,0,1,4.90
American Express Company Common,AXP,4006840,23.46,0.008543786907903089,3563193,1.60,0.00,5.54,0.13898916967509023,72000000000,0.03430079155672816,1.91,14.52,0.01319261213720302,0.08109999999999999,3.39,14.09,12.75,2.41,0,0,1,0,0,0,0,0,0,0,3.84
Acuity Brands Inc (Holding Comp,AYI,841146,41.21,0.022122150295524945,841116,0.25,582300000,6.96,0.31465517241379315,7790000000,0.12580917534477898,1.11,25.57,0.013228257810301125,-0.19760000000000003,4.31,22.27,19.44,2.27,0,0,0,0,1,0,0,0,0,0,6.01
Boeing Company (The) Common Sto,BA,3343140,1.32,0.004712274088036337,3141913,3.17,8680000000,7.61,0.3455978975032852,111510000000,0.008426654839782666,1.21,23.92,0.008038585209003246,0.1358,136.24,19.47,17.78,1.17,0,0,0,0,1,0,0,0,0,0,3.26
Bank of America Corporation Com,BAC,96719104,24.36,0.026860413914575207,141924372,1.27,0.00,1.63,0.3190184049079754,248500000000,0.13474240422721273,1.20,14.51,0.023337736679876597,0.0904,0.93,13.06,10.99,2.92,0,0,1,0,0,0,0,0,0,0,1.19
Baxter International Inc. Commo,BAX,2933860,15.36,0.007375189107413021,2664036,0.99,1970000000,9.01,-0.7280799112097669,28870000000,0.01437216338880476,1.69,5.93,0.010400907715582441,0.10859999999999999,3.44,24.63,21.82,2.81,0,0,0,1,0,0,0,0,0,0,2.80
Bed Bath & Beyond Inc.,BBBY,2332510,18.77,0.017336683417085372,2631840,1.27,1430000000,4.58,-0.05021834061135377,5750000000,-0.01005025125628134,1.45,8.67,0.010552763819095423,-0.043,2.12,9.19,9.12,0.47,1,0,0,0,0,0,0,0,0,0,6.11
BB&T Corporation,BBT,4526940,33.19,0.011879804332634641,4976777,2.68,0.00,2.56,0.359375,35480000000,0.11437223386908935,2.62,17.09,0.02771954344281391,-0.018600000000000002,1.29,14.11,12.57,3.32,0,0,1,0,0,0,0,0,0,0,3.09
"Best Buy Co., Inc. Common Stock",BBY,4459050,15.14,0.014020537124802545,2644108,2.34,2580000000,3.81,0.026246719160105014,15810000000,-0.06694312796208535,1.25,13.44,0.007109004739336511,0.15869999999999998,3.35,13.90,13.08,0.40,1,0,0,0,0,0,0,0,0,0,6.77
"C.R. Bard, Inc. Common Stock",BCR,513925,22.98,0.016042992057533498,11540732,0.41,1150000000,7.03,0.8278805120910382,21780000000,-0.0015410755917334429,1.93,43.02,0.19986564982020782,0.3075,11.01,25.96,23.53,4.91,0,0,0,1,0,0,0,0,0,0,3.21
"Becton, Dickinson and Company C",BDX,832622,35.63,0.024825948513141533,9751890,1.58,3260000000,6.01,0.7321131447587355,37680000000,0.02077823951643376,1.93,29.47,-0.03394678611905655,0.0101,5.20,18.74,17.01,3.18,0,0,0,1,0,0,0,0,0,0,4.24
"Franklin Resources, Inc. Common",BEN,2345900,21.15,0.011704462326261985,2438543,1.92,2320000000,2.97,-0.07070707070707083,23690000000,0.00975371860521812,-3.63,14.13,0.021945866861740937,0.0565,1.94,15.13,15.18,3.61,0,0,1,0,0,0,0,0,0,0,3.77
Biogen Inc.,BIIB,1640320,56.23,0.014948340294570176,2006823,0,6370000000,16.93,0.32191376255168347,59790000000,0.1474683080530519,1.97,16.35,0.007290979702498701,-0.0374,4.85,13.21,12.37,5.15,0,0,0,1,0,0,0,0,0,0,1.91
Bank of New York Mellon Corpora,BK,4887280,34.23,0.01090909090909102,4984972,1.63,0.00,3.25,0.19999999999999996,49450000000,0.11101604278074872,1.20,14.63,0.021390374331550888,0.032,1.37,13.66,12.19,3.16,0,0,1,0,0,0,0,0,0,0,1.48
"BlackRock, Inc. Common Stock",BLK,520749,178.38,0.013198963127545916,590910,2.62,5010000000,20.35,0.1936117936117936,62970000000,0.1412209702163678,1.40,19.00,0.020816801565888943,0.029900000000000003,2.12,17.84,15.92,5.42,0,0,1,0,0,0,0,0,0,0,3.38
Ball Corporation Common Stock,BLL,1336350,19.64,0.008686210640608042,1402317,0.71,1340000000,1.63,2.0613496932515343,13020000000,0.125,1.94,45.64,0.0073289902280129215,-0.0163,3.75,17.67,14.91,1.42,0,0,0,0,0,0,1,0,0,0,6.47
Bristol-Myers Squibb Company Co,BMY,11935600,9.68,0.009162303664921503,8733361,2.88,6700000000,2.65,0.15471698113207544,89570000000,0.04263275991024695,1.63,20.21,0.006918474195961144,-0.0194,5.53,19.12,17.50,4.60,0,0,0,1,0,0,0,0,0,0,2.81
Boston Scientific Corporation C,BSX,7775990,4.94,0.024135156878519626,14799478,0,2200000000,0.25,4.64,34850000000,0.13354786806114238,1.61,102.24,0.01045856798069189,0.10099999999999999,5.03,20.61,18.13,4.04,0,0,0,1,0,0,0,0,0,0,1.76
BorgWarner Inc.,BWA,1880490,15.16,0.014173626929891225,1536705,1.39,1510000000,0.55,5.745454545454545,8600000000,0.09314097696785617,1.52,73.55,0.01771703366236399,0.037200000000000004,2.61,11.86,10.90,0.93,1,0,0,0,0,0,0,0,0,0,7.22
"Boston Properties, Inc.",BXP,754698,36.32,0.02366951991068111,579123,2.23,1530000000,3.26,-0.10122699386503053,20430000000,0.029251953851879398,20.77,40.73,0.0014886490509864458,0.028900000000000002,3.70,55.10,45.32,8.07,0,0,0,0,0,0,0,1,0,0,2.87
"Citigroup, Inc. Common Stock",C,18156500,75.86,0.011088011088011098,24399775,1.07,0.00,4.96,0.18951612903225823,163660000000,0.12283437283437282,1.65,11.98,0.02529452529452536,0.0458,0.76,11.47,10.07,2.49,0,0,1,0,0,0,0,0,0,0,1.04
CA Inc.,CA,2554700,13.49,0.01597243971186965,2182568,3.17,1280000000,1.89,0.3015873015873016,13600000000,0.023175696836830628,21.95,17.25,0.011274663326025669,0.0158,2.37,13.33,13.22,3.31,0,0,0,0,0,1,0,0,0,0,6.35
"ConAgra Brands, Inc. Common Sto",CAG,3025760,9.92,0.005902606984751648,1925365,1.96,1860000000,1.38,0.3623188405797102,17420000000,0.054107230693556385,1.83,29.77,0.0073782587309396686,0.054000000000000006,4.10,23.80,21.77,1.57,0,1,0,0,0,0,0,0,0,0,1.22
"Cardinal Health, Inc. Common St",CAH,2248880,17.91,0.015586206896551857,3077517,2.22,3070000000,4.15,0.3301204819277106,22860000000,0.06096551724137944,2.41,17.45,0.009793103448275886,-0.0443,4.05,13.47,13.13,0.18,0,0,0,1,0,0,0,0,0,0,5.06
D/B/A Chubb Limited New Common,CB,1308190,103.60,0.012031296132270414,2434584,2.02,5690000000,8.87,0.22096956031567094,63710000000,0.060156480661352374,2.62,15.42,0.013876586950103409,0.039,1.31,13.29,12.63,2.00,0,0,1,0,0,0,0,0,0,0,4.06
CBRE Group Inc Common Stock Cla,CBG,2431470,9.07,0.022105875509016812,2970717,0,1200000000,1.69,0.5029585798816569,11440000000,0.10034904013961587,1.33,20.36,0.015125072716695609,0.0953,3.79,14.40,13.55,0.87,0,0,0,0,0,0,0,1,0,0,4.38
"CBOE Holdings, Inc.",CBOE,1309760,3.91,0.010242197855163376,1435620,1.24,357260000,2.27,0.6211453744493394,6810000000,0.020243402819617007,1.51,36.93,0.010001204964453558,0.1278,21.22,26.87,22.78,10.27,0,0,1,0,0,0,0,0,0,0,1.41
CBS Corporation Class B Common,CBS,3086130,8.95,0.031567923399162166,4313577,1.05,3100000000,2.81,0.8220640569395017,27010000000,0.10098743267504484,0.94,23.47,0.0053859964093356805,0.0454,7.46,14.89,12.88,2.08,1,0,0,0,0,0,0,0,0,0,2.88
Crown Castle International Corp,CCI,2101580,20.96,0.020307756725635902,2768775,4.03,2069999999,0.95,0.5578947368421052,34100000000,0.09620014655082176,4.00,99.55,0.004396524651941736,0.0605,4.56,83.69,63.90,8.78,0,0,0,0,0,0,0,1,0,0,2.62
Carnival Corporation Common Sto,CCL,3244610,31.21,0.010345997286295785,3183942,2.70,4980000000,4.06,0.046798029556650356,43280000000,0.07598371777476243,1.18,14.69,0.016112618724559047,0.1133,1.89,16.11,14.03,2.59,1,0,0,0,0,0,0,0,0,0,5.89
Celgene Corporation,CELG,3712510,8.48,0.007524946834614769,3269836,0,4010000000,2.49,2.526104417670682,95810000000,0.14477343366595785,0.75,49.46,0.011205627351545733,0.0575,14.42,17.06,14.03,8.47,0,0,0,1,0,0,0,0,0,0,2.00
Cerner Corporation,CERN,2658580,11.92,0.014583686620315405,2139465,0,1320000000,1.85,0.49189189189189175,19550000000,-0.004578599287773377,1.66,32.05,0.008987620824147946,0.0967,4.95,23.72,21.48,4.13,0,0,0,1,0,0,0,0,0,0,8.97
"Citizens Financial Group, Inc.",CFG,5039840,38.47,0.026361031518624692,7965255,1.59,0.00,2.17,0.2534562211981568,18270000000,0.10859598853868202,0.89,16.52,0.034097421203438616,0.069,0.91,15.32,13.18,3.54,0,0,1,0,0,0,0,0,0,0,1.71
"Church & Dwight Company, Inc. C",CHD,1885030,7.79,0.010348258706467724,2053408,1.45,836700000,1.75,0.17142857142857126,12830000000,-0.02626865671641787,3.42,28.79,0.0027860696517412187,0.0719,6.45,26.52,24.58,3.66,0,1,0,0,0,0,0,0,0,0,4.92
"C.H. Robinson Worldwide, Inc.",CHRW,1230640,8.90,0.012150509537496636,1792594,2.35,900800000,3.59,0.09192200557103059,10960000000,-0.0032662660047034775,2.66,21.61,0.006009929448654194,0.0382,8.60,21.20,19.79,0.82,0,0,0,0,1,0,0,0,0,0,12.95
"Charter Communications, Inc.",CHTR,1375330,149.27,0.010044906641455853,1138233,0,10730000000,15.95,-0.4401253918495298,91520000000,-0.9985228078468447,18.99,21.34,0.004579295674781214,0.1429,2.27,63.98,38.11,3.14,1,0,0,0,0,0,0,0,0,0,6.68
Cigna Corporation Common Stock,CI,1331450,53.42,0.011606912561258778,911110,0.03,3850000000,7.19,0.5173852573018081,40090000000,0.08743874129481544,1.24,21.69,0.00857621872581893,0.1109,2.90,16.37,14.30,1.00,0,0,0,1,0,0,0,0,0,0,0.98
Cincinnati Financial Corporatio,CINF,517835,42.95,0.00826446280991733,576803,2.84,913000000,3.55,-0.12394366197183093,11770000000,0.04873183243089185,78.91,20.13,0.01567398119122254,-0.0235,1.63,25.61,22.98,2.12,0,0,1,0,0,0,0,0,0,0,8.05
Clorox Company (The) Common Sto,CLX,911997,2.11,0.0121379104922183,887870,2.36,1220000000,4.99,0.14829659318637267,17310000000,-0.019361084220716362,3.65,27.07,0.00014893141708260949,0.0814,63.77,25.41,23.55,2.93,0,1,0,0,0,0,0,0,0,0,4.63
Comerica Incorporated Common St,CMA,1716360,44.69,0.0216853442002619,2402334,1.34,0.00,2.68,0.8619402985074627,12440000000,0.07029544462232584,0.71,20.31,0.028671226895648605,0.0849,1.54,16.12,14.05,4.38,0,0,1,0,0,0,0,0,0,0,3.17
Comcast Corporation,CMCSA,16354200,11.35,0.016771488469601692,20029888,1.66,26480000000,1.78,0.2191011235955056,180610000000,0.11504192872117414,1.72,21.29,0.011268343815513893,0.0709,3.36,20.11,17.52,2.26,1,0,0,0,0,0,0,0,0,0,4.72
CME Group Inc.,CME,1519920,60.14,0.01136650669360957,1094296,2.25,2450000000,4.53,0.16997792494481234,40680000000,0.08823777048076109,2.88,26.44,0.01591310937105339,0.032400000000000005,1.98,24.64,22.60,11.22,0,0,1,0,0,0,0,0,0,0,5.16
"Chipotle Mexican Grill, Inc. Co",CMG,832686,48.67,0.03677805840238787,1144860,0,204810000,0.77,14.311688311688311,13490000000,-0.1452545450750381,0.38,608.82,0.007639483186875129,0.1458,9.84,57.45,39.76,3.53,1,0,0,0,0,0,0,0,0,0,7.04
CMS Energy Corporation Common S,CMS,1874200,15.23,0.0134985616286789,1725039,2.97,2000000000,1.98,0.1767676767676769,12710000000,0.018809471121929766,2.79,22.96,0.0008851515822083655,0.0721,2.97,20.95,19.52,1.97,0,0,0,0,0,0,0,0,0,1,2.00
Centene Corporation Common Stoc,CNC,1818370,34.29,0.023499433748584323,2562699,0,1970000000,3.43,0.542274052478134,12380000000,0.13830690826727055,1.01,21.00,0.013023782559456354,0.1272,2.06,15.32,13.61,0.32,0,0,0,1,0,0,0,0,0,0,2.01
"CenterPoint Energy, Inc (Holdin",CNP,2990740,8.03,0.013869132290184941,2544326,3.84,2089999999,1.00,0.3799999999999999,12200000000,-0.0256045519203415,3.57,28.32,0.002844950213371167,0.1197,3.50,21.78,20.52,1.61,0,0,0,0,0,0,0,0,0,1,3.86
Capital One Financial Corporati,COF,2660620,98.96,0.011007620660457199,2493875,1.86,0.00,6.89,0.2786647314949202,40650000000,0.19862102334583276,1.51,12.28,0.023708721422523116,-0.0012,0.84,10.78,9.61,2.08,0,0,1,0,0,0,0,0,0,0,3.27
"Coach, Inc. Common Stock",COH,3609020,10.02,0.018153924827409892,4953929,3.32,898900000,1.82,0.30219780219780223,11030000000,0.10227563283047814,1.83,21.57,0.009716185118895382,0.051100000000000007,3.90,18.28,16.58,2.41,1,0,0,0,0,0,0,0,0,0,3.09
"Rockwell Collins, Inc. Common S",COL,1551040,16.85,0.02693409742120337,3553716,1.35,1220000000,5.59,0.15563506261180682,13790000000,0.03381088825214884,2.31,18.84,0.013180515759312339,0.1472,6.21,19.06,16.32,2.59,0,0,0,0,1,0,0,0,0,0,6.31
"Cooper Companies, Inc. (The) Co",COO,387887,57.61,0.010695992768906275,327406,0.03,618150000,6.07,0.7051070840197693,9860000000,0.05619162398312749,1.67,33.21,0.005674399919654682,0.0959,3.46,21.79,19.47,4.83,0,0,0,1,0,0,0,0,0,0,2.56
Costco Wholesale Corporation,COST,2264320,28.34,0.007495461732154366,1906898,1.08,5050000000,5.42,0.18450184501845013,75640000000,0.07454470925806644,2.99,31.79,0.00720267025824195,0.0698,6.03,30.39,26.84,0.62,0,1,0,0,0,0,0,0,0,0,2.76
Campbell Soup Company Common St,CPB,1668360,4.82,0.011508282476024475,1281623,2.46,1370000000,1.61,0.9875776397515528,17650000000,0.015693112467306092,3.99,36.12,0.006974716652135893,-0.0027,11.90,18.95,18.12,2.20,0,1,0,0,0,0,0,0,0,0,3.72
Salesforce.com Inc Common Stock,CRM,4538920,10.60,0.0107411385606875,3193845,0,504830000,0.26,5.461538461538461,59550000000,0.14596013844134137,2.32,323.73,0.00859291084854985,0.0909,7.90,65.25,50.10,7.06,0,0,0,0,0,1,0,0,0,0,2.90
"Cisco Systems, Inc.",CSCO,19751500,12.74,0.007007921998781135,15379659,3.56,14670000000,1.94,0.28350515463917536,166660000000,0.07830591102985984,1.37,17.15,0.01188299817184646,0.0533,2.58,13.98,13.37,3.38,0,0,0,0,0,1,0,0,0,0,1.82
CSRA Inc. Common Stock,CSRA,1160240,1.87,0.016251728907330648,804586,1.40,745570000,1.18,0.7033898305084745,4730000000,0.20643153526970948,1.45,24.49,0.011410788381742698,-0.026099999999999998,15.51,14.58,14.44,0.94,0,0,0,0,0,1,0,0,0,0,1.97
