.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
Archer-Daniels-Midland Company,ADM,3293600,29.47,2.92,2540000000.0,2.86,0.68,3.08,2.16,44.51,25740000000.0,0.009604390578550337,1.15,20.44,0.0027441115938715566,-0.008100000000000001,0.0048,-0.0779,0.4105,1.48,15.44,14.33,0.41,3.78,1,43.94,4060952
"Automatic Data Processing, Inc.",ADP,2078100,8.50,2.33,2730000000.0,3.66,0.70,4.04,3.72,101.06,44760000000.0,0.00351229302558953,2.36,26.79,-0.0006021073758153417,-0.0132,0.0652,-0.042,0.20010000000000003,11.72,27.25,24.68,3.71,3.36,0,93.61,190666
Alliance Data Systems Corporati,ADS,585253,28.79,0.92,1570000000.0,18.49,3.77,21.08,7.34,230.01,13280000000.0,0.08736213435633644,1.03,31.41,-0.002572038885740313,0.0024,0.053099999999999994,-0.046,0.2462,7.97,12.47,10.94,1.85,5.39,1,218.95,324898
Ameren Corporation,AEE,1244540,29.65,3.33,2290000000.0,2.68,0.42,2.77,2.67,52.35,12750000000.0,-0.0055080721747388095,3.37,19.65,-0.009686609686609615,0.0034999999999999996,0.04190000000000001,-0.0285,0.165,1.78,19.60,18.97,2.19,5.64,1,50.43,2209474
American Electric Power Company,AEP,2366260,35.38,3.69,5440000000.0,3.67,0.89,3.88,1.24,63.20,31150000000.0,0.05909306367514611,11.70,51.01,0.0015800284405118603,0.0026,-0.0009,-0.1116,0.09449999999999999,1.79,17.26,16.33,1.90,2.17,1,63.42,306092
Aetna Inc.,AET,3113310,50.84,0.82,6200000000.0,8.79,2.32,9.76,6.41,121.83,45170000000.0,0.10929178920594551,1.04,20.04,0.0006358795008345464,0.054299999999999994,0.0768,-0.059000000000000004,0.2528,2.47,14.61,13.16,0.70,1.37,1,119.28,4766864
AFLAC Incorporated Common Stock,AFL,2325680,50.47,2.46,4120000000.0,6.39,1.61,6.70,6.42,69.76,28920000000.0,0.008732394366197216,1.62,11.10,-0.004225352112676051,0.0215,0.0036,-0.0435,0.21899999999999997,1.41,11.15,10.64,1.28,3.06,1,71.00,150175
Allergan plc Ordinary Shares,AGN,4458820,221.28,1.13,6110000000.0,16.04,4.09,17.81,38.18,222.77,92530000000.0,0.0778918658751806,1.12,6.46,4.010909674323493e-05,0.1074,0.1069,-0.1813,0.3371,1.13,15.38,13.85,6.42,4.36,1,222.86,614698
"American International Group, I",AIG,5804290,85.02,1.94,5330000000.0,5.34,1.34,6.45,0.31,65.54,62500000000.0,0.07639407983256086,0.50,198.21,-0.06503214232321719,-0.0716,-0.02,-0.0981,0.257,0.79,11.40,9.43,1.29,2.91,1,62.09,38241204
Apartment Investment and Manage,AIV,1156910,10.69,3.15,573940000.0,0.49,0.12,0.58,2.67,44.68,6980000000.0,0.05466666666666664,13.04,16.75,-0.005333333333333412,0.0008,0.016399999999999998,-0.0666,0.2611,4.21,91.27,77.10,7.21,4.37,1,44.00,777817
"Assurant, Inc.",AIZ,413944,71.27,2.28,1040000000.0,6.25,1.60,7.22,9.13,95.37,5530000000.0,0.026246719160105014,0.56,10.54,-0.004094488188976397,0.0092,0.07690000000000001,-0.0275,0.41359999999999997,1.34,15.40,13.33,0.73,5.16,1,89.38,369670
Arthur J. Gallagher & Co.,AJG,1055360,20.17,2.83,861170000.0,3.02,1.06,3.39,2.32,53.43,9950000000.0,0.050755939524838034,1.59,24.06,0.0,0.044800000000000006,0.0984,-0.0013,0.43200000000000005,2.75,18.48,16.47,1.79,3.92,1,50.82,567138
"Akamai Technologies, Inc.",AKAM,1838320,18.64,0,788760000.0,2.79,0.67,3.17,1.79,67.99,11050000000.0,0.12363067292644758,1.59,35.70,0,-0.0601,0.045700000000000005,-0.10800000000000001,0.3368,3.43,22.90,20.16,4.72,4.65,0,61.11,0
Albemarle Corporation,ALB,833569,29.33,1.30,972980000.0,3.52,0.95,4.06,1.91,92.47,10430000000.0,0.07610483605658502,3.99,48.57,0.0013159337646673208,0.0031,0.0849,-0.0326,0.8537,3.11,26.35,22.85,2.91,2.82,1,85.50,1510466
"Alaska Air Group, Inc. Common S",ALK,1274780,23.77,1.23,1830000000.0,8.03,2.42,8.74,6.54,93.18,11910000000.0,0.11607697082557422,1.17,14.77,0.003414028553693438,0.0366,0.2336,-0.0233,0.772,4.07,12.03,11.05,2.01,5.94,1,78.30,151789
Allstate Corporation (The) Comm,ALL,2071950,51.44,1.71,3460000000.0,6.22,1.20,6.88,4.67,75.67,29460000000.0,0.011894436872754488,0.91,17.24,-0.001115103456820532,0.0638,0.1325,-0.0027,0.2823,1.57,12.94,11.70,0.81,2.65,1,71.08,103056
Allegion plc Ordinary Shares,ALLE,755879,1.22,0.89,492400000.0,3.69,1.01,4.08,2.36,66.72,6910000000.0,0.10260336906584988,1.48,30.63,0.0009745231797300136,0.0833,0.0683,-0.0165,0.2469,58.97,19.59,17.72,3.07,3.35,1,67.66,76618
"Alexion Pharmaceuticals, Inc.",ALXN,2725390,37.98,0,1110000000.0,4.63,1.31,5.54,1.64,131.14,29560000000.0,0.2721969696969697,1.31,80.49,0,0.006500000000000001,0.038900000000000004,-0.1852,0.2097,3.48,28.51,23.83,10.01,1.82,0,127.06,32969
"Applied Materials, Inc.",AMAT,10135100,6.70,1.13,2540000000.0,2.46,0.63,2.63,1.54,33.99,38210000000.0,0.08515469770082307,0.92,23.05,0.006528526823729841,0.044199999999999996,0.15380000000000002,-0.01,1.084,5.26,14.43,13.49,3.50,1.32,0,30.76,17411602
"AMETEK, Inc.",AME,2017320,14.15,0.67,965850000.0,2.44,0.63,2.67,2.19,51.04,12500000000.0,0.06595431098010307,2.06,24.79,0,0.0635,0.12029999999999999,-0.0022,0.25420000000000004,3.84,22.25,20.33,3.25,3.91,1,48.45,0
"Affiliated Managers Group, Inc.",AMG,619427,65.81,0.48,834900000.0,14.68,3.33,16.36,8.57,150.66,9370000000.0,0.1008043210238947,0.81,19.89,0.0008219338930310904,0.131,0.1672,-0.0525,0.3671,2.59,11.61,10.42,4.27,2.03,1,145.99,33024
Amgen Inc.,AMGN,3609230,40.48,2.74,12000000000.0,12.34,3.11,12.83,10.24,157.97,126700000000.0,0.07037662262064148,2.01,16.77,-0.001338843937365275,0.0868,0.0781,-0.0292,0.2846,4.24,13.91,13.38,5.51,1.58,0,159.24,181092
"Ameriprise Financial, Inc.",AMP,1116360,40.65,2.41,2760000000.0,10.58,2.58,11.95,7.81,116.57,19950000000.0,0.07104295438541564,0.81,16.50,0.0018777873405837475,0.10550000000000001,0.21739999999999998,-0.0025,0.6031,3.14,12.18,10.78,1.69,1.72,1,105.85,815558
American Tower Corporation (REI,AMT,2253360,15.76,2.20,3310000000.0,2.09,0.62,2.74,2.00,104.88,45680000000.0,0.21183829707777058,1.54,53.71,-0.0014937914293716714,0.0233,-0.0187,-0.0925,0.2814,6.80,51.35,39.17,8.25,3.14,1,109.36,43172
"Amazon.com, Inc.",AMZN,3721130,40.43,0,11670000000.0,7.29,1.88,12.84,4.90,809.53,401510000000.0,0.10034413195680547,3.04,171.72,-0.0009255962976149057,0.0394,0.0676,-0.0068000000000000005,0.6327,20.84,115.42,65.53,2.96,1.61,0,788.18,64613
"AutoNation, Inc. Common Stock",AN,960231,22.95,0,970700000.0,4.03,1.03,4.47,4.15,50.44,4800000000.0,0.07526881720430101,1.08,11.47,0.00021083702298119178,-0.0571,-0.0096,-0.1217,0.2108,2.07,11.80,10.64,0.22,7.76,1,48.02,24112
"Anthem, Inc. Common Stock",ANTM,1664950,93.41,1.60,6190000000.0,11.58,3.37,12.81,9.21,151.93,43560000000.0,0.07492777675333451,1.19,17.60,-0.004302661503472804,0.06709999999999999,0.1932,-0.0227,0.41159999999999997,1.74,14.00,12.66,0.52,4.29,1,135.87,67755
Aon plc Class A Ordinary Shares,AON,1040950,20.61,1.14,2390000000.0,6.57,1.40,7.90,5.16,113.29,31000000000.0,0.04598490048043935,2.29,22.62,0.0012010981468770776,0.0304,0.0461,-0.0087,0.2568,5.65,17.77,14.78,2.67,1.85,1,111.59,42312
"Air Products and Chemicals, Inc",APD,1417550,32.913,2.710,3130000000.0,6.150,1.650,6.850,2.597,143.324,31100000000.0,0.059839865149599714,-77.030,55.031,0.0013344570866693495,-0.0028499999999999997,0.01562,-0.05008,0.22244,4.326,23.238,20.864,3.247,1.730,1,140.717,19138
Amphenol Corporation Common Sto,APH,1205370,11.91,0.93,1460000000.0,2.91,0.71,3.14,2.61,67.79,21350000000.0,0.010286873370037863,3.36,26.52,0.0020283975659229903,0.021,0.0583,-0.0033,0.3447,5.79,23.78,22.04,3.39,3.69,1,65.39,137504
"Activision Blizzard, Inc",ATVI,9156100,12.26,0.57,2290000000.0,1.96,0.32,2.37,1.28,39.64,33840000000.000004,0.1256113828368164,1.42,35.53,-0.00578034682080919,0.1474,0.1182,-0.0453,0.5874,3.67,23.20,19.19,5.06,2.66,0,40.67,11281135
"AvalonBay Communities, Inc.",AVB,792064,74.06,3.16,1300000000.0,4.57,1.15,4.73,7.52,176.04,24420000000.0,0.06119018267398846,8.26,23.65,-0.00638798610332858,0.0101,0.0259,-0.07519999999999999,0.1232,2.41,38.91,37.60,11.94,6.66,1,173.34,637042
Avery Dennison Corporation Comm,AVY,772202,10.27,2.07,782300000.0,4.43,1.19,4.86,3.54,74.65,7170000000.0,0.0665909950813468,1.65,22.49,-0.0029007441039223814,0.0655,0.064,-0.0161,0.2712,7.72,17.95,16.37,1.17,5.04,1,74.75,481461
"American Water Works Company, I",AWK,939347,29.427,2.040,1520000000.0,2.850,0.540,3.040,2.599,72.218,13090000000.0,0.08094781536775786,3.430,28.299,0.0015066429256265224,0.01841,-0.00043999999999999996,-0.13717000000000001,0.13763,2.481,25.806,24.193,3.959,4.580,1,73.580,99523
American Express Company Common,AXP,4175760,23.23,1.62,0.00,5.66,1.43,6.25,5.65,76.81,71710000000.0,0.01407035175879412,2.16,14.04,-0.0017587939698492372,0.0326,0.1398,-0.0097,0.484,3.43,14.01,12.69,2.39,3.10,1,69.59,579677
Acuity Brands Inc (Holding Comp,AYI,671936,39.50,0.25,586200000.0,8.79,2.27,10.47,6.92,214.49,9500000000.0,0.09899297856614941,0.96,31.35,-0.001940133037693914,0.0115,-0.11109999999999999,-0.22760000000000002,0.1535,5.48,24.68,20.72,2.78,3.36,1,244.10,42099
Boeing Company (The),BA,3323450,1.32,3.42,8680000000.0,9.29,2.33,10.11,7.61,161.77,103690000000.0,0.03086053412462908,1.38,22.25,-0.0004747774480713396,0.0466,0.16670000000000001,-0.0040999999999999995,0.5047999999999999,127.27,18.22,16.75,1.09,3.69,1,145.12,4033723
Bank of America Corporation,BAC,109115000,24.04,1.30,0.00,1.73,0.46,2.09,1.50,22.90,258490000000.0,0.03325020781379884,1.29,16.39,0.011637572734829682,0.0732,0.3035,-0.0077,1.1561,1.00,14.21,11.76,3.16,1.10,1,18.86,151274148
Baxter International Inc. Commo,BAX,3302120,15.95,1.06,1990000000.0,2.17,0.52,2.45,9.01,46.85,26820000000.0,0.06957928802589008,1.61,5.47,-0.0008090614886731018,0.0525,0.0538,-0.0169,0.31989999999999996,3.10,22.72,20.13,2.65,3.12,1,46.79,211064
Bed Bath & Beyond Inc.,BBBY,2485590,17.82,1.24,1500000000.0,4.52,0.76,4.62,4.71,40.50,6060000000.0,0.014534883720930258,1.50,8.76,0,0.019299999999999998,-0.042,-0.2168,0.0693,2.32,9.13,8.94,0.50,5.93,0,43.09,0
BB&T Corporation Common Stock,BBT,4823630,33.14,2.57,0.00,3.09,0.78,3.47,2.77,46.55,39070000000.0,0.00538748445917947,2.93,17.42,0,0.0366,0.1516,-0.0021,0.5433,1.46,15.62,13.91,3.82,2.81,1,41.91,0
"Best Buy Co., Inc.",BBY,5197490,13.61,2.55,2480000000.0,3.28,0.49,3.47,3.35,44.00,14410000000.0,0.0035327886950762277,1.11,13.71,0.0030911901081915882,0.0436,0.1209,-0.0704,0.5967,3.33,14.00,13.23,0.36,7.75,1,40.97,4131976
"C.R. Bard, Inc. Common Stock",BCR,585545,22.98,0.43,1150000000.0,11.64,2.87,12.84,7.03,233.64,17390000000.0,0.028400412796697694,1.82,34.33,-0.0017750257997936059,0.0331,0.08439999999999999,-0.004699999999999999,0.29960000000000003,10.54,20.74,18.80,4.70,1.47,1,222.58,40211
"Becton, Dickinson and Company C",BDX,1046810,35.63,1.64,3260000000.0,9.43,2.47,10.40,6.01,173.24,38280000000.0,0.0509745127436283,1.87,29.94,0.0008329168748959503,0.0382,0.0412,-0.0104,0.2632,5.05,19.07,17.29,3.09,3.20,1,172.75,176934
"Franklin Resources, Inc. Common",BEN,2414620,21.15,1.96,2320000000.0,2.68,0.64,2.67,2.97,40.49,24150000000.0,-0.089185393258427,-2.83,14.40,0,0.055099999999999996,0.1353,-0.0026,0.3979,2.02,15.94,16.00,3.76,4.06,1,37.63,0
Biogen Inc.,BIIB,1832210,56.23,0,6370000000.0,20.98,5.19,22.52,16.93,281.29,63200000000.0,0.12828785859577763,2.16,17.29,-0.0019990180262327018,0.0403,-0.0159,-0.1229,0.3122,5.07,13.95,12.99,5.38,1.12,0,297.36,2601941
Bank of New York Mellon Corpora,BK,5885980,33.67,1.67,0.00,3.46,0.85,3.90,3.15,46.23,49680000000.0,0.10380179410508328,1.21,15.06,0.004271678769756537,0.026000000000000002,0.08259999999999999,-0.0426,0.40240000000000004,1.39,13.71,12.16,3.22,1.51,1,43.81,4833059
"BlackRock, Inc.",BLK,648169,176.40,2.59,4870000000.0,21.36,5.29,24.24,19.04,379.99,64110000000.0,0.07833808263789943,1.56,20.64,0,0.034300000000000004,0.0617,-0.0161,0.3232,2.23,18.40,16.21,5.75,2.72,1,370.21,0
Ball Corporation Common Stock,BLL,1218120,20.04,0.70,1280000000.0,4.23,1.14,5.03,1.39,75.49,12850000000.0,0.15836980306345727,1.94,52.93,0.003555798687089551,-0.0254,-0.05,-0.1054,0.1291,3.65,17.39,14.63,1.40,9.64,1,77.44,172305
Bristol-Myers Squibb Company,BMY,11927600,9.34,3.02,6780000000.0,2.81,0.69,3.09,2.65,53.86,91970000000.0,0.02736920498975981,1.33,20.77,-0.00018618506795753387,0.0218,-0.014199999999999999,-0.2864,0.196,5.75,19.58,17.81,4.62,0.79,1,55.82,11861445
Boston Scientific Corporation,BSX,8206100,4.94,0,2270000000.0,1.25,0.31,1.42,0.25,23.75,34610000000.0,0.11675933280381257,1.61,101.64,-0.000794281175536149,0.0699,0.10679999999999999,-0.009399999999999999,0.5107,5.09,20.33,17.89,4.09,2.20,1,22.96,9378474
BorgWarner Inc.,BWA,2162910,15.16,1.35,807600000.0,3.41,0.87,3.71,0.55,40.49,8910000000.0,0.02481927710843368,1.60,76.20,0.0,0.0351,0.13949999999999999,-0.0064,0.5229,2.74,12.29,11.30,0.97,6.67,1,36.78,1532333
"Boston Properties, Inc. Common",BXP,790214,36.31,2.24,1510000000.0,2.23,0.64,2.81,3.25,130.22,20910000000.0,0.003603471098690969,7.55,41.84,0,0.044199999999999996,0.04,-0.0558,0.2366,3.74,60.98,48.39,8.17,3.25,1,130.75,0
"Citigroup, Inc. Common Stock",C,20688000,74.26,1.11,0.00,5.20,1.31,5.92,4.72,58.28,166450000000.0,0.06793388429752056,1.61,12.72,-0.0024793388429751317,0.0301,0.1435,-0.0258,0.64,0.81,11.55,10.14,2.66,0.96,1,52.50,3402994
CA Inc.,CA,2642210,13.49,3.21,1280000000.0,2.44,0.60,2.46,1.89,32.13,13250000000.0,0.03568045468897996,21.75,16.80,-0.006315124723713428,-0.013600000000000001,-0.024900000000000002,-0.0943,0.10300000000000001,2.35,12.99,12.88,3.28,4.72,0,32.50,2111767
"ConAgra Brands, Inc. Common Sto",CAG,3082580,10.22,2.01,1830000000.0,1.69,0.39,1.87,1.42,39.15,17370000000.0,0.034802203304957535,1.82,28.15,0.0005007511266901243,0.0196,0.07519999999999999,-0.0092,0.2463,3.91,23.62,21.35,1.55,1.44,1,37.13,210381
"Cardinal Health, Inc.",CAH,2553650,17.91,2.30,3070000000.0,5.42,1.37,5.94,4.15,75.25,25370000000.0,0.03790567951318469,1.58,19.36,0.0011409736308316543,0.0687,0.064,-0.08460000000000001,0.2826,4.40,14.84,13.54,0.20,4.76,1,75.59,2732617
D/B/A Chubb Limited New,CB,1485990,103.60,2.08,5730000000.0,10.36,2.55,10.95,8.87,131.62,62650000000.0,0.04970520188073735,2.64,15.16,0.0003731621762816939,0.0216,0.0508,-0.0007000000000000001,0.17350000000000002,1.29,12.98,12.28,1.98,3.76,1,127.96,936791
CBRE Group Inc  Class A,CBG,2163340,8.95,0,1150000000.0,2.37,0.53,2.57,1.69,31.39,11940000000.0,0.028750355821235418,1.30,20.97,-0.000284656988329246,0.12890000000000001,0.2002,-0.0059,0.4891,3.93,14.95,13.79,0.91,4.54,1,29.53,2870437
CBS Corporation Class B Common,CBS,3917520,12.24,1.12,3350000000.0,4.09,0.98,4.43,3.56,63.98,27830000000.0,0.08200490496627855,0.86,18.19,-0.0007664009809932315,0.0121,0.11599999999999999,-0.0317,0.44229999999999997,5.33,15.83,14.62,1.94,3.77,1,58.03,1840207
Crown Castle International Corp,CCI,2086430,21.46,4.34,2109999999.9999998,1.16,0.27,1.50,0.95,87.15,31700000000.0,0.12432132963988929,-2.40,94.78,-0.006980609418282491,0.0331,0.003,-0.1243,0.1343,4.21,77.62,60.03,8.10,2.87,1,89.77,1717881
Carnival Corporation Common Sto,CCL,3328020,31.12,2.49,4760000000.0,3.58,0.46,4.13,3.72,54.54,41000000000.0,0.01756253326237367,1.15,15.18,-0.006031577080007011,0.0355,0.1294,-0.0227,0.3184,1.81,15.78,13.68,2.50,6.24,1,50.01,3190217
Celgene Corporation,CELG,4293570,8.48,0,4010000000.0,7.22,1.76,8.76,2.49,116.17,92730000000.0,0.17224205196314446,0.72,47.87,-0.0029882958412882354,0.026000000000000002,0.065,-0.061500000000000006,0.2627,14.21,16.51,13.61,8.35,1.51,0,111.92,645742
Cerner Corporation,CERN,3224860,11.92,0,1320000000.0,2.51,0.63,2.76,1.85,51.46,18140000000.0,0.022698383875068062,1.52,29.74,0.00308698020700926,0.0692,-0.0233,-0.18489999999999998,0.1704,4.62,21.92,19.93,3.86,6.26,0,56.33,346100
"CF Industries Holdings, Inc.",CF,5445440,16.56,3.35,1300000000.0,0.76,0.08,0.57,0.30,34.42,8039999999.999999,-0.1066074403109385,-5.13,114.97,0.0049972237645752315,0.0019,0.24559999999999998,-0.08560000000000001,0.6606000000000001,2.18,45.38,60.51,2.13,4.61,1,27.69,9229521
"Citizens Financial Group, Inc.",CFG,5253600,38.09,1.54,0.00,2.27,0.56,2.66,1.97,36.21,19590000000.0,-0.015115976022934574,0.98,19.42,-0.006776127182694713,0.0565,0.2923,-0.0044,1.0862,1.01,16.85,14.38,4.02,1.60,1,29.61,177231
"Church & Dwight Company, Inc.",CHD,1968680,7.71,1.50,831800000.0,1.90,0.42,2.04,1.75,45.57,12460000000.0,-0.01153925406964773,3.32,27.77,0.0024726973006388153,0.0665,0.0409,-0.0946,0.1421,6.29,25.58,23.82,3.56,4.96,1,46.69,3144394
"C.H. Robinson Worldwide, Inc.",CHRW,1360330,8.88,2.35,912200000.0,3.68,0.98,3.96,3.59,74.73,11040000000.0,-0.018746789933230534,2.86,21.69,0,0.042199999999999994,0.08289999999999999,-0.0008,0.1877,8.77,21.16,19.67,0.84,13.39,0,71.92,0
"Charter Communications, Inc.",CHTR,1694330,148.81,0,7420000000.0,0.60,0.96,4.96,10.88,310.62,88010000000.0,-0.9984623900608893,3.65,29.88,0,0.046900000000000004,0.1782,-0.0478,0.9425,2.19,89.58,65.56,4.14,3.84,0,275.99,221
Cigna Corporation,CI,1270350,53.42,0.03,4170000000.0,9.52,2.45,10.90,7.19,144.19,37650000000.0,0.12544314153258806,1.29,20.39,-0.003204254158712838,0.0166,0.09699999999999999,-0.027200000000000002,0.27440000000000003,2.75,15.40,13.45,0.95,0.92,1,133.63,2248996
Cincinnati Financial Corporatio,CINF,624147,42.94,2.81,910330000.0,3.07,0.61,3.22,3.55,72.06,11970000000.0,0.01671501588617197,-3.93,20.51,-0.002762812543169013,0.0105,-0.0196,-0.0852,0.1753,1.69,23.72,22.61,2.18,6.24,0,74.27,456798
Clorox Company (The) Common Sto,CLX,976405,2.11,2.52,1220000000.0,5.33,1.50,5.73,4.99,122.29,16430000000.0,-0.027332191247469217,3.42,25.70,-0.001790998286871126,0.047599999999999996,0.0464,-0.08800000000000001,0.1517,60.98,24.04,22.36,2.80,5.97,1,122.43,204614
Comerica Incorporated,CMA,2040980,44.47,1.33,0.00,3.98,0.96,4.71,2.68,68.71,12840000000.0,-0.03181321682140903,0.81,27.33,0,0.0659,0.2865,-0.0083,1.3075,1.65,18.40,15.55,4.94,2.67,1,56.93,0
Comcast Corporation,CMCSA,9685330,22.705,0.840,26480000000.0,3.750,0.930,4.350,3.570,73.199,181970000000.0,0.07565768000522222,1.740,21.455,0,0.0464,0.12335000000000002,-0.00358,0.35351,3.373,20.425,17.608,2.263,2.950,0,68.185,1313
CME Group Inc.,CME,1598210,60.17,2.22,2430000000.0,4.81,1.23,5.27,4.53,118.04,41010000000.0,0.03734337892064543,2.80,26.77,0.0,0.0275,0.09050000000000001,-0.0219,0.3628,2.03,25.22,23.02,11.48,5.43,0,111.22,100434
"Chipotle Mexican Grill, Inc.",CMG,1062790,48.67,0,204810000.0,8.21,2.42,11.89,0.77,406.17,12180000000.0,-0.04230824236068076,0.36,549.79,0.0012156171044477304,0.042300000000000004,0.0518,-0.21960000000000002,0.19940000000000002,8.62,51.56,35.60,3.09,5.24,1,402.48,822293
Cummins Inc. Common Stock,CMI,1434700,41.04,2.72,2310000000.0,7.98,2.18,9.32,8.23,143.63,25550000000.0,-0.01605897064630779,25.47,18.46,0,0.0579,0.1442,-0.0109,0.629,3.70,18.85,16.30,1.46,2.76,1,132.80,0
CMS Energy Corporation,CMS,1819490,15.23,3.10,2000000000.0,2.17,0.38,2.33,1.98,42.18,11960000000.0,0.05002337540906976,2.59,21.60,-0.008648901355773786,0.0141,0.022000000000000002,-0.07519999999999999,0.1161,2.81,19.71,18.36,1.87,2.76,1,41.85,1737229
Centene Corporation Common Stoc,CNC,1745090,34.289,0,1890000000.0,4.690,1.240,5.280,3.428,63.539,12040000000.0,0.09167249825052481,0.950,20.430,-0.015395381385584495,0.10223,0.10753,-0.07324,0.4007,2.084,14.933,13.264,0.326,2.870,1,63.235,40277
Capital One Financial Corporati,COF,2877000,98.27,1.81,0.00,7.91,1.96,8.88,6.89,88.23,43960000000.0,0.08600021994941165,1.32,13.19,0,0.030600000000000002,0.1528,-0.0077,0.5669,0.93,11.50,10.24,2.31,4.60,1,78.88,24
"Coach, Inc. Common Stock",COH,3290360,10.02,3.55,898900000.0,2.14,0.50,2.34,1.82,36.22,10720000000.0,0.12110091743119278,1.79,20.97,0.0010484927916121212,0.055,0.0305,-0.1258,0.1365,3.81,17.86,16.33,2.35,2.25,1,37.08,405713
"Rockwell Collins, Inc.",COL,1257320,16.85,1.45,1220000000.0,5.40,1.38,5.83,5.59,91.30,12140000000.0,0.06899902818270176,2.57,16.59,0.0019436345966958868,0.0167,0.0605,-0.038599999999999995,0.1818,5.50,17.19,15.92,2.29,0.00,1,87.52,1054686
"Cooper Companies, Inc. (The) Co",COO,516331,55.34,0.03,610150000.0,9.21,2.26,10.34,5.59,182.62,9330000000.0,0.024002087138011996,1.60,34.22,-0.0040177406731020104,0.047599999999999996,0.0658,-0.005600000000000001,0.3846,3.46,20.77,18.50,4.75,3.94,1,179.50,565369
Costco Wholesale Corporation,COST,2147610,27.25,1.05,5030000000.0,5.90,1.36,6.55,5.48,164.72,76870000000.0,0.015204745723665258,2.81,31.93,-0.00259171802107927,0.062400000000000004,0.1091,0.0,0.26289999999999997,6.37,29.66,26.72,0.64,3.75,0,157.79,2346540
