.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
Archer-Daniels-Midland Company,ADM,3417260,29.9700,2.8300,2540000000.0,2.8600,0.6800,3.0800,2.1600,44.6165,25540000000.0,0.0071492403932083,1.2000,20.7012,-0.00022341376228773857,0.002196,0.015016,-0.066113,0.294197,1.4935,15.6344,14.5177,0.4100,3.4700,1,44.0530,527816
"Automatic Data Processing, Inc.",ADP,1999450,8.50,2.18,2730000000.0,3.68,0.70,4.04,3.72,100.74,46740000000.0,-0.04716531681753222,2.45,27.97,-0.003906622201048093,0.0335,0.0981,-0.0085,0.2341,12.35,28.29,25.77,3.91,2.69,0,94.81,1001007
Alliance Data Systems Corporati,ADS,572263,28.889,0.850,1460000000.0,18.490,3.780,21.090,7.340,232.786,13690000000.0,0.01613363210429819,1.110,33.343,0.0014259523324506862,0.05135,0.1069,-0.01798,0.32277,8.496,13.236,11.605,1.923,6.530,1,221.103,98548
Ameren Corporation Common Stock,AEE,1270460,29.28,3.21,2300000000.0,2.77,0.61,3.00,2.68,53.06,13320000000.0,-0.02277281836400069,3.39,20.49,-0.0005465476407360281,0.0347,0.083,-0.011000000000000001,0.18600000000000003,1.87,19.82,18.30,2.27,6.96,1,50.69,355685
American Electric Power Company,AEP,2313540,35.38,3.55,5290000000.0,3.65,0.89,3.88,1.24,64.24,32680000000.0,0.01853805576488332,9.77,53.47,-0.0015071590052749828,0.0346,0.0516,-0.0681,0.14800000000000002,1.88,18.21,17.13,1.99,2.59,1,63.20,929276
Aetna Inc. Common Stock,AET,3100810,50.84,1.53,6200000000.0,8.85,2.38,9.78,6.41,123.78,46160000000.0,0.06725057121096722,1.06,20.47,-0.001980198019802093,0.0603,0.0916,-0.0385,0.2548,2.58,14.83,13.42,0.73,1.29,1,120.23,2031360
AFLAC Incorporated Common Stock,AFL,2272090,50.47,2.38,4780000000.0,6.39,1.61,6.71,6.42,70.49,28890000000.0,-0.0005540933647318891,1.64,11.21,-0.0004155700235489723,0.0208,0.0146,-0.0341,0.21309999999999998,1.43,11.26,10.72,1.27,2.66,1,70.93,515075
Allergan plc Ordinary Shares,AGN,3919990,212.79,1.14,6100000000.0,16.04,4.09,17.78,38.18,233.55,79960000000.0,0.10884634428123441,1.11,6.25,-0.00977884139296914,0.021400000000000002,0.07519999999999999,-0.2025,0.2929,1.14,14.87,13.42,5.58,4.73,1,221.85,1506475
Apartment Investment and Manage,AIV,1044850,10.64,3.17,570960000.0,0.56,0.13,0.61,2.67,45.02,7100000000.0,0.043756906077347946,11.59,16.93,-0.00044198895027636187,0.0037,0.0263,-0.056799999999999996,0.18760000000000002,4.25,82.16,74.08,7.29,4.12,1,44.03,315753
"Assurant, Inc. Common Stock",AIZ,402082,73.26,2.12,1040000000.0,6.25,1.60,7.22,9.13,96.92,5540000000.0,-0.013356095601526397,0.59,10.91,0.00040168708576016066,0.0278,0.0987,-0.0168,0.3712,1.36,15.94,13.80,0.74,4.04,1,90.67,55816
Arthur J. Gallagher & Co. Commo,AJG,1005180,20.17,2.74,868800000.0,3.02,1.06,3.39,2.32,54.94,10080000000.0,0.04095744680851077,1.63,24.33,-0.0010638297872339608,0.0273,0.09570000000000001,-0.0239,0.39630000000000004,2.80,18.69,16.65,1.82,4.73,1,51.51,430868
"Akamai Technologies, Inc.",AKAM,1811190,18.61,0,707980000.0,2.79,0.67,3.17,1.79,65.94,11030000000.0,0.1385981604820805,1.59,35.58,0.0006343165239455217,-0.0342,0.0219,-0.11109999999999999,0.3322,3.39,22.82,20.09,4.67,2.72,0,62.31,783342
Albemarle Corporation Common St,ALB,950928,33.727,1.220,702010000.0,4.160,1.040,4.880,5.685,94.868,11730000000.0,0.07442953677406705,2.690,18.332,0.0,0.09856999999999999,0.20067000000000002,-0.00933,0.79533,3.028,24.933,21.356,4.293,2.970,1,86.801,528078
"Alaska Air Group, Inc. Common S",ALK,1274480,23.77,1.21,1820000000.0,8.02,2.42,8.71,6.54,95.80,11810000000.0,0.11807927144779073,1.18,14.62,-0.004967401428127793,-0.0017000000000000001,0.1772,-0.0571,0.7545000000000001,4.07,11.93,10.98,2.01,6.60,1,81.25,374792
Allstate Corporation (The) Comm,ALL,1895140,51.44,1.66,3460000000.0,6.22,1.22,6.87,4.67,78.24,29740000000.0,0.03110400786820744,0.93,17.44,-0.00024588148512427743,0.0409,0.1281,-0.0194,0.2779,1.58,13.09,11.85,0.81,2.46,1,72.19,525611
Allegion plc Ordinary Shares,ALLE,782713,1.1890,0.8700,478900000.0,3.6900,1.0000,4.1000,2.3600,69.6635,6960000000.0,0.09274689250102464,1.5300,30.8715,0.00027318672312537373,0.045837,0.075087,-0.028576999999999998,0.18524000000000002,61.5728,19.7444,17.7699,3.1231,2.6300,1,67.7682,333606
"Alexion Pharmaceuticals, Inc.",ALXN,2810120,38.81,0,1170000000.0,5.23,1.29,6.71,1.76,130.53,29420000000.0,0.21353033825845635,1.36,74.41,-0.0072001800045001785,0.0033,0.0337,-0.19149999999999998,0.2002,3.44,25.04,19.52,9.71,2.24,0,126.70,576348
"Applied Materials, Inc.",AMAT,9321510,7.12,1.08,2990000000.0,2.65,0.66,2.82,1.94,35.27,40170000000.0,0.09929462832338598,0.64,19.14,-0.0013564839934887551,0.054900000000000004,0.175,-0.0016,0.9829000000000001,5.18,14.04,13.19,3.36,1.23,0,31.66,3466147
"AMETEK, Inc.",AME,1867420,14.20,0.66,1010000000.0,2.44,0.62,2.67,2.19,52.73,12530000000.0,0.07693710118505015,2.10,24.94,-0.008933454876937086,0.0356,0.1131,-0.015700000000000002,0.2618,3.86,22.38,20.45,3.28,3.26,1,49.06,1043407
"Affiliated Managers Group, Inc.",AMG,603843,63.838,0.470,835000000.0,14.740,3.340,16.460,8.567,158.962,9450000000.0,0.1626293438602786,0.810,19.447,-0.003768167952628687,0.04808,0.12362000000000001,-0.07364,0.27686,2.619,11.303,10.122,4.320,1.970,1,148.275,171950
Amgen Inc.,AMGN,3577450,40.47,2.55,12000000000.0,12.35,3.11,12.81,10.24,165.84,131400000000.0,0.03716705672573273,2.14,17.42,-0.01147888108770756,0.0759,0.12029999999999999,-0.011699999999999999,0.33509999999999995,4.43,14.45,13.93,5.75,2.25,0,159.26,1610578
"Ameriprise Financial, Inc. Comm",AMP,1121830,40.66,2.25,2770000000.0,10.58,2.59,12.01,7.81,122.76,20370000000.0,0.061692969870875025,0.84,16.93,-0.0003020463641170146,0.0771,0.2118,-0.022000000000000002,0.5571,3.26,12.50,11.01,1.74,1.45,1,109.12,205019
American Tower Corporation (REI,AMT,2145720,15.8370,2.0100,3460000000.0,2.7000,0.6500,3.3700,1.9800,107.4830,48910000000.0,0.1420102868102171,1.7000,57.8248,-0.003312701595327261,0.065221,0.05060800000000001,-0.031852,0.222043,7.2432,42.5625,33.9742,8.4698,4.4200,1,108.9780,1465096
"Amazon.com, Inc.",AMZN,3484660,40.430,0,11670000000.0,7.320,1.870,12.710,4.900,832.877,404150000000.0,0.10839701869810181,3.060,172.852,-0.0013347350019489168,0.01693,0.06418,-0.01613,0.5726100000000001,20.940,115.707,66.638,2.971,1.670,0,795.896,1232594
"AutoNation, Inc. Common Stock",AN,988712,22.95,0,970700000.0,4.03,1.03,4.47,4.15,49.19,4570000000.0,0.11305106940200793,1.05,10.93,-0.0017459624618070269,-0.0785,-0.0512,-0.1629,0.154,2.00,11.25,10.14,0.21,5.66,1,47.78,1903623
"Anthem, Inc. Common Stock",ANTM,1612840,95.17,1.57,5780000000.0,11.58,3.37,12.81,9.21,158.82,43920000000.0,0.06204775687409536,1.21,18.04,-0.0030149541726965934,0.046,0.1936,-0.0182,0.4464,1.74,14.35,12.97,0.52,3.97,1,139.18,734752
Aon plc Class A Ordinary Shares,AON,1005870,20.90,1.13,2390000000.0,6.46,1.40,7.90,5.16,114.60,30390000000.0,0.06153314320283476,2.28,22.43,-0.0016420361247947435,0.01,0.031400000000000004,-0.0182,0.1856,5.54,17.92,14.65,2.62,1.67,1,112.22,170672
"Air Products and Chemicals, Inc",APD,1378770,32.91,2.72,3130000000.0,6.16,1.64,6.79,2.60,141.90,30340000000.0,0.07709425023329275,-75.40,53.69,-0.0006460412030723228,-0.0175,-0.0105,-0.0733,0.1559,4.23,22.63,20.53,3.18,2.06,1,140.91,340453
Amphenol Corporation Common Sto,APH,1175720,11.92,0.91,1460000000.0,2.91,0.71,3.14,2.61,68.57,21620000000.0,-0.000570369314130792,3.42,26.93,0.0012833309567945594,0.024900000000000002,0.059000000000000004,-0.0101,0.2808,5.88,24.15,22.38,3.43,3.16,1,66.36,186114
"Activision Blizzard, Inc",ATVI,8434310,12.232,0.640,2140000000.0000002,1.950,0.320,2.360,1.280,42.556,36040000000.0,0.05898347626019662,1.520,37.449,-0.00418322526668069,0.12641,0.16489,-0.00797,0.57837,3.909,24.582,20.311,5.440,1.970,0,41.150,3621728
"AvalonBay Communities, Inc. Com",AVB,727062,74.07,3.14,1320000000.0,4.54,1.12,4.74,7.52,177.66,25110000000.0,0.04399183087707681,8.51,24.31,-0.005133300215267256,0.0291,0.0556,-0.0492,0.1548,2.45,40.27,38.57,12.12,7.06,1,173.21,719473
Avery Dennison Corporation Comm,AVY,736403,10.48,2.01,740300000.0,4.43,1.20,4.86,3.54,77.84,7080000000.0,0.047572097609070774,1.76,22.68,-0.0013556815380822984,0.0315,0.0712,-0.0222,0.19690000000000002,7.74,18.12,16.52,1.17,4.01,1,74.95,236379
"American Water Works Company, I",AWK,983890,29.30,1.94,1620000000.0,3.05,0.81,3.28,2.62,73.72,13720000000.0,0.025226390685640476,3.42,29.39,0.0,0.044500000000000005,0.0507,-0.0967,0.15560000000000002,2.64,25.25,23.48,4.17,5.03,1,73.29,402312
American Express Company Common,AXP,4131890,22.68,1.60,0.00,5.66,1.43,6.26,5.65,78.37,71810000000.0,0.018867924528301883,2.16,14.10,0.0033962264150941834,0.0168,0.1225,-0.028300000000000002,0.3942,3.51,14.08,12.73,2.40,3.73,1,70.98,1703370
Acuity Brands Inc (Holding Comp,AYI,761065,39.50,0.25,586200000.0,8.75,2.22,10.41,6.92,211.35,8970000000.0,0.15514128153823625,0.98,29.60,-0.002244887999609646,-0.031,-0.14279999999999998,-0.2709,0.0608,5.19,23.41,19.67,2.64,5.60,1,238.91,407937
Boeing Company (The) Common Sto,BA,3521780,1.3240,3.1200,8680000000.0,9.3000,2.3300,10.1400,7.6100,168.9340,111450000000.0,-0.03415685624274589,1.3200,23.9121,-0.0016028298236888672,0.07717299999999999,0.218993,-0.020131999999999997,0.500051,136.6541,19.5668,17.9459,1.1718,3.1500,1,149.2800,1123923
Bank of America Corporation Com,BAC,100985000,24.04,1.18,0.00,1.73,0.46,2.09,1.50,23.68,265649999999.99997,-0.009504950495049402,1.35,16.87,-0.0011881188118811892,0.0668,0.2759,-0.0209,1.0963,1.05,14.60,12.09,3.31,1.06,1,19.80,36091961
Baxter International Inc. Commo,BAX,2828460,15.36,1.02,1970000000.0,2.17,0.52,2.45,9.01,48.61,27550000000.0,0.04992107340173635,1.66,5.66,-0.002762430939226568,0.0496,0.0866,-0.0074,0.3085,3.30,23.51,20.82,2.69,3.78,1,46.96,1894353
Bed Bath & Beyond Inc.,BBBY,2502720,17.82,1.24,1500000000.0,4.52,0.76,4.62,4.71,40.47,5720000000.0,0.056508577194752885,1.45,8.27,-0.004540867810292615,-0.0371,-0.0873,-0.2591,0.0101,2.23,8.62,8.44,0.48,5.95,0,42.70,1717934
BB&T Corporation Common Stock,BBT,4480710,33.142,2.470,0.00,3.090,0.780,3.470,2.770,47.090,39060000000.0,0.004768816089570915,2.950,17.444,-0.0031100974497200173,0.02613,0.12524,-0.031259999999999996,0.49972,1.455,15.638,13.925,3.815,2.700,1,42.943,1020791
"Best Buy Co., Inc. Common Stock",BBY,4868200,15.03,2.64,2600000000.0,3.63,0.59,3.87,3.81,44.53,13880000000.0,0.055365686944634396,1.10,11.64,-0.002050580997949525,-0.0053,0.0535,-0.10339999999999999,0.54,2.92,12.17,11.44,0.35,8.75,1,42.04,1903817
"C.R. Bard, Inc. Common Stock",BCR,585497,22.98,0.42,1150000000.0,11.64,2.87,12.87,7.03,239.06,17750000000.0,0.009672980411202792,1.87,35.05,-0.0029140359397765714,0.030699999999999998,0.0969,-0.0072,0.2847,10.75,21.17,19.15,4.79,2.16,1,224.64,171462
"Becton, Dickinson and Company C",BDX,937450,35.630,1.580,3260000000.0,9.430,2.470,10.400,6.008,178.401,39140000000.0,0.026993332971976702,1.930,30.612,-0.003956854030028878,0.03092,0.060110000000000004,-0.011779999999999999,0.26161,5.178,19.503,17.684,3.162,3.480,1,173.489,329766
"Franklin Resources, Inc. Common",BEN,2437730,21.15,1.87,2320000000.0,2.68,0.64,2.68,2.97,41.37,23960000000.0,-0.06677678150070798,-2.97,14.28,0.0007078810759790777,0.024399999999999998,0.1074,-0.039,0.3868,2.00,15.81,15.81,3.73,3.53,1,38.27,451678
Biogen Inc.,BIIB,1776900,56.23,0,6370000000.0,20.99,5.19,22.47,16.93,281.09,63230000000.0,0.0924372590137319,2.24,17.29,-0.005986606236893843,0.0416,-0.0074,-0.1225,0.3128,5.26,13.95,13.03,5.58,1.30,0,294.97,669049
Bank of New York Mellon Corpora,BK,5739420,33.67,1.58,0.00,3.46,0.85,3.89,3.15,46.11,49620000000.0,0.07745302713987479,1.24,15.18,0.0,0.0373,0.0737,-0.0345,0.3496,1.42,13.82,12.30,3.26,1.19,1,44.55,1690348
"BlackRock, Inc. Common Stock",BLK,637537,178.383,2.560,4880000000.0,21.410,5.300,24.320,19.040,383.142,62830000000.0,0.0984367744931125,1.560,20.228,-0.0015477480266212762,0.00523,0.03492,-0.035840000000000004,0.21594999999999998,2.173,17.989,15.837,5.669,2.640,1,372.149,140054
Ball Corporation Common Stock,BLL,1260480,20.04,0.70,1280000000.0,4.23,1.13,5.03,1.39,74.53,12670000000.0,0.15866904991062825,1.92,52.16,-0.001512443283376852,-0.027200000000000002,-0.058899999999999994,-0.1184,0.0917,3.63,17.14,14.41,1.39,6.98,1,77.04,161936
Bristol-Myers Squibb Company Co,BMY,12709100,9.68,2.72,6700000000.0,2.82,0.69,3.09,2.65,52.94,94490000000.0,-0.02808495699490965,1.40,21.32,-0.012287168685272909,0.06709999999999999,0.028300000000000002,-0.2675,0.2278,5.89,20.03,18.28,4.91,0.90,1,54.94,4993677
Boston Scientific Corporation C,BSX,8535110,4.94,0,2200000000.0,1.25,0.31,1.42,0.25,24.63,33580000000.0,0.13368336025848127,1.59,98.52,-0.006058158319870888,-0.0,0.0696,-0.0398,0.4378,5.01,19.70,17.35,4.03,2.10,1,23.03,2578181
BorgWarner Inc. Common Stock,BWA,1962310,15.16,1.30,807600000.0,3.41,0.87,3.72,0.55,41.25,8860000000.0,0.01575178997613369,1.61,75.78,-0.0019093078758949389,0.0105,0.1081,-0.0403,0.5145000000000001,2.76,12.22,11.20,0.98,7.18,1,37.61,1147108
"Boston Properties, Inc. Common",BXP,790155,36.32,2.21,1530000000.0,2.32,0.64,2.79,3.26,133.60,20840000000.0,0.017795170937015437,7.30,41.56,7.383888355594337e-05,0.0141,0.0408,-0.0593,0.1917,3.73,58.40,48.56,8.14,4.03,1,130.17,188899
"Citigroup, Inc. Common Stock",C,19616200,74.26,1.05,0.00,5.18,1.30,5.90,4.72,58.41,166380000000.0,0.06287325812873235,1.63,12.72,-0.0014930325149303814,0.0281,0.11320000000000001,-0.0305,0.5675,0.81,11.59,10.18,2.65,1.11,1,53.94,5563499
CA Inc.,CA,2565550,13.49,3.14,1280000000.0,2.44,0.60,2.46,1.89,32.01,13340000000.0,-0.0006093845216332827,22.28,16.92,-0.009750152346130414,-0.0029,-0.0126,-0.0877,0.0962,2.43,13.08,12.98,3.40,4.04,0,32.33,1740900
"ConAgra Brands, Inc. Common Sto",CAG,3090150,10.217,1.940,1830000000.0,1.700,0.390,1.880,1.418,39.767,17790000000.0,0.010666666666666602,1.880,28.826,-0.002909090909090861,0.02786,0.08882,-0.16343,0.21603000000000003,4.037,24.044,21.742,1.601,1.820,1,37.541,2268123
"Cardinal Health, Inc. Common St",CAH,2342480,17.91,2.17,3070000000.0,5.44,1.37,5.97,4.15,77.89,25660000000.0,0.006976744186046435,1.63,19.59,-0.007466340269277838,0.0444,0.0803,-0.07400000000000001,0.2974,4.56,14.95,13.63,0.20,4.31,1,75.30,760467
D/B/A Chubb Limited New Common,CB,1389830,103.60,1.99,5690000000.0,10.39,2.54,10.94,8.87,134.02,64010000000.00001,0.03173796208875013,2.74,15.49,-0.00283244970586094,0.0254,0.0652,-0.0222,0.18989999999999999,1.33,13.23,12.56,2.04,3.51,1,129.02,449969
CBRE Group Inc Common Stock Cla,CBG,2154980,9.07,0,1200000000.0,2.40,0.53,2.57,1.69,32.95,12000000000.0,0.030066815144766057,1.41,21.37,-0.0027839643652561863,0.096,0.1996,-0.0132,0.49770000000000003,3.96,15.05,14.05,0.91,4.27,1,30.10,410904
"CBOE Holdings, Inc.",CBOE,1159630,3.91,1.28,357260000.0,2.49,0.63,2.74,2.27,78.32,6360000000.0,0.03744069752532386,5.30,34.46,0.002179766636748237,-0.0011,0.0946,-0.0385,0.2779,19.94,31.42,28.55,9.65,9.38,0,71.47,615106
CBS Corporation Class B Common,CBS,3981920,8.95,1.06,3100000000.0,4.43,1.02,5.12,2.81,65.03,27810000000.0,0.06706868657155463,0.95,24.17,-0.0032357699661714756,0.0444,0.14279999999999998,-0.009899999999999999,0.3893,7.59,15.33,13.26,2.11,4.29,1,59.42,1469390
Crown Castle International Corp,CCI,1937970,20.961,4.140,2069999999.9999998,1.160,0.270,1.500,0.950,89.098,32930000000.0,0.10341452805567641,3.750,96.132,-0.00065245759025645,0.024990000000000002,0.022789999999999998,-0.1118,0.15048,4.387,78.728,60.883,8.455,3.100,1,89.290,980932
Carnival Corporation Common Sto,CCL,3203160,31.12,2.51,4760000000.0,3.58,0.46,4.12,3.72,55.52,40260000000.0,0.04610692500897029,1.27,14.91,-0.0016146393972013007,-0.0012,0.0888,-0.0405,0.2913,1.79,15.49,13.46,2.47,7.35,1,50.93,627116
Celgene Corporation,CELG,4235820,8.48,0,4010000000.0,7.22,1.76,8.76,2.49,117.26,95170000000.0,0.13884391191709833,0.77,49.13,-0.010929404145077704,0.0432,0.08710000000000001,-0.0368,0.29600000000000004,14.57,16.94,13.96,8.56,1.95,0,112.53,114399
Cerner Corporation,CERN,2802560,11.916,0,1320000000.0,2.500,0.620,2.760,1.850,53.812,18070000000.0,0.03576615831517782,1.540,29.624,-0.00199709513434998,0.01846,-0.00857,-0.18807,0.16582,4.622,21.922,19.857,3.858,6.340,0,55.279,952541
"Citizens Financial Group, Inc.",CFG,4955420,38.09,1.46,0.00,2.27,0.56,2.66,1.97,36.90,19400000000.0,-0.010190749934674725,1.03,19.34,-0.0013065064018814576,0.032400000000000005,0.2288,-0.0415,1.0774,1.00,16.78,14.32,3.99,1.57,1,31.01,1489464
"Church & Dwight Company, Inc. C",CHD,2068670,7.79,1.45,836700000.0,1.90,0.42,2.03,1.75,47.51,12670000000.0,-0.025770082544795625,3.38,28.43,-0.0006039863096436449,0.0475,0.0673,-0.073,0.1693,6.38,26.19,24.51,3.62,4.89,1,46.62,652700
"C.H. Robinson Worldwide, Inc.",CHRW,1296730,8.90,2.26,900800000.0,3.68,0.98,3.94,3.59,76.96,11190000000.0,-0.038345105953582315,2.96,22.07,-0.0016397578203833918,0.0294,0.0868,-0.0239,0.2082,8.90,21.53,20.11,0.85,11.79,0,72.89,418014
"Charter Communications, Inc.",CHTR,1595390,149.27,0,10730000000.0,0.60,1.24,8.76,15.95,321.36,87360000000.0,-0.9984556938567501,18.20,20.38,0.00043240572011016276,0.011000000000000001,0.1474,-0.048600000000000004,0.7890999999999999,2.17,61.19,37.09,3.00,4.02,0,283.17,343579
Cigna Corporation Common Stock,CI,1336140,53.42,0.03,3850000000.0,9.50,2.45,10.89,7.19,147.28,39540000000.0,0.08198221757322166,1.26,21.39,-0.002418933054393335,0.0444,0.13570000000000002,-0.0027,0.3373,2.86,16.19,14.13,0.99,0.84,1,135.45,429446
Cincinnati Financial Corporatio,CINF,559637,42.95,2.70,913000000.0,3.07,0.61,3.22,3.55,71.65,12040000000.0,0.005739273025416658,-4.03,20.59,-0.003142935228204524,0.0199,-0.0132,-0.0819,0.1496,1.70,23.80,22.70,2.21,6.44,0,74.06,124090
Clorox Company (The) Common Sto,CLX,981173,2.11,2.34,1220000000.0,5.33,1.50,5.73,4.99,127.62,17590000000.0,-0.06564327485380128,3.68,27.51,-0.002339181286549863,0.0748,0.1188,-0.0236,0.233,64.96,25.73,23.94,2.99,4.72,1,122.60,76179
Comerica Incorporated Common St,CMA,1907700,44.47,1.25,0.00,3.99,0.96,4.71,2.68,69.85,12810000000.0,-0.021023890784983013,0.86,27.18,-0.0017747440273037096,0.042800000000000005,0.22440000000000002,-0.0288,1.0472,1.65,18.26,15.46,4.95,2.51,1,59.49,646598
Comcast Corporation,CMCSA,17835800,11.375,1.690,26480000000.0,1.880,0.470,2.160,1.785,37.434,177850000000.0,0.11672008547008561,1.700,21.011,-0.0005341880341879213,0.00189,0.08866,-0.0242,0.29216000000000003,3.291,19.949,17.363,2.208,3.030,0,34.451,2441535
CME Group Inc.,CME,1555320,60.14,2.13,2450000000.0,4.82,1.23,5.30,4.53,120.54,41990000000.0,0.03627569528415964,3.07,27.29,-0.002740830310358766,0.0255,0.094,-0.031200000000000002,0.389,2.06,25.59,23.32,11.72,4.83,0,113.00,660924
"Chipotle Mexican Grill, Inc. Co",CMG,949110,48.6740,0,204810000.0,8.1800,2.4100,11.8100,0.7700,415.8600,11650000000.0,-0.012023902059852265,0.3600,525.8168,-0.002842013214146899,-0.026406,0.001078,-0.253679,0.147096,8.4579,49.4962,34.2827,3.0337,5.0300,1,404.4430,308801
Cummins Inc. Common Stock,CMI,1384810,41.04,2.70,2310000000.0,7.98,2.19,9.32,8.23,148.21,25530000000.0,-0.02316703962090305,-46.68,18.52,-0.005725944451757337,0.0285,0.1272,-0.014499999999999999,0.535,3.70,18.87,16.36,1.45,2.05,1,135.23,840428
CMS Energy Corporation Common S,CMS,1796290,15.23,3.00,2000000000.0,2.17,0.38,2.33,1.98,42.99,12430000000.0,0.019842164599774392,2.69,22.45,-0.0009019165727169876,0.034,0.0622,-0.038900000000000004,0.1462,2.91,20.48,19.08,1.94,2.45,1,41.85,480734
Centene Corporation Common Stoc,CNC,1708600,34.29,0,1970000000.0,4.69,1.24,5.28,3.43,67.21,12210000000.0,0.10962378469775969,0.97,20.71,0.00042271382274194913,0.056299999999999996,0.12380000000000001,-0.0605,0.42,2.07,15.14,13.45,0.32,1.84,1,63.18,585002
"CenterPoint Energy, Inc (Holdin",CNP,3225150,8.03,3.84,2089999999.9999998,1.30,0.22,1.37,1.00,26.40,12060000000.0,-0.058297567954220364,3.14,28.01,0.0014306151645206988,0.0611,0.1582,-0.0025,0.4357,3.48,21.55,20.45,1.60,3.22,1,24.18,1927054
Capital One Financial Corporati,COF,2668260,98.96,1.70,0.00,7.90,1.96,8.87,6.89,89.94,44670000000.0,0.06548387096774189,1.39,13.50,0.0007526881720429923,0.0344,0.1442,-0.0401,0.6033,0.94,11.78,10.49,2.35,3.67,1,81.31,403818
"Coach, Inc. Common Stock",COH,3422970,10.02,3.55,898900000.0,2.14,0.50,2.34,1.82,37.26,10670000000.0,0.12897294457578146,1.81,20.87,-0.0010506960861570436,0.0203,0.0327,-0.13019999999999998,0.1159,3.80,17.77,16.25,2.35,2.81,1,36.82,2489768
