.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio
Archer-Daniels-Midland Company,ADM,3038080,29.97,0.019819423034573853,1454941,2.79,2540000000,2.16,0.08450704225352124,25480000000,-0.02598546575644134,1.17,20.65,-0.0017617264919620457,0.0009,1.52,15.71,14.48,0.42,0,1,0,0,0,0,0,0,0,0,2.98
"Automatic Data Processing, Inc.",ADP,1783860,8.50,0.007652310409104298,1037875,2.24,2730000000,3.72,0.10655737704918034,45820000000,-0.006475031884626836,2.40,27.42,0.0016678112430097425,0.042,11.99,27.89,25.20,3.80,0,0,0,0,0,1,0,0,0,0,3.53
Alliance Data Systems Corporati,ADS,599303,28.89,0.020294117647058876,385988,0.89,1460000000,7.34,0.14610389610389607,13420000000,0.0604621848739495,1.03,32.70,0.0030252100840335583,0.0489,8.24,12.99,11.33,1.86,0,0,0,0,0,1,0,0,0,0,6.84
Ameren Corporation Common Stock,AEE,1475050,29.28,0.012649078424286152,1046219,3.18,2300000000,2.68,0.08664259927797824,13320000000,-0.015178894109143526,3.39,20.48,-0.0016263100831225286,0.059500000000000004,1.89,19.82,18.24,2.29,0,0,0,0,0,0,0,0,0,1,4.71
American Electric Power Company,AEP,2309450,35.38,0.00912032950867888,2802215,3.49,5290000000,1.24,0.0657534246575342,33310000000,0.012797881729920357,7.74,54.50,0.00014710208884949338,0.0658,1.92,18.56,17.41,2.04,0,0,0,0,0,0,0,0,0,1,2.21
Aetna Inc. Common Stock,AET,2937220,50.84,0.01478139100669057,2209201,1.55,6200000000,6.41,0.10484780157835427,45460000000,0.07950832425704069,1.09,20.17,0.003111871790882237,0.05,2.53,14.56,13.19,0.72,0,0,0,1,0,0,0,0,0,0,4.42
AFLAC Incorporated Common Stock,AFL,2207480,50.47,0.009474824038982171,1030647,2.34,4780000000,6.42,0.04672897196261672,29590000000,-0.01705468327016768,1.66,11.48,0.004060638873849554,0.0403,1.46,11.48,10.95,1.30,0,0,1,0,0,0,0,0,0,0,3.46
Allergan plc Ordinary Shares,AGN,3051450,212.79,0.010154450038399283,1132952,1.18,6100000000,38.18,0.11665626949469732,79120000000,0.1463008789145832,1.07,6.18,0.0020052905538014976,0.0662,1.10,14.72,13.18,5.39,0,0,0,1,0,0,0,0,0,0,2.69
Apartment Investment and Manage,AIV,1087140,10.64,0.014087656529516893,983883,3.23,570960000,2.67,0.1132075471698113,6960000000,0.05612701252236141,11.69,16.59,0.00022361359570655104,0.0103,4.20,83.58,75.08,7.21,0,0,0,0,0,0,0,1,0,0,3.42
"Assurant, Inc. Common Stock",AIZ,382594,73.26,0.010363247863247852,265120,2.25,1040000000,9.13,0.15458937198067635,5230000000,0.049679487179487225,0.70,10.29,0.008653846153846123,0.0191,1.28,15.13,13.11,0.69,0,0,1,0,0,0,0,0,0,0,4.78
Arthur J. Gallagher & Co. Commo,AJG,882868,20.17,0.013561741613133567,745055,2.78,868800000,2.32,0.11881188118811892,9970000000,0.04978586723768741,1.62,24.06,0.005710206995003464,0.053899999999999997,2.78,18.42,16.47,1.81,0,0,1,0,0,0,0,0,0,0,5.02
"Akamai Technologies, Inc.",AKAM,2097990,18.61,0.016115351993214514,1133608,0,707980000,1.79,0.13970588235294112,10370000000,0.22391857506361323,1.58,33.44,0.0008481764206953457,-0.0678,3.17,22.00,19.31,4.36,0,0,0,0,0,1,0,0,0,0,4.17
Albemarle Corporation Common St,ALB,1008220,33.73,0.014748983643755341,599538,1.22,702010000,5.68,0.1578947368421053,11890000000,0.060603195613122995,2.73,18.57,0.002647253474520106,0.1469,3.14,25.26,21.82,4.45,0,0,0,0,0,0,1,0,0,0,3.39
"Alaska Air Group, Inc. Common S",ALK,1314130,23.77,0.015717092337917477,598132,1.38,1820000000,6.54,0.0898734177215188,10780000000,0.2792095227088871,1.17,13.35,0.004738241072460347,0.0062,3.64,11.06,10.14,1.80,0,0,0,0,1,0,0,0,0,0,7.08
Allstate Corporation (The) Comm,ALL,1793060,51.44,0.010085917071348552,1487677,1.67,3460000000,4.67,0.10593900481540919,29160000000,0.0806873365707883,0.87,17.10,-0.0002490349894159749,0.0638,1.56,12.82,11.59,0.80,0,0,1,0,0,0,0,0,0,0,2.08
Allegion plc Ordinary Shares,ALLE,729644,1.19,0.013958388201211513,412871,0.84,478900000,2.36,0.11111111111111094,7330000000,0.06663155122465114,1.57,32.55,0.004477218856992371,0.11410000000000001,63.87,20.82,18.73,3.24,0,0,0,0,1,0,0,0,0,0,3.09
"Alexion Pharmaceuticals, Inc.",ALXN,1911730,38.81,0.021062425985450932,970856,0,1170000000,1.76,0.2791586998087954,26980000000,0.36778886821180845,1.20,68.26,0.004483166976822828,-0.0385,3.05,22.97,17.96,8.61,0,0,0,1,0,0,0,0,0,0,1.71
"Applied Materials, Inc.",AMAT,9072540,7.12,0.01314060446780552,359611817,1.05,2990000000,1.94,0.0714285714285714,42380000000,0.06727989487516428,0.65,20.19,0.030486202365308968,0.16920000000000002,5.34,14.76,13.77,3.47,0,0,0,0,0,1,0,0,0,0,1.37
"AMETEK, Inc.",AME,1678190,14.20,0.012597258243793994,1186430,0.68,1010000000,2.19,0.09426229508196715,12360000000,0.10096331974805484,2.04,24.59,0.0031493145609484685,0.0697,3.80,22.07,20.17,3.23,0,0,0,0,1,0,0,0,0,0,3.04
"Affiliated Managers Group, Inc.",AMG,491621,63.84,0.012608937511589048,289413,0.49,835000000,8.57,0.11621621621621614,9230000000,0.21231225662896347,0.78,19.00,0.008220532789418478,0.0676,2.53,11.00,9.85,4.18,0,0,1,0,0,0,0,0,0,0,2.48
Amgen Inc.,AMGN,3811710,40.47,0.008558139534883692,1165062,2.84,11940000000,10.24,0.031655844155844104,119640000000,0.15038759689922476,2.02,15.87,0.005271317829457223,0.0242,3.98,13.19,12.74,5.17,0,0,0,1,0,0,0,0,0,0,2.93
"Ameriprise Financial, Inc. Comm",AMP,1107530,40.66,0.016349419477134454,1237926,2.32,2770000000,7.81,0.13027179006560452,19550000000,0.11444593633994149,0.80,16.25,0.010978595687544335,0.0966,3.11,11.89,10.52,1.66,0,0,1,0,0,0,0,0,0,0,2.26
American Tower Corporation (REI,AMT,2131200,15.84,0.008489508249239166,2331555,2.02,3460000000,1.98,0.22939068100358417,53260000000,0.06919750120134549,1.74,62.96,0.0024026910139356428,0.1295,7.88,44.68,36.35,9.22,0,0,0,0,0,0,0,1,0,0,3.46
"Amazon.com, Inc.",AMZN,3308910,40.43,0.014527871827214583,2865621,0,11670000000,4.90,0.7458563535911602,429070000000,0.06346677288720715,4.22,183.51,0.004492243687623132,0.1023,22.35,124.20,72.28,3.17,1,0,0,0,0,0,0,0,0,0,2.09
"AutoNation, Inc. Common Stock",AN,1148700,22.95,0.04789410348977124,3163283,0,970700000,4.15,0.10972568578553621,4370000000,0.2086642599277979,0.90,10.44,0.004091456077015776,-0.0697,1.81,10.80,9.73,0.19,1,0,0,0,0,0,0,0,0,0,6.75
"Anthem, Inc. Common Stock",ANTM,1700050,95.17,0.010699044298851964,540321,1.58,5780000000,9.21,0.10276338514680483,44170000000,0.06563683356374339,1.29,18.14,0.00504898719721103,0.1288,1.75,14.43,13.08,0.52,0,0,0,1,0,0,0,0,0,0,4.07
Aon plc Class A Ordinary Shares,AON,1019790,20.90,0.0074878007740198605,992252,1.21,2390000000,5.16,0.24405705229793972,31280000000,0.04324415278478888,2.09,23.09,0.004206629648325855,0.0462,5.69,18.88,15.17,2.69,0,0,1,0,0,0,0,0,0,0,1.72
"Air Products and Chemicals, Inc",APD,1480650,32.91,0.008575441709174219,232244,2.82,3130000000,2.60,0.10372771474878428,29490000000,0.1145117173061283,-72.57,52.19,0.003400606195017142,-0.0321,4.11,21.97,19.90,3.09,0,0,0,0,0,0,1,0,0,0,2.79
Amphenol Corporation Common Sto,APH,1208940,11.92,0.00971983990851905,986559,0.92,1460000000,2.61,0.08591065292096212,21570000000,0.02315608919382517,3.35,26.87,0.004574042309891446,0.030600000000000002,5.87,24.10,22.19,3.42,0,0,0,0,0,1,0,0,0,0,3.90
"Activision Blizzard, Inc",ATVI,8007930,12.23,0.009965426072808519,3196238,0.61,2140000000,1.28,0.2153846153846155,37100000000,0.04901362619483418,1.54,38.55,0.004677648972950976,0.1606,4.02,25.31,20.82,5.59,0,0,0,0,0,1,0,0,0,0,2.58
"AvalonBay Communities, Inc. Com",AVB,678232,74.07,0.009064885496183249,870468,3.01,1320000000,7.52,0.053097345132743445,25820000000,0.007474554707379344,8.72,25.00,-0.0034457167090753416,0.0748,2.55,41.60,39.50,12.62,0,0,0,0,0,0,0,1,0,0,7.61
Avery Dennison Corporation Comm,AVY,728068,10.480,0.006811989100817404,317308,2.030,740300000,3.540,0.09684684684684686,7170000000,0.06688134753529851,1.850,22.976,0.0014862521674512408,0.07683,7.704,18.319,16.701,1.169,0,0,0,0,0,0,1,0,0,0,5.540
"American Water Works Company, I",AWK,899581,29.299,0.008301886792452787,360666,1.910,1620000000,2.620,0.07540983606557372,14130000000,0.014716981132075535,3.480,30.269,-0.0002515723270439807,0.07576,2.713,26.002,24.178,4.291,0,0,0,0,0,0,0,0,0,1,4.900
American Express Company Common,AXP,3996210,22.68,0.01029159519725559,5267587,1.67,0.00,5.65,0.11367673179396087,68090000000,0.07665918986673681,2.06,13.37,0.005277741126797686,0.0215,3.34,13.42,12.05,2.28,0,0,1,0,0,0,0,0,0,0,3.84
Acuity Brands Inc (Holding Comp,AYI,844323,41.205,0.024155695477962216,557463,0.300,582300000,6.959,0.14518147684605753,7630000000,0.14481969089868363,1.080,25.026,0.0035489410417859357,-0.21908999999999998,4.240,21.797,19.034,2.229,0,0,0,0,1,0,0,0,0,0,6.010
Boeing Company (The) Common Sto,BA,3374170,1.3240,0.009389935338768715,1230265,3.2200,8680000000,7.6100,0.09508547008547019,109710000000,0.011020522912566832,1.2800,23.5385,0.0034860837784649323,0.121928,134.3278,19.1376,17.4759,1.1518,0,0,0,0,1,0,0,0,0,0,3.2600
Bank of America Corporation Com,BAC,95791400,24.04,0.020695728753852876,101485971,1.32,0.00,1.50,0.21142857142857152,239140000000,0.12065169528841913,1.18,15.19,0.009247027741083214,0.0527,0.94,12.99,10.73,2.98,0,0,1,0,0,0,0,0,0,0,1.19
Baxter International Inc. Commo,BAX,2900750,15.36,0.00910297743220186,3178903,0.98,1970000000,9.01,0.12903225806451624,28460000000,0.017257728048549303,1.70,5.85,0.003034325810733929,0.0955,3.43,24.29,21.51,2.80,0,0,0,1,0,0,0,0,0,0,2.80
Bed Bath & Beyond Inc.,BBBY,2320920,18.77,0.02628839146277975,1478342,1.56,1430000000,4.58,0.006944444444444198,5690000000,0.025507548152004178,1.40,8.59,0.003383654346694298,-0.053099999999999994,2.05,9.10,9.04,0.46,1,0,0,0,0,0,0,0,0,0,6.11
BB&T Corporation Common Stock,BBT,4539230,33.14,0.010570824524312962,2610135,2.78,0.00,2.77,0.12580645161290316,34570000000,0.13836034766267336,2.60,15.44,0.008456659619450413,-0.039900000000000005,1.28,13.79,12.25,3.37,0,0,1,0,0,0,0,0,0,0,3.09
"Best Buy Co., Inc. Common Stock",BBY,4508150,15.14,0.02699917559769172,3860038,2.44,2580000000,3.81,0.0625,15260000000,-0.02617477328936524,1.20,12.98,0.00350370981038739,0.1231,3.21,13.42,12.63,0.38,1,0,0,0,0,0,0,0,0,0,6.77
"C.R. Bard, Inc. Common Stock",BCR,525482,22.98,0.01923308089914658,377426,0.41,1150000000,7.03,0.10481099656357373,18330000000,0.007573025604038941,1.88,36.20,0.004527787795007399,0.10300000000000001,10.86,21.86,19.79,4.84,0,0,0,1,0,0,0,0,0,0,3.21
"Becton, Dickinson and Company C",BDX,870482,35.63,0.00594394154215277,609989,1.59,3260000000,6.01,0.10052910052910069,39190000000,0.031028465481513834,1.90,30.65,0.004853310066528671,0.051699999999999996,5.15,19.49,17.69,3.14,0,0,0,1,0,0,0,0,0,0,4.24
"Franklin Resources, Inc. Common",BEN,2338780,21.15,0.020893371757925012,2106605,1.93,2320000000,2.97,-0.025454545454545396,23270000000,-0.011047070124879932,-3.57,13.88,0.004562920268972093,0.0394,1.97,14.97,15.03,3.67,0,0,1,0,0,0,0,0,0,0,3.77
Biogen Inc.,BIIB,1668470,56.23,0.010768549933618586,1188815,0,6370000000,16.93,0.06342393896041965,58730000000,0.15761911786399163,1.96,16.06,0.005753060923439968,-0.0562,4.82,12.99,12.19,5.11,0,0,0,1,0,0,0,0,0,0,1.91
Bank of New York Mellon Corpora,BK,5047220,33.67,0.01599488163787588,4334044,1.64,0.00,3.15,0.1206896551724137,48600000000,0.10535295372147568,1.19,14.87,0.008104073363190523,0.0181,1.39,13.46,12.01,3.19,0,0,1,0,0,0,0,0,0,0,1.48
"BlackRock, Inc. Common Stock",BLK,516419,178.38,0.026928390813586823,434582,2.61,4880000000,19.04,0.12824074074074066,61810000000,0.12851594066890848,1.37,19.90,0.003962357602773636,0.0098,2.15,17.54,15.55,5.61,0,0,1,0,0,0,0,0,0,0,3.28
Ball Corporation Common Stock,BLL,1333780,19.64,0.009822910902047507,1233809,0.72,1340000000,1.63,0.18527315914489306,12740000000,0.14969562811289427,1.89,44.66,0.006779192030990533,-0.0385,3.68,17.29,14.59,1.40,0,0,0,0,0,0,1,0,0,0,6.47
Bristol-Myers Squibb Company Co,BMY,13171600,9.68,0.014736444360475987,5521868,2.95,6700000000,2.65,0.09285714285714297,89140000000,0.0462875495938031,1.60,20.11,0.0013225014169657712,-0.024700000000000003,5.47,19.03,17.42,4.56,0,0,0,1,0,0,0,0,0,0,2.81
Boston Scientific Corporation C,BSX,7861600,4.94,0.020024519820187922,8807808,0,2200000000,0.25,0.1279999999999999,33830000000,0.15161422149570902,1.57,99.24,-0.005721291377196569,0.0703,4.95,19.85,17.60,3.98,0,0,0,1,0,0,0,0,0,0,1.76
BorgWarner Inc. Common Stock,BWA,1868490,15.16,0.022393822393822326,2170904,1.39,1510000000,0.55,0.08797653958944274,8430000000,0.11171171171171168,1.46,72.09,0.00823680823680828,0.0178,2.56,11.63,10.69,0.91,1,0,0,0,0,0,0,0,0,0,7.22
"Boston Properties, Inc. Common",BXP,764508,36.32,0.012744953587741404,680882,2.19,1530000000,3.26,0.21576763485477168,20720000000,0.021290702814203533,20.90,41.31,-0.0005156917636659486,0.0443,3.74,55.88,45.97,8.15,0,0,0,0,0,0,0,1,0,0,2.87
"Citigroup, Inc. Common Stock",C,18485500,75.86,0.025676138308798356,18098767,1.08,0.00,4.96,0.14534883720930236,158950000000,0.10886682642930512,1.55,11.63,0.007360492981855593,0.0175,0.77,11.19,9.77,2.52,0,0,1,0,0,0,0,0,0,0,1.35
CA Inc.,CA,2578310,13.49,0.01067168863779044,1164606,3.21,1280000000,1.89,0.008196721311475308,13360000000,0.029504080351537842,21.62,16.95,0.003138731952291307,-0.0019,2.36,13.10,13.00,3.30,0,0,0,0,0,1,0,0,0,0,6.35
"ConAgra Brands, Inc. Common Sto",CAG,3060920,9.92,0.012503064476587524,1896066,1.98,1860000000,1.38,0.09302325581395343,17220000000,0.05074773228732532,1.81,29.44,0.0017161068889433029,0.0438,4.11,23.53,21.53,1.58,0,1,0,0,0,0,0,0,0,0,1.22
"Cardinal Health, Inc. Common St",CAH,2151430,17.91,0.021549937836717614,3728508,2.19,3070000000,4.15,0.09409594095940954,22830000000,0.14822489294101393,1.63,17.43,0.002900953170327236,-0.04650000000000001,4.04,13.35,12.23,0.18,0,0,0,1,0,0,0,0,0,0,5.06
D/B/A Chubb Limited New Common,CB,1293730,103.60,0.013236363636363586,1463496,2.02,5690000000,8.87,0.057170542635658794,63800000000,0.042254545454545545,2.63,15.44,0.006399999999999961,0.0417,1.33,13.27,12.55,2.03,0,0,1,0,0,0,0,0,0,0,4.06
CBRE Group Inc Common Stock Cla,CBG,2426920,9.07,0.014679448771719651,1044608,0,1200000000,1.69,0.06302521008403361,11180000000,0.11833433193529053,1.28,19.89,0.002396644697423511,0.0731,3.68,14.13,13.29,0.85,0,0,0,0,0,0,0,1,0,0,4.38
"CBOE Holdings, Inc.",CBOE,1312410,3.91,0.006835103136824145,636511,1.22,357260000,2.27,0.17515923566878966,6680000000,0.03441962651043573,1.36,36.22,0.00012205541315757351,0.1097,20.95,26.18,22.28,10.14,0,0,1,0,0,0,0,0,0,0,1.41
CBS Corporation Class B Common,CBS,3072020,8.954,0.01359847930984072,1821635,1.070,3100000000,2.810,0.1557562076749437,28090000000,0.07018569966369359,0.930,24.411,0.0035092849831845907,0.09028,7.638,15.484,13.424,2.127,1,0,0,0,0,0,0,0,0,0,2.880
Crown Castle International Corp,CCI,2057010,20.96,0.010538278747804483,1519417,3.95,2069999999,0.95,0.29824561403508776,34750000000,0.060853393945655476,3.98,101.46,0.0008265316664943789,0.0824,4.62,84.55,65.13,8.90,0,0,0,0,0,0,0,1,0,0,2.62
Carnival Corporation Common Sto,CCL,3241360,31.21,0.010450573924961444,2632566,2.44,4980000000,4.06,0.14864864864864868,42570000000,0.0868596881959911,1.15,14.45,0.007880760664725095,0.0981,1.87,15.85,13.80,2.56,1,0,0,0,0,0,0,0,0,0,5.89
Celgene Corporation,CELG,3786000,8.48,0.007641655149987787,3130911,0,4010000000,2.49,0.21576763485477168,95630000000,0.13844402894073649,0.76,49.37,0.0042272985936102625,0.0576,14.51,17.00,13.98,8.52,0,0,0,1,0,0,0,0,0,0,2.00
Cerner Corporation,CERN,2706140,11.92,0.009089350025724594,771962,0,1320000000,1.85,0.10399999999999987,19370000000,0.006688389641570813,1.64,31.75,0.005144915108900694,0.0877,4.89,23.50,21.28,4.08,0,0,0,1,0,0,0,0,0,0,8.97
"Citizens Financial Group, Inc.",CFG,5027040,38.09,0.017804154302670665,4436291,1.65,0.00,1.97,0.17391304347826098,17410000000,0.12462908011869422,0.88,17.36,0.01008902077151319,0.0223,0.88,14.80,12.66,3.51,0,0,1,0,0,0,0,0,0,0,1.71
"Church & Dwight Company, Inc. C",CHD,1947900,7.788,0.005719921104536472,596956,1.440,836700000,1.750,0.0736842105263158,12900000000,-0.03885601577909281,3.390,28.957,0.0007889546351085297,0.07968,6.510,26.671,24.841,3.696,0,1,0,0,0,0,0,0,0,0,4.920
"C.H. Robinson Worldwide, Inc.",CHRW,1234690,8.90,0.0075707265241068845,440333,2.38,900800000,3.59,0.07103825136612008,10650000000,0.013281976358082037,2.59,20.99,0.0027892150351971345,0.009300000000000001,8.45,20.59,19.23,0.81,0,0,0,0,1,0,0,0,0,0,12.95
Cigna Corporation Common Stock,CI,1358670,53.42,0.015551995728207266,353546,0.03,3850000000,7.19,0.14480587618048268,39130000000,0.1227472967561074,1.20,21.17,0.004605526631958234,0.0873,2.80,15.97,13.95,0.97,0,0,0,1,0,0,0,0,0,0,0.98
Cincinnati Financial Corporatio,CINF,515485,42.95,0.018849206349206324,577715,2.79,913000000,3.55,0.036666666666666625,11540000000,0.04308390022675734,-146.81,19.73,0.004818594104308405,-0.0438,1.64,23.35,22.52,2.13,0,0,1,0,0,0,0,0,0,0,8.05
Clorox Company (The) Common Sto,CLX,909469,2.11,0.004277601593037927,771341,2.37,1220000000,4.99,0.07317073170731692,17380000000,-0.0412272291466923,3.60,27.18,-0.0015487867836861957,0.08800000000000001,64.38,25.42,23.69,2.96,0,1,0,0,0,0,0,0,0,0,4.63
Comerica Incorporated Common St,CMA,1668150,44.47,0.020824102791315857,1503698,1.34,0.00,2.68,0.19651741293532332,12020000000,0.06705065721459169,0.73,25.50,0.013144291832816402,0.061,1.52,17.00,14.21,4.58,0,0,1,0,0,0,0,0,0,0,3.17
Comcast Corporation,CMCSA,16453800,11.35,0.009843043362596554,1016588,1.69,26480000000,1.78,0.14814814814814814,179040000000,0.12769353551476437,1.67,21.11,0.006118648576749042,0.0637,3.31,19.94,17.36,2.22,1,0,0,0,0,0,0,0,0,0,4.72
CME Group Inc.,CME,1525330,60.14,0.007685738684884763,566099,2.25,2450000000,4.53,0.0882956878850103,39950000000,0.10444064901793348,2.78,25.96,0.004269854824936026,0.0151,1.95,24.15,22.19,11.06,0,0,1,0,0,0,0,0,0,0,5.16
"Chipotle Mexican Grill, Inc. Co",CMG,822937,48.6740,0.01871891741905185,860617,0,204810000,0.7700,0.4447174447174447,13750000000,-0.1298157990224328,0.4000,620.8525,0.01182472092377962,0.172365,9.6255,58.7293,40.6511,3.4525,1,0,0,0,0,0,0,0,0,0,7.0400
Cummins Inc. Common Stock,CMI,1197940,41.04,0.01013303922244433,521375,2.79,2310000000,8.23,0.17167919799498743,24270000000,0.030330185427724476,4.23,17.60,0.005859240366719476,0.0239,3.53,17.75,15.49,1.39,0,0,0,0,1,0,0,0,0,0,2.65
CMS Energy Corporation Common S,CMS,1842400,15.232,0.015430072225869958,1717009,2.920,2000000000,1.980,0.07373271889400934,12590000000,-0.006784854453928513,2.800,22.740,-0.001969796454366346,0.0633,3.000,20.749,19.324,1.996,0,0,0,0,0,0,0,0,0,1,2.000
Centene Corporation Common Stoc,CNC,1806110,34.29,0.012505269074048062,881625,0,1970000000,3.43,0.12553191489361692,12330000000,0.12491218209919919,1.01,20.92,0.0032316987494731553,0.1274,2.08,15.26,13.55,0.32,0,0,0,1,0,0,0,0,0,0,2.01
"CenterPoint Energy, Inc (Holdin",CNP,3009260,8.03,0.01837455830388691,1649959,3.79,2089999999,1.00,0.06153846153846132,12030000000,-0.04134275618374561,3.55,27.94,0.001413427561837377,0.1081,3.52,21.49,20.25,1.62,0,0,0,0,0,0,0,0,0,1,3.86
Capital One Financial Corporati,COF,2635170,98.96,0.012698412698412775,1116004,1.93,0.00,6.89,0.121982210927573,39460000000,0.2142857142857142,1.45,11.92,0.006471306471306448,-0.029900000000000003,0.83,10.44,9.31,2.07,0,0,1,0,0,0,0,0,0,0,3.27
"Coach, Inc. Common Stock",COH,3546230,10.02,0.011639676113360345,2140127,3.32,898900000,1.82,0.09302325581395365,11070000000,0.08932186234817796,1.86,21.66,0.005060728744939125,0.057699999999999994,3.94,18.35,16.79,2.44,1,0,0,0,0,0,0,0,0,0,3.09
"Rockwell Collins, Inc. Common S",COL,1506130,16.85,0.011365984707584154,3972809,1.35,1220000000,5.59,0.10204081632653073,12830000000,0.08979127918991514,2.19,17.52,0.009919404835709855,0.0699,5.74,18.19,16.51,2.40,0,0,0,0,1,0,0,0,0,0,6.99
"Cooper Companies, Inc. (The) Co",COO,390590,57.61,0.024531464269389062,344423,0.03,618150000,6.07,0.11891891891891881,9700000000,0.06826146579308268,1.63,32.67,0.00436792117425977,0.0801,3.42,21.43,19.15,4.78,0,0,0,1,0,0,0,0,0,0,2.56
Costco Wholesale Corporation,COST,2272550,28.34,0.004290836419208947,941392,1.06,5050000000,5.42,0.13227513227513232,74770000000,0.07247399047786995,2.95,31.42,0.004408393581379011,0.0593,6.00,30.04,26.53,0.62,0,1,0,0,0,0,0,0,0,0,2.76
Campbell Soup Company Common St,CPB,1671910,4.82,0.00786850848050351,567146,2.47,1370000000,1.61,0.045751633986928164,17460000000,0.018534708865186156,3.90,35.73,-0.0005245672320336459,-0.0134,11.87,18.74,17.92,2.20,0,1,0,0,0,0,0,0,0,0,3.72
Salesforce.com Inc Common Stock,CRM,4555550,10.60,0.010273563493011582,3037858,0,504830000,0.26,0.3023255813953487,59070000000,0.14681638991757273,2.31,321.15,0.004420021502807403,0.087,7.90,64.73,49.70,7.06,0,0,0,0,0,1,0,0,0,0,2.90
"Cisco Systems, Inc.",CSCO,20029700,12.74,0.008570554025099514,16368638,3.45,14670000000,1.94,0.04621848739495804,163510000000,0.08111417202326288,1.36,16.83,0.004897459442913865,0.0342,2.56,13.72,13.11,3.37,0,0,0,0,0,1,0,0,0,0,1.82
CSRA Inc. Common Stock,CSRA,1176790,1.87,0.010881010881010962,370968,1.40,745570000,1.18,0.01990049751243772,4690000000,0.23727623727623737,1.38,24.25,0.003159003159003193,-0.0355,15.28,14.30,14.02,0.92,0,0,0,0,0,1,0,0,0,0,1.97
