.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
AFLAC Incorporated Common Stock,AFL,2198920,50.47,2.39,4780000000.0,6.39,1.61,6.71,6.42,70.65,28940000000.0,0.003616636528029016,1.64,11.23,0.006259563221588493,0.0203,0.0163,-0.0323,0.1826,1.42,11.28,10.74,1.26,2.66,1,70.93,1670301
Allergan plc Ordinary Shares,AGN,3826070,212.79,1.17,6100000000.0,16.05,4.08,17.81,38.18,234.43,80510000000.0,0.1197377213498163,1.09,6.29,0.003633478115603106,0.0245,0.0825,-0.19699999999999998,0.3018,1.13,14.96,13.49,5.51,4.73,1,221.88,2008733
Apartment Investment and Manage,AIV,1039680,10.64,3.22,570960000.0,0.55,0.13,0.61,2.67,45.02,6870000000.0,0.05683598120384881,11.59,16.39,0.0,-0.0279,-0.006500000000000001,-0.0866,0.13369999999999999,4.20,79.56,71.74,7.20,4.12,1,44.05,1017362
"Assurant, Inc. Common Stock",AIZ,387408,73.26,2.13,1040000000.0,6.25,1.60,7.22,9.13,97.27,5560000000.0,-0.012364294330518777,0.59,10.95,0.003015681544028981,0.0277,0.0998,-0.013300000000000001,0.3097,1.36,16.00,13.85,0.74,4.04,1,90.90,251470
Arthur J. Gallagher & Co. Commo,AJG,973213,20.17,2.77,868800000.0,3.02,1.06,3.39,2.32,55.18,10050000000.0,0.04559216384683884,1.63,24.24,0.0003561887800533903,0.019299999999999998,0.0892,-0.0273,0.3422,2.78,18.62,16.59,1.81,4.73,1,51.63,701330
"Akamai Technologies, Inc.",AKAM,1822080,18.61,0,707980000.0,2.79,0.67,3.17,1.79,65.53,11120000000.0,0.1298190401258852,1.58,35.87,0.0014162077104642457,-0.0203,0.0286,-0.1039,0.3431,3.41,23.01,20.25,4.70,2.72,0,62.41,1336622
Albemarle Corporation Common St,ALB,965958,33.73,1.25,702010000.0,4.18,1.04,4.88,5.68,95.65,11540000000.0,0.06784115242359356,2.69,18.03,0.0021413276231263545,0.0717,0.1757,-0.025699999999999997,0.742,3.05,24.52,21.00,4.32,2.97,1,87.18,1457145
"Alaska Air Group, Inc. Common S",ALK,1258390,23.77,1.26,1820000000.0,8.02,2.41,8.72,6.54,95.88,11700000000.0,0.13644957983193273,1.16,14.49,0.001995798319327724,-0.0115,0.16079999999999997,-0.06559999999999999,0.7387999999999999,4.01,11.82,10.87,1.98,6.60,1,81.65,1205069
Allstate Corporation (The) Comm,ALL,1878640,51.44,1.67,3460000000.0,6.22,1.22,6.87,4.67,78.74,29780000000.0,0.03377295698262062,0.93,17.47,0.0023419203747072626,0.036000000000000004,0.1264,-0.0178,0.26739999999999997,1.58,13.11,11.87,0.81,2.46,1,72.42,1708769
Allegion plc Ordinary Shares,ALLE,786012,1.19,0.87,478900000.0,3.69,1.00,4.11,2.36,70.16,7010000000.0,0.11202297907263015,1.52,31.13,0.0027356038845576247,0.047,0.0825,-0.020499999999999997,0.19510000000000002,61.49,19.91,17.87,3.12,2.63,1,67.86,676293
"Alexion Pharmaceuticals, Inc.",ALXN,2808680,38.81,0,1170000000.0,5.23,1.29,6.71,1.76,130.27,28420000000.0,0.2714857546503415,1.31,71.90,0.0,-0.0285,-0.001,-0.2188,0.1597,3.28,24.20,18.86,9.28,2.24,0,126.68,2182253
"Applied Materials, Inc.",AMAT,9179230,7.12,1.08,2990000000.0,2.65,0.66,2.82,1.94,35.53,40360000000.0,0.08954019897822008,0.65,19.23,-0.004302231782737254,0.0521,0.1757,-0.0027,0.9209,5.22,14.11,13.26,3.39,1.23,0,31.79,8494054
"AMETEK, Inc.",AME,1736840,14.20,0.66,1010000000.0,2.44,0.62,2.67,2.19,53.02,12340000000.0,0.0834556126192223,2.09,24.56,0.0003668378576668907,0.0146,0.0935,-0.0305,0.24280000000000002,3.84,22.05,20.15,3.26,3.26,1,49.19,1339368
"Affiliated Managers Group, Inc.",AMG,592293,63.84,0.48,835000000.0,14.74,3.34,16.46,8.57,160.56,9370000000.0,0.16850015028554255,0.81,19.29,0.005350165314096822,0.029500000000000002,0.1116,-0.0809,0.2669,2.61,11.21,10.04,4.30,1.97,1,148.71,399148
Amgen Inc.,AMGN,3446100,40.47,2.59,12000000000.0,12.36,3.10,12.79,10.24,167.49,131770000000.00002,0.04696816289796368,2.11,17.47,0.0015187310158624179,0.0683,0.1213,-0.0089,0.33880000000000005,4.39,14.48,13.99,5.69,2.25,0,159.56,2505311
"Ameriprise Financial, Inc. Comm",AMP,1105860,40.66,2.27,2770000000.0,10.61,2.61,12.01,7.81,124.18,20450000000.0,0.06065178032589014,0.84,16.99,0.003922751961376036,0.0688,0.2097,-0.0183,0.5629,3.26,12.51,11.05,1.74,1.45,1,109.72,879337
American Tower Corporation (REI,AMT,2063730,15.84,2.02,3460000000.0,2.69,0.65,3.37,1.98,108.13,48270000000.0,0.15683504062168852,1.70,57.07,0.0015895443306253032,0.045,0.0363,-0.044500000000000005,0.18420000000000003,7.15,42.01,33.53,8.36,4.42,1,109.05,2015376
"Amazon.com, Inc.",AMZN,3438690,40.43,0,11670000000.0,7.28,1.87,12.70,4.90,835.72,407030000000.0,0.1079600235155791,3.09,174.08,0.0005878894767783471,0.0207,0.0698,-0.0091,0.5838,21.04,117.17,67.17,2.98,1.67,0,797.35,2048187
"AutoNation, Inc. Common Stock",AN,985713,22.95,0,970700000.0,4.03,1.03,4.47,4.15,48.70,4510000000.0,0.12112552209276761,1.03,10.78,-0.01077159815344031,-0.0821,-0.0632,-0.1745,0.138,1.98,11.09,10.00,0.21,5.66,1,47.72,937057
"Anthem, Inc. Common Stock",ANTM,1644920,95.17,1.57,5780000000.0,11.58,3.37,12.79,9.21,160.10,43930000000.0,0.06586175671596739,1.21,18.04,0.0021128886205854513,0.038,0.1884,-0.0178,0.44689999999999996,1.74,14.35,12.99,0.52,3.97,1,139.83,2008388
Aon plc Class A Ordinary Shares,AON,948492,20.90,1.14,2390000000.0,6.39,1.38,7.87,5.16,114.74,30550000000.0,0.06235945338176774,2.28,22.54,0.0012108631724614405,0.0138,0.035699999999999996,-0.0132,0.1761,5.53,18.21,14.78,2.62,1.67,1,112.32,1175250
"Air Products and Chemicals, Inc",APD,1394760,32.91,2.72,3130000000.0,6.16,1.64,6.79,2.60,141.45,30150000000.0,0.07516480366867295,-75.53,53.36,0.0002866150759528452,-0.0203,-0.0161,-0.0789,0.125,4.24,22.50,20.41,3.18,2.06,1,140.85,1570783
Amphenol Corporation Common Sto,APH,1158910,11.92,0.91,1460000000.0,2.91,0.71,3.14,2.61,68.75,21580000000.0,-0.004120488775220088,3.42,26.87,-0.00213128729752754,0.0202,0.055,-0.0121,0.2767,5.90,24.10,22.34,3.44,3.16,1,66.49,718935
"Activision Blizzard, Inc",ATVI,8411890,12.23,0.62,2140000000.0000002,1.95,0.32,2.36,1.28,43.27,36860000000.0,0.04219843557019365,1.52,38.30,0.001852614244545192,0.1328,0.1864,-0.0014000000000000002,0.5572,3.97,25.14,20.77,5.53,1.97,0,41.32,7193022
"AvalonBay Communities, Inc. Com",AVB,720887,74.07,3.10,1320000000.0,4.54,1.12,4.74,7.52,178.21,24540000000.0,0.04693439100975061,8.45,23.75,0.0012670082080097345,0.0025,0.0308,-0.0709,0.1285,2.45,39.35,37.69,12.15,7.06,1,173.32,698670
Avery Dennison Corporation Comm,AVY,736020,10.48,2.04,740300000.0,4.43,1.20,4.86,3.54,78.32,7040000000.0,0.06289858697011375,1.76,22.57,0.0012504689258470147,0.02,0.0646,-0.027000000000000003,0.16920000000000002,7.63,18.03,16.44,1.16,4.01,1,75.04,648157
"American Water Works Company, I",AWK,965450,29.30,1.95,1620000000.0,3.05,0.81,3.28,2.62,73.98,13420000000.0,0.05008612693785608,3.34,28.73,0.0002650059626341239,0.0175,0.026699999999999998,-0.1168,0.1298,2.58,24.68,22.95,4.07,5.03,1,73.32,557487
American Express Company Common,AXP,4159380,22.68,1.61,0.00,5.64,1.42,6.26,5.65,78.52,71470000000.0,0.0247975708502024,2.15,14.04,0.001897773279352144,0.009899999999999999,0.1137,-0.0329,0.3876,3.49,14.06,12.67,2.38,3.73,1,71.20,4573537
Acuity Brands Inc (Holding Comp,AYI,771653,39.50,0.25,586200000.0,8.75,2.22,10.41,6.92,211.13,9120000000.0,0.14419683859428623,0.98,30.09,-0.0017885628655677221,-0.0137,-0.12480000000000001,-0.2587,0.0786,5.24,23.80,20.00,2.66,5.60,1,237.93,937236
Boeing Company (The) Common Sto,BA,3509920,1.32,3.13,8680000000.0,9.30,2.33,10.14,7.61,170.63,110600000000.0,-0.03846153846153855,1.33,23.73,-0.001705733465390158,0.0582,0.20309999999999997,-0.0277,0.4758,137.27,19.42,17.81,1.18,3.15,1,150.09,3100466
Bank of America Corporation Com,BAC,97099800,24.04,1.19,0.00,1.73,0.46,2.09,1.50,23.89,266589999999.99997,-0.009897070467141722,1.35,16.93,0.0035629453681709222,0.061,0.2707,-0.0174,1.1037000000000001,1.05,14.65,12.13,3.32,1.06,1,19.95,78984607
Baxter International Inc. Commo,BAX,2856270,15.36,1.02,1970000000.0,2.17,0.52,2.45,9.01,48.97,28150000000.0,0.03602024922118385,1.69,5.79,0.0,0.0645,0.10800000000000001,-0.0013,0.3271,3.34,24.02,21.28,2.73,3.78,1,47.05,5026283
Bed Bath & Beyond Inc.,BBBY,2498400,17.82,1.28,1500000000.0,4.52,0.76,4.62,4.71,40.34,5790000000.0,0.056508577194752885,1.45,8.37,-0.0002522704339050774,-0.0223,-0.07429999999999999,-0.2463,0.0223,2.23,8.73,8.54,0.48,5.95,0,42.60,1243566
BB&T Corporation Common Stock,BBT,4427160,33.14,2.49,0.00,3.10,0.78,3.48,2.77,47.24,38870000000.0,0.011249999999999982,2.92,17.36,0.0031250000000000444,0.0178,0.1158,-0.0361,0.49219999999999997,1.45,15.51,13.82,3.80,2.70,1,43.09,4119785
"Best Buy Co., Inc. Common Stock",BBY,4775060,15.03,2.65,2600000000.0,3.68,0.59,3.90,3.81,44.54,14050000000.0,0.025942350332594177,1.12,11.78,0.0004434589800441646,0.0068000000000000005,0.0633,-0.09230000000000001,0.5590999999999999,3.00,12.18,11.50,0.36,8.75,1,42.17,2624579
"C.R. Bard, Inc. Common Stock",BCR,582522,22.98,0.42,1150000000.0,11.64,2.87,12.87,7.03,239.96,17880000000.0,0.011515225236183868,1.87,35.31,0.002716620038113904,0.0345,0.1025,-0.0014000000000000002,0.2943,10.73,21.33,19.29,4.78,2.16,1,225.16,386861
"Becton, Dickinson and Company C",BDX,921195,35.63,1.59,3260000000.0,9.43,2.47,10.40,6.01,179.18,39390000000.0,0.029392589373030464,1.92,30.80,-0.0009236118656960057,0.0329,0.0653,-0.005600000000000001,0.2666,5.17,19.63,17.80,3.15,3.48,1,173.72,870684
"Franklin Resources, Inc. Common",BEN,2378930,21.15,1.89,2320000000.0,2.69,0.64,2.68,2.97,41.54,23980000000.0,-0.07072368421052644,-2.93,14.30,0.004229323308270638,0.021099999999999997,0.10550000000000001,-0.0381,0.3881,2.01,15.77,15.83,3.75,3.53,1,38.37,1605409
Biogen Inc.,BIIB,1623990,56.23,0,6370000000.0,20.99,5.19,22.47,16.93,281.96,63290000000.0,0.09826923730830717,2.24,17.31,-0.00958890135672752,0.0394,-0.0058,-0.1217,0.314,5.23,13.96,13.04,5.55,1.30,0,294.76,1281210
Bank of New York Mellon Corpora,BK,5602470,33.67,1.59,0.00,3.46,0.85,3.89,3.15,46.26,49730000000.0,0.07096908072214148,1.24,15.22,0.0014525835235525975,0.0362,0.07339999999999999,-0.0325,0.35240000000000005,1.43,13.85,12.32,3.28,1.19,1,44.65,4497934
"BlackRock, Inc. Common Stock",BLK,614487,178.38,2.60,4880000000.0,21.41,5.30,24.32,19.04,383.66,62680000000.0,0.10732024444155508,1.55,20.18,0.002002340397867508,0.0016,0.0318,-0.038,0.20989999999999998,2.16,17.95,15.80,5.62,2.64,1,372.42,393669
Ball Corporation Common Stock,BLL,1252280,20.04,0.72,1280000000.0,4.23,1.13,5.03,1.39,74.25,12820000000.0,0.15946615299944944,1.92,52.77,0.0005503577325260967,-0.0121,-0.0464,-0.1081,0.0888,3.63,17.34,14.58,1.39,6.98,1,76.92,1472505
Bristol-Myers Squibb Company Co,BMY,12806700,9.68,2.77,6700000000.0,2.82,0.69,3.09,2.65,53.12,97000000000.0,-0.030637254901960786,1.40,21.88,0.0043767507002800965,0.09179999999999999,0.0553,-0.2481,0.26039999999999996,5.90,20.56,18.77,4.92,0.90,1,54.95,7535226
Boston Scientific Corporation C,BSX,8502810,4.94,0,2200000000.0,1.25,0.31,1.42,0.25,24.67,33659999999.999996,0.1447797716150081,1.59,98.76,0.0032626427406199365,0.001,0.0711,-0.0374,0.4068,4.96,19.75,17.39,3.99,2.10,1,23.05,5849759
BorgWarner Inc. Common Stock,BWA,1854540,15.16,1.34,807600000.0,3.41,0.87,3.72,0.55,41.37,8840000000.0,0.014783023366714554,1.61,75.56,0.001192179303767471,0.0045000000000000005,0.1016,-0.0431,0.5102,2.77,12.19,11.17,0.98,7.18,1,37.73,1567024
"Boston Properties, Inc. Common",BXP,790012,36.32,2.21,1530000000.0,2.32,0.64,2.79,3.26,133.84,20310000000.0,0.0279662912968901,7.30,40.50,0.002237303303751048,-0.013500000000000002,0.0143,-0.0833,0.1613,3.69,56.91,47.32,8.06,4.03,1,130.17,945742
"Citigroup, Inc. Common Stock",C,19342500,74.26,1.06,0.00,5.18,1.30,5.90,4.72,58.66,170540000000.0,0.04549173621338576,1.65,13.04,0.0037637047946326163,0.0492,0.1366,-0.015700000000000002,0.6065999999999999,0.82,11.88,10.43,2.68,1.11,1,54.15,21429345
CA Inc.,CA,2594740,13.49,3.18,1280000000.0,2.44,0.60,2.46,1.89,31.97,13430000000.0,0.023400936037441422,21.90,17.04,0.004056162246489858,0.0049,-0.0055000000000000005,-0.0817,0.10339999999999999,2.38,13.17,13.06,3.32,4.04,0,32.31,1891671
"ConAgra Brands, Inc. Common Sto",CAG,3141350,10.22,1.96,1830000000.0,1.70,0.39,1.88,1.42,39.84,17660000000.0,0.03423468122054074,1.88,28.61,0.0019846192011907515,0.0182,0.07919999999999999,-0.1697,0.207,3.95,23.86,21.58,1.56,1.82,1,37.59,4586666
"Cardinal Health, Inc. Common St",CAH,2273690,17.91,2.21,3070000000.0,5.44,1.37,5.97,4.15,78.34,25850000000.0,0.013177339901477847,1.63,19.73,0.003325123152709386,0.046,0.08689999999999999,-0.0673,0.3069,4.53,15.06,13.73,0.20,4.31,1,75.39,2018451
D/B/A Chubb Limited New Common,CB,1350990,103.60,2.01,5690000000.0,10.39,2.54,10.94,8.87,134.45,64000000000.0,0.03723714953271018,2.74,15.49,0.0018253504672898213,0.022000000000000002,0.0634,-0.022400000000000003,0.18969999999999998,1.32,13.23,12.56,2.03,3.51,1,129.21,1051767
CBRE Group Inc Common Stock Cla,CBG,2120890,9.07,0,1200000000.0,2.40,0.53,2.57,1.69,33.20,11970000000.0,0.019283746556473913,1.41,21.31,0.000550964187327807,0.08460000000000001,0.1923,-0.0199,0.4936,4.00,15.00,14.01,0.92,4.27,1,30.20,2222373
"CBOE Holdings, Inc.",CBOE,1189410,3.91,1.28,357260000.0,3.10,0.81,3.63,2.27,78.51,6390000000.0,0.03214695752009189,4.28,34.62,0.0017859420844494878,0.0009,0.0968,-0.0342,0.2836,20.04,25.35,21.65,9.70,9.38,0,71.64,2220068
CBS Corporation Class B Common,CBS,3935880,8.95,1.06,3100000000.0,4.43,1.02,5.12,2.81,65.27,27730000000.0,0.06675488898691362,0.95,24.09,-0.006616674018526725,0.037200000000000004,0.1358,-0.013000000000000001,0.385,7.60,15.28,13.22,2.12,4.29,1,59.60,2476801
Crown Castle International Corp,CCI,1922020,20.96,4.15,2069999999.9999998,1.16,0.27,1.50,0.95,89.35,32630000000.000004,0.11985432071515278,3.69,95.27,0.0013243571349741412,0.0129,0.013600000000000001,-0.1197,0.1402,4.32,78.03,60.34,8.33,3.10,1,89.30,2210670
Carnival Corporation Common Sto,CCL,3135020,31.12,2.52,4760000000.0,3.58,0.46,4.12,3.72,55.66,40800000000.0,0.05006302899333703,1.26,15.11,0.004502070952638215,0.0097,0.10060000000000001,-0.0275,0.30879999999999996,1.78,15.70,13.64,2.46,7.35,1,51.06,2492952
Celgene Corporation,CELG,4133250,8.48,0,4010000000.0,7.22,1.76,8.76,2.49,117.91,97350000000.0,0.1432867360208061,0.76,50.25,0.002113133940182088,0.061200000000000004,0.1097,-0.0147,0.3257,14.52,17.33,14.28,8.52,1.95,0,112.76,5599524
Cerner Corporation,CERN,2827730,11.92,0,1320000000.0,2.50,0.62,2.76,1.85,53.97,18060000000.0,0.04929188890932501,1.52,29.61,0.004046349089571466,0.0149,-0.0078000000000000005,-0.1886,0.16510000000000002,4.56,21.91,19.84,3.81,6.34,0,55.20,2462412
"Citizens Financial Group, Inc.",CFG,4810280,38.09,1.47,0.00,2.27,0.56,2.66,1.97,37.12,19210000000.0,0.0007926023778070945,1.02,19.15,0.00369881109643333,0.016399999999999998,0.209,-0.0508,1.0573000000000001,0.99,16.62,14.18,3.95,1.57,1,31.21,2948870
"Church & Dwight Company, Inc. C",CHD,2051970,7.79,1.46,836700000.0,1.90,0.42,2.03,1.75,47.85,12640000000.0,-0.022621692587356024,3.37,28.36,0.004039587962027857,0.0373,0.0636,-0.0754,0.1663,6.36,26.12,24.45,3.61,4.89,1,46.66,1412728
"C.H. Robinson Worldwide, Inc.",CHRW,1270030,8.90,2.28,900800000.0,3.68,0.98,3.95,3.59,77.29,11090000000.0,-0.031627079893306376,2.94,21.87,0.000508065540454572,0.0159,0.075,-0.0325,0.1975,8.84,21.34,19.88,0.85,11.79,0,73.04,729347
"Charter Communications, Inc.",CHTR,1568020,149.27,0,10730000000.0,0.60,1.24,8.76,15.95,321.88,86890000000.0,-0.9984500929944203,18.27,20.26,0.0008369497830129635,0.0039000000000000003,0.1379,-0.0538,0.7681999999999999,2.16,61.32,37.27,2.99,4.02,0,283.97,921449
Cigna Corporation Common Stock,CI,1323390,53.42,0.03,3850000000.0,9.50,2.45,10.89,7.19,147.92,39120000000.0,0.06614555964266944,1.25,21.17,0.0036784025223330907,0.028900000000000002,0.12050000000000001,-0.0132,0.3231,2.85,16.02,13.98,0.99,0.84,1,135.83,980044
Cincinnati Financial Corporatio,CINF,552993,42.95,2.73,913000000.0,3.07,0.61,3.22,3.55,71.87,12090000000.0,0.01154480483782283,-4.03,20.68,0.003985706432105385,0.0216,-0.008199999999999999,-0.0776,0.1495,1.69,23.92,22.80,2.20,6.44,0,74.02,432360
Clorox Company (The) Common Sto,CLX,992773,2.11,2.34,1220000000.0,5.33,1.50,5.73,4.99,128.77,17580000000.0,-0.06297192287955433,3.68,27.49,0.00256579429660575,0.0643,0.1157,-0.024300000000000002,0.2321,64.77,25.71,23.92,2.98,4.72,1,122.85,620290
Comerica Incorporated Common St,CMA,1858730,44.47,1.27,0.00,4.01,0.97,4.73,2.68,70.28,12750000000.0,-0.002071823204420009,0.85,27.04,0.004972375690607711,0.0313,0.21059999999999998,-0.0336,0.9983,1.63,18.07,15.32,4.90,2.51,1,59.87,1213262
Comcast Corporation,CMCSA,17554200,11.38,1.70,26480000000.0,1.88,0.47,2.16,1.78,37.49,177260000000.0,0.12665049851791976,1.69,20.94,0.0018862840204796338,-0.003,0.0828,-0.0274,0.2777,3.26,19.88,17.31,2.19,3.03,0,34.52,11213343
CME Group Inc.,CME,1511950,60.14,2.14,2450000000.0,4.84,1.24,5.31,4.53,121.03,42050000000.0,0.04342532467532467,3.04,27.33,0.0012987012987013546,0.023,0.0929,-0.0297,0.3911,2.05,25.58,23.32,11.64,4.83,0,113.28,1359745
"Chipotle Mexican Grill, Inc. Co",CMG,911485,48.67,0,204810000.0,8.18,2.41,11.81,0.77,415.59,11810000000.0,0.0005658056580566395,0.35,533.09,0.0014268142681426177,-0.0123,0.014499999999999999,-0.21289999999999998,0.163,8.35,50.18,34.76,3.00,5.03,1,404.62,543234
Cummins Inc. Common Stock,CMI,1347410,41.04,2.70,2310000000.0,7.98,2.19,9.33,8.23,148.92,24930000000.0,-0.014685453462988662,-47.10,18.09,-0.003175233181186621,-0.0006,0.0974,-0.0377,0.44179999999999997,3.68,18.40,15.95,1.45,2.05,1,135.63,1830168
CMS Energy Corporation Common S,CMS,1785720,15.23,3.05,2000000000.0,2.17,0.38,2.33,1.98,43.07,12220000000.0,0.03572246393405076,2.69,22.08,0.0004579803068467392,0.015,0.044199999999999996,-0.0547,0.1274,2.87,20.15,18.76,1.91,2.45,1,41.87,2087450
Centene Corporation Common Stoc,CNC,1643600,34.29,0,1970000000.0,4.69,1.24,5.28,3.43,67.51,11970000000.0,0.12386104783599095,0.96,20.29,0.003274487471526255,0.030299999999999997,0.1,-0.0795,0.3912,2.05,14.83,13.17,0.32,1.84,1,63.23,2131159
"CenterPoint Energy, Inc (Holdin",CNP,3153110,8.03,3.82,2089999999.9999998,1.30,0.20,1.37,1.00,26.55,11790000000.0,-0.03534985422740533,3.09,27.37,0.00036443148688047877,0.031,0.1278,-0.0253,0.3583,3.42,21.05,19.98,1.57,3.22,1,24.27,2603543
Capital One Financial Corporati,COF,2598510,98.96,1.72,0.00,7.91,1.96,8.84,6.89,90.33,44230000000.0,0.07240259740259747,1.36,13.36,0.00400432900432901,0.0197,0.1282,-0.0496,0.5874,0.93,11.64,10.42,2.33,3.67,1,81.64,1653535
"Coach, Inc. Common Stock",COH,3468660,10.02,3.49,898900000.0,2.14,0.50,2.34,1.82,37.45,10800000000.0,0.1105943152454778,1.82,21.12,-0.0023255813953488857,0.0274,0.045,-0.1197,0.1294,3.86,17.98,16.44,2.39,2.81,1,36.82,2633629
"Rockwell Collins, Inc. Common S",COL,1214760,16.85,1.35,1220000000.0,5.40,1.38,5.80,5.59,93.03,12690000000.0,0.019866871479774728,2.70,17.34,0.00010240655401938525,0.0429,0.0935,-0.019299999999999998,0.2353,5.80,17.97,16.73,2.42,6.10,1,88.73,3385980
