.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
AFLAC Incorporated Common Stock,AFL,2343320,50.47,2.42,4120000000.0,6.39,1.61,6.71,6.42,69.84,29020000000.0,0.007313642756680894,1.62,11.14,0.0002812939521801283,0.024,0.0072,-0.0401,0.2232,1.41,11.19,10.66,1.28,3.06,1,71.00,389012
Allergan plc Ordinary Shares,AGN,4380050,221.28,1.13,6110000000.0,16.02,4.09,17.76,38.18,225.21,92780000000.0,0.08832462641234362,1.16,6.48,-0.003239784554327163,0.0983,0.1093,-0.1791,0.3407,1.12,15.44,13.93,6.36,4.36,1,222.98,2494568
Apartment Investment and Manage,AIV,1131780,10.69,3.20,573940000.0,0.49,0.12,0.58,2.67,44.72,7030000000.0,0.04932237280604301,12.94,16.86,0,0.006500000000000001,0.0229,-0.0605,0.2695,4.21,91.86,77.60,7.21,4.37,1,44.00,1
"Assurant, Inc.",AIZ,409394,73.26,2.19,1040000000.0,6.25,1.60,7.22,9.13,95.59,5380000000.0,0.01274347285536681,0.57,10.60,-0.004455035225859882,0.0121,0.08070000000000001,-0.0225,0.4199,1.32,15.48,13.40,0.72,5.16,1,89.53,356715
Arthur J. Gallagher & Co. Commo,AJG,1060980,20.17,2.74,868800000.0,3.02,1.06,3.39,2.32,53.72,10170000000.0,0.03477344573234986,1.63,24.54,0,0.06,0.1183,0.0,0.4607,2.82,18.85,16.80,1.84,3.92,1,50.92,0
"Akamai Technologies, Inc.",AKAM,1897550,18.64,0,788760000.0,2.79,0.67,3.17,1.79,68.37,10780000000.0,0.1517484760988128,1.60,34.83,0.02390118703881927,-0.0882,0.0253,-0.1298,0.3042,3.34,22.34,19.67,4.61,4.65,0,60.80,3981112
Albemarle Corporation Common St,ALB,827714,29.33,1.33,972980000.0,3.52,0.95,4.07,1.91,92.79,10420000000.0,0.0743037423846824,4.02,48.52,0.006418624891209701,-0.0012,0.08259999999999999,-0.0335,0.8162,3.13,26.33,22.77,2.93,2.82,1,85.60,60492
"Alaska Air Group, Inc. Common S",ALK,1266770,23.77,1.24,1830000000.0,8.02,2.42,8.74,6.54,92.66,11910000000.0,0.11738545868238703,1.18,14.77,-0.0058951287620229165,0.0425,0.2452,-0.0232,0.7722,4.07,12.04,11.05,2.01,5.94,1,77.58,909965
Allstate Corporation (The) Comm,ALL,2124220,51.44,1.69,3460000000.0,6.22,1.22,6.88,4.67,75.21,29440000000.0,0.021410891089108874,0.92,17.22,-0.004084158415841532,0.0696,0.1358,-0.0005,0.2813,1.57,12.93,11.69,0.81,2.65,1,70.82,1920323
Allegion plc Ordinary Shares,ALLE,768084,1.22,0.87,492400000.0,3.69,1.01,4.09,2.36,67.21,7000000000.0,0.08093353350621002,1.53,31.03,-0.0009553705472907792,0.0894,0.0815,-0.0062,0.2631,60.16,19.84,17.90,3.13,3.35,1,67.70,10407
"Alexion Pharmaceuticals, Inc.",ALXN,2780400,38.81,0,1170000000.0,5.27,1.29,6.70,1.76,131.49,28930000000.0,0.25047933123705834,1.31,73.19,-0.0029910269192421346,-0.0203,0.013999999999999999,-0.2048,0.1805,3.36,24.44,19.23,9.50,1.82,0,127.05,3048171
"Applied Materials, Inc.",AMAT,9934510,7.13,1.12,2990000000.0,2.61,0.66,2.80,1.94,34.20,38450000000.0,0.15507411630558732,0.63,18.35,-0.003135689851767376,0.043,0.152,-0.005,0.9718000000000001,4.92,13.67,12.74,3.19,1.32,0,30.96,14896368
"AMETEK, Inc.",AME,2027460,14.15,0.66,965850000.0,2.44,0.62,2.67,2.19,50.70,12550000000.0,0.06418981055729267,2.09,24.89,-0.00496597388265585,0.075,0.1283,0.0,0.25920000000000004,3.84,22.34,20.41,3.26,3.91,1,48.30,1719542
"Affiliated Managers Group, Inc.",AMG,630016,65.81,0.48,834900000.0,14.68,3.33,16.36,8.57,148.67,9260000000.0,0.11971411554496725,0.82,19.66,-0.00941036331149503,0.1329,0.1575,-0.0636,0.3513,2.55,11.47,10.29,4.21,2.03,1,145.51,347799
Amgen Inc.,AMGN,3589060,40.47,2.65,12000000000.0,12.34,3.11,12.83,10.24,159.43,127620000000.0,0.06838649700772748,2.07,16.92,-0.004415780605426911,0.08689999999999999,0.0876,-0.020099999999999996,0.2967,4.25,14.04,13.51,5.51,1.58,0,159.33,4154893
"Ameriprise Financial, Inc. Comm",AMP,1109980,40.65,2.33,2760000000.0,10.58,2.58,11.93,7.81,117.67,20060000000.0,0.06899759671292327,0.82,16.59,0.004729048763469912,0.10099999999999999,0.2192,-0.0068000000000000005,0.6115999999999999,3.17,12.25,10.86,1.70,1.72,1,106.27,278800
American Tower Corporation (REI,AMT,2255630,15.76,2.15,3310000000.0,2.09,0.62,2.74,2.00,104.98,46020000000.0,0.20062898899269266,1.55,54.11,0,0.0298,-0.0108,-0.0858,0.24969999999999998,6.86,51.73,39.46,8.33,3.14,1,109.29,0
"Amazon.com, Inc.",AMZN,3695710,40.43,0,11670000000.0,7.26,1.88,12.84,4.90,814.00,407020000000.0,0.09923438295052467,3.08,174.08,0.0027690013845005357,0.0479,0.0809,-0.0006,0.6551,20.90,117.49,66.43,2.97,1.61,0,789.14,499642
"AutoNation, Inc. Common Stock",AN,985190,22.95,0,970700000.0,4.03,1.03,4.47,4.15,50.65,4820000000.0,0.08695652173913038,1.06,11.52,-0.0010656436487639365,-0.056799999999999996,-0.008,-0.11779999999999999,0.2161,2.04,11.85,10.69,0.22,7.76,1,48.16,1210461
"Anthem, Inc. Common Stock",ANTM,1641110,93.41,1.62,6190000000.0,11.58,3.37,12.81,9.21,150.54,43060000000.0,0.06973194113696035,1.19,17.40,-0.012151187641204153,0.0645,0.185,-0.0184,0.3953,1.75,13.84,12.51,0.52,4.29,1,135.23,2302818
Aon plc Class A Ordinary Shares,AON,1039450,20.61,1.12,2390000000.0,6.44,1.39,7.91,5.16,113.63,31220000000.0,0.04305934515688947,2.33,22.78,-0.0033253751705321077,0.034300000000000004,0.052199999999999996,-0.002,0.26539999999999997,5.69,18.25,14.86,2.68,1.85,1,111.70,962814
"Air Products and Chemicals, Inc",APD,1407250,32.91,2.69,3130000000.0,6.15,1.65,6.85,2.60,143.14,30740000000.0,0.0664310954063605,-76.70,54.40,-0.003674911660777491,-0.013000000000000001,0.0038,-0.061,0.2228,4.30,22.97,20.62,3.23,1.73,1,140.75,63415
Amphenol Corporation Common Sto,APH,1197370,11.91,0.92,1460000000.0,2.91,0.71,3.14,2.61,67.90,21390000000.0,0.003887129283040691,3.39,26.57,-0.0011517420097897357,0.0213,0.0587,-0.005,0.3472,5.83,23.83,22.08,3.41,3.69,1,65.49,131849
"Activision Blizzard, Inc",ATVI,8928280,12.26,0.66,2290000000.0,1.95,0.32,2.36,1.28,38.93,33729999999.999996,0.11692036179130838,1.44,35.41,0.0015442311934701358,0.16449999999999998,0.1173,-0.048499999999999995,0.5821999999999999,3.70,23.25,19.21,5.10,2.66,0,40.57,5442092
"AvalonBay Communities, Inc. Com",AVB,787598,74.06,3.18,1300000000.0,4.55,1.14,4.72,7.52,176.28,24600000000.0,0.05937044919905898,8.30,23.82,-0.0028565027444830138,0.016,0.0333,-0.06860000000000001,0.1313,2.41,39.36,37.94,11.95,6.66,1,173.32,34896
Avery Dennison Corporation,AVY,766208,10.27,2.07,782300000.0,4.43,1.20,4.86,3.54,75.18,7150000000.0,0.060379241516966164,1.71,22.46,-0.002370259481037862,0.0562,0.0616,-0.0177,0.2607,7.80,17.93,16.34,1.19,5.04,1,74.80,584903
"American Water Works Company, I",AWK,958982,29.43,2.03,1520000000.0,2.85,0.54,3.04,2.60,72.29,13110000000.0,0.06923181140766843,3.48,28.34,0.0,0.018799999999999997,0.0018,-0.136,0.1392,2.51,25.84,24.23,4.00,4.58,1,73.51,23652
American Express Company,AXP,4151430,23.23,1.61,0.00,5.66,1.43,6.25,5.65,77.13,72060000000.0,0.018236699786190247,2.16,14.11,-0.003647339957238205,0.0334,0.1424,-0.0049,0.4882,3.42,14.08,12.75,2.39,3.10,1,69.77,2691193
Acuity Brands Inc (Holding Comp,AYI,682844,39.50,0.24,586200000.0,8.79,2.24,10.47,6.92,213.76,9650000000.0,0.0799854736937673,0.99,31.83,0,0.0305,-0.09570000000000001,-0.2157,0.17120000000000002,5.58,25.06,21.04,2.83,3.36,1,243.62,0
Boeing Company (The) Common Sto,BA,3347780,1.32,3.29,8680000000.0,9.30,2.33,10.14,7.61,160.90,105780000000.0,0.01691938411100047,1.42,22.70,-0.0023417832679585304,0.07339999999999999,0.19690000000000002,-0.0031,0.5845,129.01,18.57,17.03,1.11,3.69,1,144.30,4982894
Bank of America Corporation,BAC,107328000,24.04,1.22,0.00,1.73,0.46,2.09,1.50,23.04,257860000000.0,0.015459723352319044,1.31,16.35,-0.012205044751830596,0.0641,0.2925,-0.0101,1.1047,1.02,14.17,11.73,3.23,1.10,1,18.97,86203661
Baxter International Inc.,BAX,3228030,15.95,1.05,1990000000.0,2.17,0.52,2.45,9.01,47.17,27050000000.0,0.06334204705409219,1.62,5.52,0,0.054400000000000004,0.0622,-0.0086,0.3311,3.12,22.92,20.30,2.66,3.12,1,46.82,0
Bed Bath & Beyond Inc.,BBBY,2483610,17.82,1.22,1500000000.0,4.52,0.76,4.62,4.71,40.51,6100000000.0,0.01798736023334957,1.51,8.83,0.004132231404958775,0.026099999999999998,-0.034300000000000004,-0.2113,0.0768,2.31,9.20,9.00,0.50,5.93,0,43.05,42677
BB&T Corporation Common Stock,BBT,5038360,33.14,2.50,0.00,3.09,0.78,3.47,2.77,46.51,38820000000.0,0.010833333333333472,2.94,17.31,-0.007291666666666696,0.0311,0.1518,0.0,0.5337,1.45,15.52,13.82,3.80,2.81,1,41.64,2635793
"Best Buy Co., Inc. Common Stock",BBY,5517490,13.61,2.48,2480000000.0,3.28,0.49,3.47,3.35,43.95,14200000000.0,0.0077143486885606904,1.11,13.50,-0.0033061494379545975,0.029300000000000003,0.1127,-0.0842,0.6146,3.33,13.79,13.04,0.36,7.75,1,40.66,3017379
"C.R. Bard, Inc. Common Stock",BCR,597547,22.98,0.43,1150000000.0,11.64,2.87,12.84,7.03,232.33,17460000000.0,0.030356921295338957,1.83,34.48,-0.0005376566441953612,0.0434,0.0906,-0.0011,0.3132,10.52,20.83,18.88,4.69,1.47,1,222.27,782477
"Becton, Dickinson and Company C",BDX,1111100,35.63,1.61,3260000000.0,9.43,2.47,10.40,6.01,172.31,38500000000.0,0.047890599047724525,1.88,30.11,-0.0023253238843983226,0.0499,0.047599999999999996,-0.004699999999999999,0.2876,5.07,19.18,17.39,3.10,3.20,1,172.69,810321
"Franklin Resources, Inc.",BEN,2385460,21.15,1.88,2320000000.0,2.68,0.64,2.67,2.97,40.66,24040000000.0,-0.07992433199337912,-2.93,14.33,-0.00449278789311891,0.045899999999999996,0.1278,-0.0069,0.3917,2.00,15.87,15.93,3.72,4.06,1,37.71,2365868
Biogen Inc.,BIIB,1851290,56.23,0,6370000000.0,20.98,5.19,22.52,16.93,281.38,61960000000.0,0.11344915899494712,2.20,16.95,0.0007614037516441297,0.0197,-0.0346,-0.1401,0.2865,5.14,13.68,12.74,5.45,1.12,0,297.21,320140
Bank of New York Mellon Corpora,BK,5794740,33.67,1.61,0.00,3.46,0.85,3.90,3.15,46.20,49380000000.0,0.09630886720407306,1.22,14.97,0,0.0203,0.07400000000000001,-0.0484,0.39380000000000004,1.40,13.62,12.09,3.24,1.51,1,43.89,15
"BlackRock, Inc. Common Stock",BLK,658892,176.40,2.57,4870000000.0,21.36,5.29,24.24,19.04,379.67,63410000000.0,0.0812817307446998,1.58,20.42,-0.005638186595913086,0.024,0.051699999999999996,-0.0268,0.305,2.22,18.20,16.04,5.73,2.72,1,369.64,607444
Ball Corporation Common Stock,BLL,1231070,20.04,0.71,1280000000.0,4.23,1.14,5.03,1.39,75.71,12800000000.0,0.16059194299808155,1.92,52.71,-0.0004110715264455944,-0.0323,-0.0526,-0.1091,0.126,3.64,17.32,14.57,1.40,9.64,1,77.34,2756842
Bristol-Myers Squibb Company Co,BMY,11776200,9.34,2.86,6780000000.0,2.81,0.69,3.09,2.65,54.22,91230000000.0,0.020081061164332947,1.36,20.60,0.0003684598378776993,0.0068000000000000005,-0.0326,-0.2921,0.1865,5.81,19.43,17.67,4.67,0.79,1,56.43,9706078
Boston Scientific Corporation C,BSX,8231430,4.94,0,2270000000.0,1.25,0.31,1.42,0.25,23.97,34580000000.0,0.10752264671130374,1.62,101.56,0,0.0593,0.1048,-0.0101,0.5095000000000001,5.14,20.31,17.88,4.12,2.20,1,22.98,4
BorgWarner Inc.,BWA,2146810,15.16,1.32,807600000.0,3.41,0.87,3.71,0.55,40.64,9010000000.0,0.027791203479941906,1.59,77.05,-0.009908168197196754,0.0429,0.1492,0.0,0.54,2.73,12.43,11.42,0.97,6.67,1,36.88,2272122
"Boston Properties, Inc. Common",BXP,804174,36.31,2.19,1510000000.0,2.26,0.64,2.79,3.25,131.04,21190000000.0,0.004373496610539984,7.59,42.39,-0.0023325315256214063,0.051399999999999994,0.0537,-0.0433,0.253,3.78,60.96,49.38,8.25,3.25,1,130.76,37868
"Citigroup, Inc. Common Stock",C,21508600,74.26,1.06,0.00,5.20,1.31,5.92,4.72,58.32,166820000000.0,0.07005631003643575,1.61,12.75,-0.011262007287181186,0.0318,0.1548,-0.023700000000000002,0.6435,0.81,11.57,10.16,2.65,0.96,1,52.11,15120623
CA Inc.,CA,2626940,13.49,3.18,1280000000.0,2.44,0.60,2.46,1.89,32.12,13410000000.0,0.028535591094386747,21.92,17.01,-0.0006271558482282558,-0.0011,-0.011899999999999999,-0.08289999999999999,0.11349999999999999,2.36,13.15,13.04,3.31,4.72,0,32.48,1887628
"ConAgra Brands, Inc. Common Sto",CAG,3275160,10.22,2.02,1830000000.0,1.70,0.39,1.88,1.42,39.13,17240000000.0,0.0440771349862259,1.81,27.93,-0.010267968945654848,0.012199999999999999,0.0693,-0.0097,0.2366,3.91,23.30,21.07,1.55,1.44,1,37.04,4081471
"Cardinal Health, Inc. Common St",CAH,2639120,17.91,2.22,3070000000.0,5.42,1.37,5.94,4.15,74.76,25460000000.0,0.02193419740777669,1.61,19.43,-0.0029910269192422456,0.0795,0.06570000000000001,-0.08130000000000001,0.2872,4.48,14.89,13.59,0.20,4.76,1,75.73,2498960
D/B/A Chubb Limited New Common,CB,1477090,103.60,2.03,5730000000.0,10.36,2.55,10.94,8.87,131.84,63400000000.0,0.03619942727072467,2.71,15.34,-0.0011014024524561572,0.032,0.0622,-0.0017000000000000001,0.1875,1.31,13.13,12.44,2.02,3.76,1,128.10,97057
CBRE Group Inc  Class A,CBG,2234970,8.95,0,1150000000.0,2.40,0.53,2.57,1.69,31.64,12020000000.0,0.04426042261564822,1.31,21.11,-0.0034266133637922414,0.1278,0.2046,-0.0029,0.4799,3.91,14.87,13.88,0.90,4.54,1,29.62,2990647
CBS Corporation Class B Common,CBS,4028500,8.70,1.10,3100000000.0,4.41,1.02,5.12,2.81,63.91,27850000000.0,0.10638948333842846,0.92,23.38,-0.0024457352491592532,0.0278,0.1375,-0.0178,0.5086999999999999,7.52,14.90,12.83,2.11,3.77,1,57.75,6926670
Crown Castle International Corp,CCI,2032070,21.46,4.26,2109999999.9999998,1.16,0.27,1.50,0.95,87.33,31420000000.0,0.12121546961325969,-2.44,93.93,0.0005524861878452025,0.0218,-0.0054,-0.1322,0.1241,4.22,76.92,59.49,8.13,2.87,1,89.71,3408985
Carnival Corporation Common Sto,CCL,3379520,31.12,2.53,4760000000.0,3.57,0.46,4.11,3.72,54.27,40220000000.0,0.03123326789220071,1.13,14.89,-0.004818847046225261,0.0209,0.11320000000000001,-0.0414,0.2902,1.80,15.52,13.48,2.48,6.24,1,49.77,3954074
Celgene Corporation,CELG,4321110,8.48,0,4010000000.0,7.22,1.76,8.77,2.49,116.34,94630000000.0,0.158220534829977,0.75,48.85,0.0018983162759986794,0.045599999999999995,0.086,-0.042199999999999994,0.2887,14.29,16.85,13.87,8.39,1.51,0,112.01,489356
Cerner Corporation,CERN,3079830,11.92,0,1320000000.0,2.50,0.62,2.76,1.85,51.94,18510000000.0,0.0030276046304542614,1.56,30.35,0,0.081,-0.0024,-0.1681,0.19440000000000002,4.71,22.46,20.34,3.93,6.26,0,56.28,0
"Citizens Financial Group, Inc.",CFG,5713490,38.09,1.48,0.00,2.27,0.56,2.66,1.97,36.08,19370000000.0,-0.012026143790849653,1.02,19.21,-0.013856209150326815,0.048600000000000004,0.2948,-0.0029,1.0632,1.00,16.67,14.23,4.01,1.60,1,29.22,5495882
"Church & Dwight Company, Inc. C",CHD,2008000,7.71,1.45,831800000.0,1.90,0.42,2.04,1.75,45.25,12740000000.0,-0.0073574494175352445,3.40,28.40,0.006948702227672188,0.09820000000000001,0.0638,-0.0741,0.1678,6.34,26.16,24.36,3.59,4.96,1,46.72,3483988
"C.H. Robinson Worldwide, Inc.",CHRW,1362460,8.88,2.28,912200000.0,3.68,0.98,3.96,3.59,75.02,11170000000.0,-0.030103718694662218,2.95,21.96,-0.0017708069820390193,0.0507,0.0942,-0.005600000000000001,0.2021,8.91,21.42,19.90,0.85,13.39,0,72.03,45547
"Charter Communications, Inc.",CHTR,1692630,149.27,0,10730000000.0,0.60,1.20,8.41,15.95,312.61,87810000000.0,-0.9984589779942058,2.69,20.48,-0.0018184059668371333,0.0446,0.1789,-0.0438,0.9420000000000001,2.17,65.44,38.83,3.01,3.84,0,277.00,1532231
Cigna Corporation,CI,1292910,53.42,0.03,4170000000.0,9.50,2.45,10.89,7.19,144.67,36880000000.0,0.13589761233055797,1.29,19.97,-0.007913025528108464,-0.0077,0.0727,-0.0473,0.248,2.72,15.11,13.18,0.94,0.92,1,133.84,2018752
Cincinnati Financial Corporatio,CINF,619639,42.94,2.75,910330000.0,3.07,0.61,3.22,3.55,71.88,11950000000.0,0.006977698727596016,-3.97,20.47,-0.002873170064304431,0.0109,-0.0212,-0.08710000000000001,0.1729,1.70,23.67,22.57,2.21,6.24,0,74.25,497003
Clorox Company (The),CLX,1001890,2.11,2.39,1220000000.0,5.33,1.50,5.73,4.99,122.94,17149999999.999998,-0.04883703537506545,3.60,26.82,0,0.0876,0.0915,-0.0481,0.20199999999999999,63.49,25.09,23.34,2.92,5.97,1,122.50,0
Comerica Incorporated Common St,CMA,1982590,44.469,1.270,0.00,3.990,0.960,4.710,2.680,68.961,12860000000.0,-0.013956059140527888,0.850,27.297,0.0046980793146329525,0.06081,0.27796,-0.00941,1.2344199999999999,1.627,18.335,15.532,4.895,2.670,1,57.244,120666
Comcast Corporation,CMCSA,9604670,22.70,1.67,26480000000.0,3.75,0.93,4.35,3.57,73.52,178950000000.0,0.09132780629030157,1.72,21.10,-0.0006579813133306134,0.0245,0.10279999999999999,-0.0202,0.3307,3.35,20.09,17.31,2.25,2.95,0,68.30,9799976
CME Group Inc.,CME,1569840,60.165,2.150,2430000000.0,4.810,1.230,5.270,4.530,118.421,41190000000.0,0.033028869678682016,2.840,26.893,-0.0017126080574132452,0.02874,0.09318,-0.01762,0.36882,2.038,25.327,23.117,11.531,5.430,0,111.441,159710
"Chipotle Mexican Grill, Inc.",CMG,1046700,48.67,0,204810000.0,8.21,2.42,11.89,0.77,408.83,12300000000.0,-0.05407759676052348,0.37,555.34,-0.0007062811940861113,0.045899999999999996,0.061799999999999994,-0.2118,0.2115,8.73,52.08,35.96,3.13,5.24,1,402.74,543944
CMS Energy Corporation,CMS,1816170,15.23,3.08,2000000000.0,2.17,0.38,2.33,1.98,42.27,12080000000.0,0.039333641832485,2.61,21.83,0,0.022400000000000003,0.0329,-0.0655,0.12789999999999999,2.84,19.92,18.55,1.89,2.76,1,41.84,0
Centene Corporation,CNC,1757720,34.29,0,1890000000.0,4.69,1.24,5.28,3.43,64.23,11620000000.0,0.1131725417439704,0.96,19.72,-0.007135721421435703,0.0527,0.06860000000000001,-0.10529999999999999,0.3522,2.04,14.42,12.80,0.32,2.87,1,63.27,3389678
Capital One Financial Corporati,COF,2861610,98.27,1.74,0.00,7.92,1.96,8.91,6.89,88.44,44850000000.0,0.0774425443851432,1.35,13.46,-0.0011981265657335927,0.0489,0.1721,-0.0038,0.5986,0.93,11.71,10.41,2.33,4.60,1,79.14,557896
"Coach, Inc. Common Stock",COH,3374720,10.02,3.53,898900000.0,2.14,0.50,2.34,1.82,36.39,10830000000.0,0.11934048678356457,1.80,21.18,0.006281078251766603,0.0604,0.0417,-0.11710000000000001,0.13269999999999998,3.81,18.03,16.49,2.36,2.25,1,37.05,101939
"Rockwell Collins, Inc.",COL,1240580,16.85,1.41,1220000000.0,5.40,1.38,5.79,5.59,91.30,12230000000.0,0.05859709153122328,2.59,16.70,-0.0013900769888793851,0.023700000000000002,0.0665,-0.032,0.19,5.55,17.31,16.14,2.32,5.19,1,87.63,839869
"Cooper Companies, Inc. (The)",COO,518235,55.34,0.03,610150000.0,9.21,2.26,10.34,5.59,183.67,9560000000.0,0.03012965198677242,1.59,35.05,0.00036743478032663646,0.0667,0.0904,-0.0006,0.4169,3.44,21.27,18.95,4.73,3.94,1,179.67,539863
Costco Wholesale Corporation,COST,2153800,27.25,1.02,5030000000.0,5.90,1.36,6.55,5.48,165.58,77240000000.0,0.0023313999772545113,2.87,32.09,0,0.0621,0.11320000000000001,-0.0036,0.2691,6.45,29.81,26.85,0.65,3.75,0,157.97,0
Campbell Soup Company,CPB,1787630,4.83,2.39,1370000000.0,3.07,0.53,3.23,1.61,62.12,17890000000.0,-0.0383693045563549,3.60,36.44,-0.05675459632294155,-0.058600000000000006,0.0046,-0.1386,0.1121,12.94,19.05,18.11,2.41,6.05,1,58.21,6122699
Salesforce.com Inc Common Stock,CRM,5905050,9.77,0,534220000.0,0.98,0.30,1.28,0.29,75.77,56760000000.0,0.16443949517446188,2.88,276.17,-0.0030932937391734416,0.0753,0.0866,-0.0356,0.3936,8.27,83.13,63.65,7.12,3.46,1,74.97,3674149
