.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
Avery Dennison Corporation,AVY,763313,10.27,2.04,782300000.0,4.43,1.20,4.86,3.54,76.27,7230000000.0,0.05393676379417234,1.74,22.70,-0.002603843769373948,0.0521,0.0722,-0.0083,0.2323,7.85,18.12,16.51,1.19,5.04,1,74.85,586728
"American Water Works Company, I",AWK,965171,29.30,1.97,1620000000.0,3.04,0.82,3.27,2.62,72.61,13600000000.0,0.04538838163292325,3.39,29.12,0.0018525870054253435,0.0508,0.0404,-0.10490000000000001,0.1802,2.58,25.10,23.33,4.08,4.58,1,73.33,866151
American Express Company,AXP,4090340,22.68,1.60,0.00,5.66,1.43,6.25,5.65,77.68,71890000000.0,0.011367895065584,2.17,14.12,-0.0036227357901310597,0.026699999999999998,0.1353,-0.0086,0.45520000000000005,3.53,14.09,12.76,2.41,3.10,1,70.26,3932313
Acuity Brands Inc (Holding Comp,AYI,711552,39.50,0.24,586200000.0,8.79,2.24,10.47,6.92,211.85,9550000000.0,0.0836255978137097,1.00,31.52,-0.004964700523798715,0.0297,-0.0992,-0.2234,0.12990000000000002,5.56,24.82,20.83,2.82,3.36,1,242.14,596040
Boeing Company (The),BA,3386900,1.32,3.20,8680000000.0,9.30,2.33,10.14,7.61,164.91,108680000000.0,-0.015605563722718596,1.46,23.32,-0.0006219608730069215,0.076,0.2073,-0.0076,0.5101,133.58,19.08,17.50,1.15,3.69,1,146.98,4197152
Bank of America Corporation,BAC,105545000,24.04,1.22,0.00,1.73,0.46,2.09,1.50,23.28,254810000000.0,0.018714401952807158,1.29,16.15,-0.018714401952807047,0.0407,0.2561,-0.028900000000000002,1.0108,1.02,14.01,11.59,3.23,1.10,1,19.29,97074433
Baxter International Inc.,BAX,3188800,15.95,1.03,1990000000.0,2.17,0.52,2.45,9.01,47.82,27460000000.0,0.04941456638221875,1.66,5.61,-0.0021829728120659198,0.0558,0.07719999999999999,-0.0053,0.2949,3.16,23.27,20.61,2.70,3.12,1,46.87,2470009
Bed Bath & Beyond Inc.,BBBY,2480020,17.82,1.22,1500000000.0,4.52,0.76,4.62,4.71,40.49,6020000000.0,0.036633663366336666,1.48,8.71,-0.0014851485148513754,0.013600000000000001,-0.044500000000000005,-0.2214,0.0632,2.27,9.08,8.88,0.49,5.93,0,42.95,2002457
BB&T Corporation,BBT,4494320,33.14,2.49,0.00,3.09,0.78,3.47,2.77,46.75,38890000000.0,-0.00020605810838647542,2.94,17.37,-0.008654440552235743,0.028999999999999998,0.1352,-0.0087,0.4964,1.46,15.57,13.86,3.84,2.81,1,42.38,5928657
"Best Buy Co., Inc.",BBY,4453920,13.61,2.46,2480000000.0,3.29,0.49,3.48,3.35,44.40,14300000000.0,0.023019634394041866,1.22,13.60,0.0006770480704130222,0.026099999999999998,0.0984,-0.07769999999999999,0.5841,3.25,13.85,13.09,0.35,7.75,1,41.48,6789020
"C.R. Bard, Inc.",BCR,585639,22.98,0.42,1150000000.0,11.64,2.87,12.84,7.03,236.72,17660000000.0,0.022113727742676614,1.84,34.88,0.0020513662098957663,0.0358,0.09699999999999999,-0.001,0.2869,10.61,21.06,19.10,4.73,1.47,1,223.50,289000
"Becton, Dickinson and Company",BDX,985764,35.63,1.59,3260000000.0,9.43,2.47,10.40,6.01,176.14,39040000000.0,0.03823368074602307,1.90,30.53,-0.0017553483269336922,0.041299999999999996,0.059800000000000006,0.0,0.2582,5.12,19.45,17.64,3.12,3.20,1,173.07,657562
"Franklin Resources, Inc.",BEN,2392040,21.15,1.87,2320000000.0,2.68,0.64,2.68,2.97,40.94,24160000000.0,-0.0854680950163017,-2.96,14.41,-0.005822077317186758,0.044000000000000004,0.12689999999999999,-0.0118,0.3986,2.03,15.95,15.95,3.78,4.06,1,37.93,2864247
Biogen Inc.,BIIB,1790240,56.23,0,6370000000.0,20.99,5.19,22.44,16.93,280.83,61570000000.0,0.13106233538191403,2.16,16.84,0.0009130816505706907,0.015300000000000001,-0.037000000000000005,-0.1454,0.2785,5.06,13.58,12.71,5.37,1.12,0,296.10,1768544
Bank of New York Mellon Corpora,BK,5722620,33.67,1.61,0.00,3.46,0.85,3.90,3.15,46.12,49330000000.0,0.09400084495141514,1.22,14.95,-0.009083227714406616,0.021099999999999997,0.0667,-0.0495,0.331,1.41,13.61,12.07,3.25,1.51,1,44.15,3896977
"BlackRock, Inc.",BLK,643600,176.40,2.57,4870000000.0,21.37,5.30,24.26,19.04,381.32,63480000000.0,0.08783697293976078,1.57,20.44,-0.00660505363405961,0.0206,0.048600000000000004,-0.0258,0.251,2.21,18.21,16.04,5.71,2.72,1,371.12,483465
Ball Corporation,BLL,1267680,20.04,0.71,1280000000.0,4.23,1.14,5.03,1.39,75.02,12770000000.0,0.14413075780089146,1.95,52.57,-0.0032419289477237934,-0.026000000000000002,-0.0557,-0.1115,0.1033,3.69,17.27,14.53,1.42,9.64,1,77.38,1553887
Bristol-Myers Squibb Company,BMY,12551400,9.68,2.76,6700000000.0,2.81,0.69,3.09,2.65,53.17,94410000000.0,-0.007172314864622664,1.39,21.30,0.002689618074233513,0.0616,0.0235,-0.2682,0.2267,5.76,20.09,18.27,4.80,0.79,1,55.15,11382544
Boston Scientific Corporation,BSX,8773530,4.94,0,2270000000.0,1.25,0.31,1.42,0.25,24.32,33750000000.0,0.14869281045751626,1.58,99.12,-0.0008169934640522847,0.018799999999999997,0.0774,-0.0339,0.4732,4.95,19.82,17.45,3.98,2.20,1,23.00,13499376
BorgWarner Inc.,BWA,2125090,15.16,1.35,807600000.0,3.41,0.87,3.72,0.55,40.88,8830000000.0,0.0014127619496115962,1.60,75.51,-0.011066635271956615,0.0159,0.11689999999999999,-0.041299999999999996,0.5091,2.80,12.18,11.16,1.00,6.67,1,37.18,2535691
"Boston Properties, Inc.",BXP,793856,36.31,2.17,1510000000.0,2.26,0.64,2.79,3.25,132.18,21240000000.0,-0.009915930157361474,7.64,42.50,-0.0005029819645038236,0.0449,0.0576,-0.040999999999999995,0.2152,3.83,61.12,49.51,8.36,3.25,1,130.60,917272
"Citigroup, Inc.",C,20064300,74.26,1.07,0.00,5.19,1.31,5.92,4.72,58.31,165120000000.0,0.0658198614318708,1.60,12.62,-0.012207192345760398,0.0215,0.1195,-0.0336,0.5547,0.82,11.48,10.06,2.66,0.96,1,53.20,19900288
CA Inc.,CA,2622680,13.49,3.13,1280000000.0,2.44,0.60,2.46,1.89,32.10,13640000000.0,0.01705426356589146,22.28,17.30,-0.0012403100775193465,0.016399999999999998,0.0064,-0.0674,0.12050000000000001,2.39,13.37,13.26,3.34,4.72,0,32.42,2177423
"ConAgra Brands, Inc.",CAG,3038360,10.22,1.94,1830000000.0,1.70,0.39,1.88,1.42,39.31,17910000000.0,0.029382716049382696,1.85,29.03,-0.0007407407407408195,0.0471,0.1035,-0.0007000000000000001,0.2593,3.96,24.21,21.89,1.57,1.44,1,37.30,3342788
"Cardinal Health, Inc.",CAH,2481110,17.91,2.19,3070000000.0,5.42,1.37,5.94,4.15,76.60,25910000000.0,0.003303560504098746,1.64,19.78,-0.0023247277621436524,0.0723,0.08839999999999999,-0.065,0.31,4.56,15.15,13.83,0.20,4.76,1,75.47,1331548
D/B/A Chubb Limited New,CB,1447800,103.60,1.99,5730000000.0,10.39,2.54,10.94,8.87,132.61,64489999999.99999,0.01769656859218771,2.74,15.60,-0.003812675347097394,0.0438,0.0775,-0.0067,0.2004,1.34,13.32,12.65,2.06,3.76,1,128.46,978205
CBRE Group Inc  Class A,CBG,2241330,8.95,0,1150000000.0,2.40,0.53,2.57,1.69,32.08,11880000000.0,0.0364145658263304,1.37,20.87,-0.006162464985994598,0.09939999999999999,0.18309999999999998,-0.0227,0.4629,3.99,14.70,13.72,0.92,4.54,1,29.81,1856085
CBS Corporation Class B,CBS,3908700,8.95,1.08,3100000000.0,4.43,1.02,5.12,2.81,64.30,27430000000.0,0.09153973759613931,0.94,23.83,-0.006183079475192255,0.0415,0.1417,-0.0172,0.3987,7.41,15.12,13.08,2.06,3.77,1,58.66,2099930
Crown Castle International Corp,CCI,2029410,20.96,4.10,2069999999.9999998,1.16,0.27,1.50,0.95,87.81,33380000000.000004,0.11187815033968862,3.77,97.46,-0.002849002849002913,0.0545,0.0344,-0.09949999999999999,0.1664,4.35,79.82,61.73,8.39,2.87,1,89.51,2147779
Carnival Corporation,CCL,3353060,31.12,2.50,4760000000.0,3.58,0.46,4.11,3.72,55.13,40680000000.0,0.039878397711015756,1.27,15.06,-0.0005364806866953176,0.016399999999999998,0.1112,-0.0305,0.3048,1.80,15.65,13.63,2.48,6.24,1,50.43,3586664
Celgene Corporation,CELG,4224510,8.48,0,4010000000.0,7.22,1.76,8.77,2.49,116.47,91980000000.0,0.1747028293989621,0.74,47.48,-0.008036162732295238,0.0151,0.0547,-0.0691,0.2526,14.09,16.38,13.48,8.28,1.51,0,112.10,4485995
Cerner Corporation,CERN,2957730,11.92,0,1320000000.0,2.50,0.62,2.76,1.85,52.80,18340000000.0,0.027441776493951853,1.56,30.06,-0.015165192272973527,0.053099999999999994,-0.0054,-0.1761,0.18289999999999998,4.65,22.24,20.15,3.88,6.26,0,55.91,1748642
"Citizens Financial Group, Inc.",CFG,5054240,38.09,1.53,0.00,2.27,0.56,2.65,1.97,36.54,18760000000.0,0.014496644295302064,0.99,18.60,-0.01342281879194629,0.003,0.2114,-0.0463,0.9984000000000001,0.98,16.15,13.83,3.90,1.60,1,30.26,7559256
"Church & Dwight Company, Inc.",CHD,2025430,7.71,1.46,831800000.0,1.90,0.42,2.04,1.75,46.45,12700000000.0,-0.018540910923014797,3.35,28.30,-0.002216848045143105,0.0662,0.061,-0.07730000000000001,0.1638,6.43,26.07,24.28,3.64,4.96,1,46.68,2064087
"C.H. Robinson Worldwide, Inc.",CHRW,1328490,8.88,2.25,912200000.0,3.68,0.98,3.94,3.59,75.77,11360000000.0,-0.03725144726906615,2.99,22.32,-0.004404731940598983,0.0575,0.1073,-0.0012,0.22210000000000002,8.95,21.77,20.34,0.86,13.39,0,72.37,1386550
"Charter Communications, Inc.",CHTR,1658920,149.27,0,10730000000.0,0.60,1.24,8.72,15.95,316.73,87860000000.0,-0.9984588354961008,20.67,20.49,-0.000154116450389985,0.0316,0.1675,-0.0432,0.8239,2.17,62.00,37.47,3.01,3.84,0,279.87,1160153
Cigna Corporation,CI,1312420,53.42,0.03,4170000000.0,9.50,2.45,10.89,7.19,145.83,37770000000.0,0.11911056877499848,1.21,20.45,-0.0003389600705036022,0.0083,0.0934,-0.0242,0.2783,2.76,15.48,13.50,0.96,0.92,1,134.48,919270
Cincinnati Financial Corporatio,CINF,596523,42.94,2.72,910330000.0,3.07,0.61,3.22,3.55,71.57,12080000000.0,0.0035451322607034097,-3.98,20.70,-0.00231797109353693,0.0269,-0.0092,-0.0768,0.1702,1.71,23.94,22.82,2.21,6.24,0,74.17,318696
Clorox Company (The),CLX,1008950,2.11,2.35,1220000000.0,5.33,1.50,5.73,4.99,124.65,17490000000.0,-0.058970772288890694,3.66,27.36,-0.0034602076124566894,0.094,0.11289999999999999,-0.0292,0.2259,64.50,25.59,23.80,2.97,5.97,1,122.54,900109
Comerica Incorporated,CMA,1923640,44.47,1.29,0.00,3.98,0.96,4.71,2.68,69.30,12520000000.0,-0.008200138985406613,0.85,26.57,-0.01626129256428077,0.0274,0.2253,-0.0359,1.1184,1.62,17.89,15.12,4.87,2.67,1,58.11,1549745
Comcast Corporation,CMCSA,9761400,11.38,1.66,26480000000.0,1.88,0.47,2.16,1.78,69.79,179680000000.0,0.10730411686586994,1.72,21.23,0.00185922974767605,-0.4571,-0.43829999999999997,-0.5071,0.0128,3.31,20.15,17.54,2.22,2.95,0,67.46,11557826
CME Group Inc.,CME,1551300,60.17,2.15,2430000000.0,4.81,1.23,5.27,4.53,119.23,41460000000.0,0.03591250408096647,3.05,27.07,-0.0035912504080966023,0.028399999999999998,0.09449999999999999,-0.011200000000000002,0.3778,2.04,25.49,23.27,11.52,5.43,0,112.03,1686189
"Chipotle Mexican Grill, Inc.",CMG,1035290,48.67,0,204810000.0,8.22,2.42,11.89,0.77,414.05,12110000000.0,-0.0487475732752497,0.36,546.62,-0.006889530754296991,0.0165,0.0432,-0.2241,0.1925,8.68,51.20,35.40,3.11,5.24,1,403.47,942294
Cummins Inc.,CMI,1436200,41.04,2.73,2310000000.0,7.98,2.18,9.32,8.23,146.10,25110000000.0,0.0026155187445509043,-46.13,18.22,-0.004090939574810659,0.0263,0.11869999999999999,-0.030600000000000002,0.5442,3.63,18.56,16.09,1.43,2.76,1,134.03,869240
CMS Energy Corporation,CMS,1784260,15.23,2.98,2000000000.0,2.17,0.38,2.33,1.98,42.54,12490000000.0,0.016519574564381134,2.71,22.57,0.004525910839556557,0.050199999999999995,0.0683,-0.0339,0.166,2.90,20.59,19.18,1.93,2.76,1,41.82,2406809
Centene Corporation,CNC,1729040,34.29,0,1970000000.0,4.69,1.24,5.28,3.43,65.59,12150000000.0,0.10512893170869941,0.97,20.60,-0.005100595069424729,0.0765,0.11699999999999999,-0.06559999999999999,0.4122,2.06,15.06,13.37,0.32,2.87,1,63.21,1239260
Capital One Financial Corporati,COF,2819390,98.27,1.73,0.00,7.92,1.96,8.91,6.89,88.94,44780000000.0,0.059843699818006746,1.37,13.44,-0.009420832887271136,0.041299999999999996,0.15789999999999998,-0.0103,0.5959,0.95,11.69,10.39,2.37,4.60,1,79.98,2252300
"Coach, Inc.",COH,3390840,10.02,3.55,898900000.0,2.14,0.50,2.34,1.82,36.72,10670000000.0,0.12700922266139658,1.79,20.87,-0.0015810276679842916,0.0353,0.029900000000000003,-0.13019999999999998,0.1159,3.79,17.77,16.25,2.34,2.25,1,36.92,2983724
"Rockwell Collins, Inc.",COL,1184960,16.85,1.40,1220000000.0,5.40,1.38,5.79,5.59,91.43,12370000000.0,0.05600000000000005,2.60,16.90,-0.0037333333333332552,0.034300000000000004,0.0755,-0.0206,0.204,5.56,17.51,16.33,2.32,0.00,1,87.92,921789
"Cooper Companies, Inc. (The)",COO,504524,55.34,0.03,610150000.0,9.21,2.26,10.34,5.59,186.09,9740000000.0,-0.0034023969124516995,1.67,35.73,0.0011679869997969217,0.0732,0.109,-0.0015,0.4113,3.56,21.69,19.32,4.88,3.94,1,180.09,405771
Costco Wholesale Corporation,COST,2171370,27.25,1.01,5030000000.0,5.91,1.36,6.55,5.48,167.48,77990000000.0,0.002388399203867131,2.89,32.40,-0.0035825988058003633,0.0602,0.12240000000000001,-0.0008,0.2814,6.45,30.04,27.11,0.65,3.75,0,158.20,1684258
Campbell Soup Company,CPB,1747410,4.83,2.37,1570000000.0,3.06,0.51,3.22,1.61,61.92,18090000000.0,0.0054182187605824605,3.77,36.83,0.0030477480528277034,-0.0453,0.0169,-0.1293,0.124,12.22,19.32,18.36,2.28,6.05,1,58.13,1571781
