.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio
Archer-Daniels-Midland Company,ADM,-0.13000637535664403,0.09106781998360217,0.8723952639020737,-0.12125865313078478,0.6470226989101928,-0.19198410458017937,-0.4847955124496014,-0.09199447870877372,-0.25317126523167655,-1.153413474541877,0.021800134065858897,-0.22812182231821113,-0.8941636501508246,1,-0.3237065908879098,-0.2088543401275573,-0.38314963981381556,-1.007716243129921,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4170657003153735
"Automatic Data Processing, Inc.",ADP,-0.3266305964646993,-0.6725731938773313,-0.8916512766066096,-0.14408755664760575,0.23797437522693962,-0.16263506935162161,-0.10693090687265712,-0.030387432492096998,0.0054668767058126165,-0.9488649927800689,0.046152853536280236,-0.06562571727204834,-0.3381024633959127,1,0.3145130244819652,0.13318995833430441,0.48256552077491244,0.1884900599596142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1803570836352719
Alliance Data Systems Corporati,ADS,-0.5123337406364511,0.05265457848524134,0.9412187732036487,-0.17976983577577701,-0.7660533283592276,-0.3588101995635602,0.7699087547866622,0.08010269156679874,-0.40652308390257724,-0.24709146220227488,0.01902827981719306,0.06110684323662805,-0.11801542287654249,1,0.08592433702857159,-0.2852386169597629,-0.6375342252480034,-0.49808988915094726,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2441984094758853
Ameren Corporation Common Stock,AEE,-0.37504277751776693,0.0665260268040939,-0.16719580370711237,-0.14363083188235432,0.9370751466128634,-0.22905657013204178,-0.35884064392395326,-0.08602788629540267,-0.40779465785507224,-1.040116771965811,0.06575382286613156,-0.2322022267285283,-0.8722073939949174,1,-0.30115250705917496,-0.09343545123771728,-0.0795032775177693,-0.3459097973377816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32749049396930996
American Electric Power Company,AEP,-0.2442337885903369,0.2834897056374286,-0.6788108029691533,-0.04751303935089989,1.1676296563252426,0.23280456320157744,-0.7076387413795941,-0.14439073466917313,-0.15360702475131569,-0.7468066867022516,0.15187929416396306,0.5843587029126024,-0.5846684446792073,1,-0.2993237975595478,-0.12881934418204785,-0.14653159685439643,-0.4343865949035756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7484577636675158
Aetna Inc. Common Stock,AET,-0.14581820975647694,0.8333681441232242,0.14195713586539235,-0.07997279245981809,-0.27519533993932377,0.37337099508572247,0.544643316846561,-0.0351638631457854,0.0008892104768305076,-0.04741066987180888,0.02021621735233556,-0.23964296418263617,-0.10396419636135183,1,-0.2621400377337958,-0.24114916305293835,-0.4873261843249592,-0.9015440860509681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20268049608343813
AFLAC Incorporated Common Stock,AFL,-0.2602196378244333,0.8202080521284153,-0.6274144800238286,-0.1444831950228739,0.3123467977148036,0.1540255739038698,0.5470655258566695,-0.1975436843764716,-0.20090957578413082,-1.059782650618927,0.03150162393618935,-0.4482236366864994,0.04986777484836049,1,-0.3273640098871641,-0.3276431235835241,-0.668221889522604,-0.6962779156983259,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21048363484910296
Allergan plc Ordinary Shares,AGN,-0.12791035883943436,6.593575978067247,-0.5288790320489445,-0.1388833355898624,-0.5503733031444215,0.35792413443911314,8.240001341961637,-0.0021718548424237046,0.4289010028866577,0.6528462151342181,0.019820238173954726,-0.5754362447728602,-0.28338396762008566,1,-0.3493085238826899,-0.23665597029810273,-0.4881337544374487,0.7512024924780641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5418756982012453
Apartment Investment and Manage,AIV,-0.4358554751386195,-0.5964580672046532,0.04137617289081836,-0.1470429118160448,0.9742613578567955,-0.49613896945617586,-0.36126285293406196,-0.011807336463299805,-0.48866676123375613,-0.29254165200938864,0.23008518189417793,-0.3255714805881403,-0.5722629595698002,1,-0.16034187558788446,1.6971018615642781,4.510725241872464,1.3953135787570448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2276988069712922
"Assurant, Inc. Common Stock",AIZ,-0.5463072367791577,1.6307985833762344,-0.49860651859995825,-0.18638577644289234,0.24541161747572587,-0.42368701427931943,1.203484167596105,0.10381049960489762,-0.5106649906119202,-0.3601378689193021,0.012494623373909285,-0.47678646755872006,0.7946049635025054,1,-0.33833626688492696,-0.22514216386383643,-0.4937867452248751,-0.9121613017588633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3576170451831412
Arthur J. Gallagher & Co. Commo,AJG,-0.4678792212869704,-0.25749677879782057,-0.034873502558546175,-0.16011561822010392,0.6395854566614062,-0.4501320397063146,-0.4460401682878636,0.003850768870662814,-0.4503923852636557,-0.3590225744293105,0.03070966557942768,-0.14627371032302428,0.31732679643263795,1,-0.24690079190356956,-0.13275088784252892,-0.22244318742840813,-0.5157852486641061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46090807791627614
"Akamai Technologies, Inc.",AKAM,-0.27738439836813455,-0.3129825720732308,0.3353612191419125,-0.13884742817782922,-1.4279678885012195,-0.47497368099819176,-0.5744172458236202,0.062227102261569196,-0.4453060894536756,1.4665944900031498,0.02991770722266601,0.07886860361095,-0.4709970827943909,-1,-0.2231275684084166,-0.03221569995308193,0.006906724518605641,0.386678086506993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09508567031975555
Albemarle Corporation Common St,ALB,-0.4482277730846319,0.22480280890382145,0.1372585604323657,-0.16808076894698465,-0.5206243341492758,-0.4758958585787943,0.36782205910863175,0.1130454508048731,-0.42597816537575117,-0.2456130977128148,0.052686509979564006,-0.2780467703973866,-0.1792968599299365,1,-0.22495627790804373,0.059333102426693915,0.20960682275346654,0.4185297336306788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.240610186062934
"Alaska Air Group, Inc. Common S",ALK,-0.4002702253823427,-0.12945264046995103,0.2776196177631051,-0.16815772904045823,-0.401628458168693,-0.3032015012357666,0.576132033977973,-0.0770012124143295,-0.44009263624844597,2.0462678827281966,0.021800134065858897,-0.40333918817300984,0.15973339284843627,1,-0.19447778624759127,-0.33943775456496755,-0.7336350686342521,-0.5193243205667378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.347489442209021
Allstate Corporation (The) Comm,ALL,-0.3251883113518848,0.8547088338445357,-0.538815271414689,-0.11946678569127485,-0.18594843295388674,-0.04987298663137344,0.12317894908766146,-0.03211511994619173,-0.20637734377985945,-0.03504983872166475,0.015860446390146384,-0.31333026735718855,-0.6488976414049671,1,-0.32126831155507357,-0.29001263426177576,-0.6165374023232768,-0.873231510829914,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8044070730646308
Allegion plc Ordinary Shares,ALLE,-0.4919001663006527,-0.9325739303153109,0.022634228572238086,-0.17829834346222787,-0.80323953960316,-0.5103593493674444,-0.4363513322474291,-0.017664627717856467,-0.48396193760952455,-0.1824114797498372,0.02971971763347559,0.05750648640399507,0.11741155996044988,1,3.476961319170514,-0.06535299651999464,-0.03993234200578436,-0.009697966587764253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3697239769793532
"Alexion Pharmaceuticals, Inc.",ALXN,-0.30658440109778834,0.40548731521092657,1.0526118134511229,-0.14775596952421,-1.4279678885012195,-0.4036060954387273,-0.5816838728539462,0.451848223648801,-0.2340976559442511,2.9749387035371715,0.02239410283343015,0.9146314363594561,0.11837598106541591,-1,-0.2304424064069252,-0.004975718876891006,-0.10211524066747468,1.8907836451254911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.963647415194881
"Applied Materials, Inc.",AMAT,0.8160166487601097,-0.7216567802363479,-0.09593199253590619,19.483141528351318,-0.6470574523786449,-0.12247323167043735,-0.538084110671991,-0.12853478360767082,-0.03827526726001643,-0.17561420859514723,0.011504675427957202,-0.2391629166049518,4.334477343621358,1,-0.09085091460205283,-0.23553267210939383,-0.4404871178005691,0.07170068717276624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1099763782334893
"AMETEK, Inc.",AME,-0.3431964951463406,-0.4698366415248711,-0.1747089428502787,-0.13595611519243717,-0.9222354155837424,-0.4283210724733022,-0.4775288854192756,-0.06473900538254798,-0.42000176779902454,0.17752470484752514,0.0390252283254252,-0.13355244951438816,-0.0978932699661969,1,-0.18472466891624648,-0.03024992812284134,0.0763577541927016,-0.013237038490396095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.39124294213208965
"Affiliated Managers Group, Inc.",AMG,-0.5292150608014601,1.2957497547516421,-0.17301562640095022,-0.18505605272258396,-1.0635430183106847,-0.45535307860486857,1.0678404630300222,-0.003401331987166519,-0.45980203251211893,1.3449131973035886,0.014078540087432626,-0.2677257474771724,0.7243480477661979,1,-0.2621400377337958,-0.34112270184803095,-0.7570546018964472,0.3229747922596211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6322553518427386
Amgen Inc.,AMGN,-0.00872430667983711,0.4645298901065552,-0.7603198108093594,-0.13712573345512805,0.6842089101541248,1.2600207962010985,1.4723493677181614,-0.23965691712450793,0.9441427684376441,0.6956915954388931,0.03862924914704437,-0.342853193384778,0.24616582690636934,1,-0.17375241191848356,-0.2796221260162184,-0.523666839386986,0.6733429106201655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4385846654681099
"Ameriprise Financial, Inc. Comm",AMP,-0.43265893237228403,0.47128777518497045,0.3692974493688113,-0.13313738334783173,0.2974723132172307,-0.15645632509297788,0.8837525782617672,0.03586892834065631,-0.32857560061463187,0.3188772125450125,0.01447451926581346,-0.33373228940877475,1.1715370997009689,1,-0.2267849874076709,-0.3161293171492578,-0.7029474043596518,-0.5688713272035826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7269387985147794
American Tower Corporation (REI,AMT,-0.2721780626511164,-0.411505422953286,-0.7702703048779732,-0.07327551274654222,0.07435504575363816,-0.04987298663137344,-0.5283952746315566,0.3127999659666239,0.10007197877144289,-0.155509916439766,0.03308554064971268,0.7874188282730952,-0.21894992765435875,1,0.06397982303304578,0.6046943730448675,1.3830061962006885,2.1066670311860287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.21048363484910296
"Amazon.com, Inc.",AMZN,-0.0875483234975646,0.4631071774584678,0.10520070520894846,-0.04404239092502113,-1.4279678885012195,1.2183142724552531,0.17888975632015974,1.7557678326809927,4.878774049643017,-0.21559119314268058,0.08218695876893617,3.6809056027656966,0.11984766820505015,1,0.9460273716865407,2.8378111721981716,4.284605610375409,-0.03447146990618668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8001032800340835
"AutoNation, Inc. Common Stock",AN,-0.42620470649243947,-0.15861824975574357,4.94279754070901,-0.027749293241143842,-1.4279678885012195,-0.4343916887074197,-0.0027759194379865302,-0.02153540622772469,-0.5216005266033774,1.3066673955137333,0.016454415157717634,-0.47318611072608724,0.054864439672991094,-1,-0.30602906572484734,-0.34673919279157545,-0.766745443246321,-1.0891148968904514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2054642722009599
"Anthem, Inc. Common Stock",ANTM,-0.33976950030219677,2.4100894363661296,-0.44992113540537976,-0.17132212446279171,-0.2528836131929645,0.3084941803699632,1.222861839676974,-0.040987572428355885,-0.015514093510355384,-0.1928401554347114,0.024176009136143907,-0.28836779331760076,0.21011740149961267,1,-0.30968648472410165,-0.24479988216624232,-0.4962094555623435,-0.9723255241036033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052047740014282674
Aon plc Class A Ordinary Shares,AON,-0.44641394278514684,-0.2315322729702249,-0.9155026751745462,-0.14658481862807868,-0.5280615763980622,-0.21515439555009339,0.24186719058298375,0.35377675033455014,-0.1794199759869648,-0.4276062752455561,0.040015176271377295,-0.1695560178407167,0.07353854612541964,1,-0.06951597043973606,-0.11983295867237659,-0.3274273020520411,-0.2043469212325112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9593436221643338
"Air Products and Chemicals, Inc",APD,-0.3741648648404016,0.19563719961802895,-0.7578112583170787,-0.18818530704960448,0.669334425656552,-0.10084762676518427,-0.37821831600482225,-0.038293305021180134,-0.20218114973662585,0.3195668638798183,-1.4381750966242783,0.5289132076900565,-0.05714914202238905,-1,-0.1658280040867659,-0.033058173594613646,0.05455336115548526,-0.06278404512724078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4988377678957722
Amphenol Corporation Common Sto,APH,-0.4167608744059242,-0.5509312624658552,-0.5918909001630253,-0.14689643584866552,-0.7437416016128685,-0.3588101995635602,-0.37579610699471366,-0.08807289166437773,-0.3028898067742323,-0.6382106593439677,0.06496186450936989,-0.07882702565836881,0.13311039994572008,1,-0.058543713441973184,0.02675745495413565,0.23948691691557758,0.05400532765960734,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.021116741505021637
"Activision Blizzard, Inc",ATVI,0.649117610286918,-0.5399052394431775,-0.556284636224549,-0.02594543841865331,-0.9742961113252476,-0.2537715471666167,-0.6979499053391597,0.2736680280664575,-0.10541437195175403,-0.3671187927865034,0.029125748865904338,0.2015207597093091,0.1499090615930667,1,-0.1713141325856474,0.06073722516257996,0.12884981150451802,0.8219839305306994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5892174215372655
"AvalonBay Communities, Inc. Com",AVB,-0.49996003175935,1.6596085145000046,-0.6868493427152308,-0.15325089830345986,0.810642028383494,-0.38043580446881325,0.8135085169686173,-0.17975090871783272,-0.24884791379319346,-0.8026167454398692,0.171282273904624,-0.12371147417185838,-1.16720382960795,1,-0.26092089806737767,0.5182004125142818,1.6373907816348763,3.3099514780808272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5755904728280279
Avery Dennison Corporation Comm,AVY,-0.4921472360112827,-0.602148917797003,-1.0134851037790624,-0.18352916665754457,0.08179228800242443,-0.4699812556372076,-0.15053066905461226,-0.05751795402419477,-0.4859964559335166,-0.17979260123445812,0.035263426130807275,-0.17229228903351768,-0.36754023688698517,1,0.0532513939685665,-0.135587215769019,-0.2037883178299009,-0.742639757622802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6847053155047361
"American Water Works Company, I",AWK,-0.46525912225539784,0.06720181531193538,-0.7974725665777935,-0.18115588377502162,-0.007454618983012579,-0.33409522252898527,-0.373373897984605,-0.11741141714790583,-0.3974949088398625,-0.7266867410547114,0.0675357291688453,0.00275706016909154,-0.649309042323009,1,-0.2509849097860702,0.08017028382724403,0.4000318552784872,0.36225849037883384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40926256154970886
American Express Company Common,AXP,0.020199780636930436,-0.16822156013033376,-0.5089950669312431,0.08743380244649422,-0.18594843295388674,-0.5843343650040566,0.3605554320783061,-0.010496468438301498,0.28864639592645586,-0.07728115443924471,0.03942120750380604,-0.4028591405953255,0.24720729273005623,1,-0.21276488124386275,-0.27316316143114217,-0.5793891771487605,-0.34944886924041346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04693949968830548
Acuity Brands Inc (Holding Comp,AYI,-0.47392192559929996,0.4906722350151619,1.5010889102853435,-0.17038382437579028,-1.2048506210376266,-0.49438729545885035,0.6776225915015239,0.07752551864060812,-0.48014721575203945,0.6373173569936653,0.020018227763145144,-0.12308741232086869,-0.03309830563990438,-1,-0.15790359625504827,-0.03791643826077961,-0.015382210586104134,-0.3674981359438353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8869835879404593
Boeing Company (The) Common Sto,BA,-0.07731750540383966,-0.9278078429442179,-0.6397220522925654,-0.13355672280451814,0.9668241156080092,0.756453139121634,0.835308398059595,-0.06243911375028087,0.8178754749548875,-0.7654406161178774,0.02397801954695349,-0.15879095091114448,-0.043289907873063846,1,7.771856258598173,-0.11259891833709124,-0.14120970981309078,-0.7487269612953287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.29655949546004906
Bank of America Corporation Com,BAC,14.410942820307753,-0.11984933009536083,0.9994462841487508,5.354130691860715,-0.4462519116614114,-0.5843343650040566,-0.6446613071167702,0.2626151263715959,2.4636736416692053,0.3839387370313872,0.021998123655049315,-0.35917481102604687,0.890782723553579,1,-0.3590616412140347,-0.2852386169597629,-0.6859884319973725,-0.10171383605619011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1874446527833407
Baxter International Inc. Commo,BAX,-0.15153561606781848,-0.4285779747303353,-0.6813265905205774,-0.026894302729012082,-0.6991181481201499,-0.2800312102658526,1.1744176594748013,0.0324057652646413,-0.21527836144732465,-0.7000494080399653,0.03229358229295101,-0.5833570298046524,-0.11653740974507794,1,-0.20727875274498128,0.032093121350502886,0.18457214926629262,-0.16541713030356187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.494533974865225
Bed Bath & Beyond Inc.,BBBY,-0.24243563530294762,-0.3072917214808811,1.810297437384758,-0.11997775473293618,-0.2677580976905373,-0.36344425775754297,0.10137906799668393,-0.30869878692862035,-0.504815750430443,-0.6135578318886249,0.026353894617238496,-0.5175905116618923,-0.05989769463342112,-1,-0.2913993897278302,-0.39447936581170395,-0.8224677810080956,-0.9935599555193938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300215182459325
BB&T Corporation Common Stock,BBT,0.10532909171959227,0.20381779734453184,-0.4685110553529318,-0.0580269047523255,0.6395854566614062,-0.5843343650040566,-0.33704076283297574,0.023393094527791352,-0.1375851929498783,0.5695972406300293,0.050112645320088585,-0.35317421630499213,0.7626333723431304,-1,-0.33833626688492696,-0.2627726531855848,-0.5632377748989708,0.0363099681464486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3697239769793532
"Best Buy Co., Inc. Common Stock",BBY,0.10045667636021485,-0.4364028942948162,1.9133503417866786,0.010388921501517039,0.3867192202026679,-0.18580536032153563,-0.0851310257816796,-0.15348056868287904,-0.38312612317666866,-1.1553981853227888,0.02239410283343015,-0.4122200683601709,-0.04043204393162443,1,-0.22068928907558039,-0.27316316143114217,-0.5325501106243703,-1.021872530740448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2140718582620542
"C.R. Bard, Inc. Common Stock",BCR,-0.5239066677356982,-0.15755121526967794,0.7873845594404604,-0.18023849318710047,-1.123040956300976,-0.40669546756804914,0.6948202754732952,-0.03526669370448678,-0.34408880283507126,-0.8015843710425707,0.035857394898378525,0.1451151693313946,0.125610747681533,1,0.24563163332934254,-0.03614724361356312,0.04567008991810097,0.5565535378333174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31807846061278555
"Becton, Dickinson and Company C",BDX,-0.46982097600515726,0.2923816596879751,-1.1393388161589346,-0.16750871351534002,-0.24544637094417804,-0.08076670792459212,0.44775495644221613,-0.04723000262180613,-0.07883847634460789,-0.5556762253029776,0.03625337407675936,0.011901966523978989,0.1783905432707372,1,-0.10243274143302475,-0.1027026612945658,-0.12391963370469075,-0.04508868561408189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1252122215335868
"Franklin Resources, Inc. Common",BEN,-0.23963572094263613,-0.2226403189196784,1.0281015180009763,-0.08558858033322844,0.007419865514560282,-0.22596719800271992,-0.2885965826308034,-0.3992192296601128,-0.28127304958181676,-0.9967984978340866,-0.0720469312103989,-0.39061792736437373,0.13130708540286282,1,-0.2962759483935026,-0.22963535661867207,-0.338733283626894,0.14248212522540135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07706605090213653
Biogen Inc.,BIIB,-0.34472030072205323,1.0250786734530066,-0.43984387399339475,-0.13582556766545675,-1.4279678885012195,0.39963065818495835,3.092807195480826,-0.15089914981720418,0.16962707397292104,0.771507266371186,0.03744131161190187,-0.33829274139677634,0.3242750816375268,-1,-0.12254854592892339,-0.2852386169597629,-0.5680831955739077,0.6521084792043751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8775715545839349
Bank of New York Mellon Corpora,BK,0.18496674546509226,0.22266873993169048,0.317894847282733,0.036334544593292065,-0.20826015970024606,-0.5843343650040566,-0.24499682044884832,0.009097134048650764,0.04081663258517446,0.2235458733490835,0.022196113244239733,-0.36685557226899695,0.7054654543202198,1,-0.3316309987196275,-0.27203986324243323,-0.5826194575987185,-0.02739332610092315,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.062634654897469
"BlackRock, Inc. Common Stock",BLK,-0.5253274753419414,5.369687422550027,1.9030876231479517,-0.17710995043989158,0.5131523384320371,0.16947243455047917,3.603893296613744,0.030194322907913806,0.20879155170976796,0.46638792618577507,0.025759925849667246,-0.24612360648137538,0.033932565950387725,1,-0.28530369139573963,-0.15746344799412493,-0.2967396377774406,0.8290620743359631,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2879519093989545
