.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio
Archer-Daniels-Midland Company,ADM,-0.13201939434910995,0.08359159174269518,-0.7814505262372473,-0.19376916358699464,0.6545202372846546,-0.20083158148492655,-0.4906395138634835,-0.12809788538250727,-0.2573094738596712,-0.6246879939019754,0.01252125946444806,-0.22505840927963117,-0.1410634412106257,1,-0.32203541388251666,-0.3975678152408089,-0.3969697007276599,-1.0631799355234353,-0.4673230195461161,3.5605363858327066,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.40956018626356655
"Automatic Data Processing, Inc.",ADP,-0.3291349558681912,-0.6691975584678129,-0.6201974273447585,-0.2826706298286732,0.22446889403082793,-0.17160465228142277,-0.11989586415980946,-0.3916374291882647,0.0014004794961927686,-0.4984736319351042,0.037159341945077265,-0.04407888356415758,0.06882386871437879,1,0.3188159568944672,0.4348269621729594,0.570396740667742,0.22485010179989376,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,2.5120399733257006,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.17525020285582452
Alliance Data Systems Corporati,ADS,-0.50632755098045,-0.11941954843983121,-0.3271980680164616,-0.4124804875720427,-0.8210007507758885,-0.3685018595471324,0.785574203385702,0.9661037852201674,-0.3965384021899273,-0.26705119540166683,0.01153573616522289,0.12859168257757841,0.33810889390119386,1,0.23704380655902976,-0.523728691689247,-0.6145830987464799,-0.4681251229588564,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,2.5120399733257006,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,1.2348698791071326
Ameren Corporation Common Stock,AEE,-0.3705909667821765,0.05939855431161698,0.09945127134084047,-0.3386034634958061,0.9807660838910058,-0.2377498078472471,-0.3670582972955921,-0.36473404940073584,-0.4121876840539882,-0.4700980741490286,0.056081389290200505,-0.2336270238400482,-0.7459461096094337,1,-0.29901806786217133,-0.12855811572376902,-0.07187114255379522,-0.3589062016653578,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,4.1754978875213835,0.32745121609169503
American Electric Power Company,AEP,-0.24194650438047546,0.27327903015158445,-0.6016284723969235,-0.18767204225464226,1.1883770771859565,0.2221897622499965,-0.7092832047143681,1.2092077359312081,-0.1641589865735944,-0.324272124401979,0.14241323030232528,0.6491999308695793,-1.0555869590932403,1,-0.2965951893337139,-0.22134309893187956,-0.15556860333026468,-0.4492942744599773,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,4.1754978875213835,-0.7375941630344055
Aetna Inc. Common Stock,AET,-0.17308183061634538,0.815343318100092,-0.6918856640097323,-0.24206888536845844,-0.2648998758786989,0.36217137054046195,0.5193992753933206,-0.04765246412564868,3.4272349330308834e-05,-0.08835467952822654,0.010944422185687792,-0.23336736885336884,0.047345847335843357,1,-0.2566176936141667,-0.46765719104549675,-0.5026928090768843,-0.9426625051306092,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,2.6176042198643916,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,0.20390595211306733
AFLAC Incorporated Common Stock,AFL,-0.26501340106825266,0.8023702400573397,-0.8051504388574442,-0.28342754631854666,0.30603035568241566,0.14373853123006533,0.5217758372503954,-0.4220113525875806,-0.2070082107251897,-0.598277296942262,0.022770701776389807,-0.46861478678481666,0.12134007180373858,1,-0.3238525727788597,-0.6906081578908846,-0.7185441552898837,-0.7279908322433877,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.20507147347135526
Allergan plc Ordinary Shares,AGN,-0.1402051247491021,6.493694639785783,-0.932726190674504,-0.25226986486052816,-0.5392429741613126,0.3467887762228284,8.069736295320066,-0.8758765346760875,0.40741240341377283,0.5550342955547238,0.009958898886462623,-0.6093477895649984,-0.41777014529359857,1,-0.34565847953497636,-0.47766995901759507,-0.5291235861641902,0.8312034234638003,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,2.6176042198643916,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.5331054502421942
Apartment Investment and Manage,AIV,-0.4299927370831458,-0.5941640800583817,2.5903647825673164,-0.21568484074480038,0.995595440554931,-0.5037210166368585,-0.369434859152667,-1.0844211260105157,-0.4937875109165915,0.01622475343795376,0.23860030430670173,-0.3444997031521102,0.08177219835153585,-1,-0.1615197113722135,4.504015866033691,5.453042294596082,1.4601537633263615,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,3.690621852096546,-0.0975900072948534,-0.239492397538633,-0.22211219953737288
"Assurant, Inc.",AIZ,-0.544569783780915,1.6014417227446935,-0.8467526673629062,-0.4516990483723158,0.239298250694753,-0.43157049624943,1.1658241005176757,-0.6287385705598723,-0.5127902103229511,-0.24226584292051578,0.003257340451731475,-0.49717683531953993,-0.23193938229691227,1,-0.33475552615691806,-0.43094370848113644,-0.5132651199118066,-0.9539610142299367,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,0.35727248670722594
Arthur J. Gallagher & Co. Commo,AJG,-0.4630609411283136,-0.2600196645247933,-0.48069757667925145,-0.3962850233837417,0.6396908806207295,-0.4579054977212187,-0.4526145241502862,-0.10052527894694858,-0.4549127075558688,-0.064262471669777,0.02079965517793948,-0.14326708847565103,0.32727022823123386,1,-0.2457147402361084,-0.2373635276872369,-0.23838503820382348,-0.5434485169543727,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,0.4595168431033313
"Akamai Technologies, Inc.",AKAM,-0.27923964669879775,-0.3147169665428834,0.026525840222009982,-0.2749526762493872,-1.4141750173328909,-0.48264378590283696,-0.5785723025752524,0.11098133498893317,-0.4472122672735531,0.9667017266391426,0.02099675983778451,0.12002306801716131,-0.1953029641809255,-1,-0.2166401978946195,0.042326457666707826,0.049710432047812586,0.4621187928857701,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,2.5120399733257006,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,0.09740141420045728
Albemarle Corporation Common St,ALB,-0.44556304791049683,0.2154261145555275,-0.6888824428753937,-0.392088746329083,-0.5169989391654249,-0.4835621267835997,0.3459102598268578,-0.5765415258359226,-0.42982417631348546,-0.015698629299339587,0.043663795719963386,-0.2827018163224363,-0.26844765030014117,1,-0.22390883347999171,0.24191429924386632,0.24970331200842844,0.44705411408666684,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,4.2746610710940995,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.234892744086886
"Alaska Air Group, Inc. Common S",ALK,-0.40056330954474756,-0.13379512140612412,-0.016575776063947972,-0.3452452248748686,-0.40577876418598696,-0.3115862605718882,0.5502945795352935,-0.21480010599277277,-0.4401328302398113,1.2971377442473178,0.013112573443983162,-0.410452069768653,0.5446095468597616,1,-0.18574849665678758,-0.695948300809337,-0.7661195540470347,-0.517085329055942,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,2.5120399733256993,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,1.3371142355032384
Allstate Corporation (The) Comm,ALL,-0.3209834493505251,0.8363807419532033,-1.005113582858425,-0.27969898923654757,-0.15367970089926106,-0.059311713762697754,0.10587751226229966,-0.09112638287391689,-0.21234883866292478,0.15826219063162653,0.007002328988787116,-0.3208710993642937,0.18811972786254108,1,-0.3190068157219449,-0.529736352472506,-0.65863439389199,-0.9162993172321784,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.7929765227489627
Allegion plc Ordinary Shares,ALLE,-0.49194263098639307,-0.9255035057448886,0.4184130889391303,-0.41759796861801707,-0.783927359116076,-0.5178822329656719,-0.4431082767219868,0.11523634022931835,-0.48645967258342016,-0.2257773861492194,0.02099675983778451,0.0901627445490416,0.032181384299021405,1,3.5563873905456758,-0.049123489811789656,-0.013723432961722178,0.03277544711132706,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,2.5120399733256993,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.36269818958201816
"Alexion Pharmaceuticals, Inc.",ALXN,-0.3055733685177006,0.3935429698452054,1.2476265770356845,-0.17661874241966025,-1.4141750173328909,-0.4115731236365064,-0.5857019881464769,1.732605036695932,-0.24575881343619765,2.3341959596648754,0.012324154804603025,0.9929831332329755,-0.1621389381575999,-1,-0.2305717494332496,0.06168447574609773,-0.12297064492258711,1.9874175212949754,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,2.6176042198643916,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.9506032388596256
"Applied Materials, Inc.",AMAT,0.8212230669722107,-0.7175836333299694,-0.3014559501588796,0.2957539762713073,-0.6504631491407504,-0.1316099070555755,-0.5429238747191298,-0.0984068816525808,-0.0368533206159561,-0.2654403244604188,0.0026660264721963737,-0.23051116399989655,0.22213047505207859,1,-0.07429608434774691,-0.4496342086957199,-0.44013996997025984,0.14952670780437738,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,2.5120399733257006,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-1.0954494104207753
"AMETEK, Inc.",AME,-0.3375478083963473,-0.4693420318632533,1.2694974254812468,-0.2120961174690603,-0.924806247423364,-0.4361852745447201,-0.483509828292259,-0.28967441872520255,-0.41802511459058234,0.10816205670308707,0.030457783510346125,-0.09964505071352826,0.05409849410276648,1,-0.17908558070352973,0.08371256528471402,0.17217303255233074,0.017710768312223776,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,2.5120399733256993,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.3839990971645401
"Affiliated Managers Group, Inc.",AMG,-0.528554251357122,1.2711541682508423,-0.010565793238153492,-0.4649255125083466,-1.050855779066727,-0.46310481460057884,1.0327366365214847,0.26583442651991884,-0.46199214458961063,0.931500364819543,0.004637073070646713,-0.26608389717496095,0.9544310130405005,1,-0.25782913287839543,-0.7139712831591138,-0.8084087973867243,0.37173072009115044,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.6225692620887866
Amgen Inc.,AMGN,-0.016222888498821933,0.45174650917214726,-0.6223570196976329,-0.0984821831383145,0.6915936289444671,1.2451322843726285,1.429622466652982,-0.2701658180185507,0.9129090477528831,0.6467986813380866,0.028486736911895787,-0.3569631425127167,0.09176249054242831,1,-0.1730283843823862,-0.5811352280626103,-0.5661266740864187,0.7182183324705255,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,2.6176042198643916,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.4308610938460885
"Ameriprise Financial, Inc. Comm",AMP,-0.4278288543415287,0.45840836005896585,-0.2190754301488059,-0.3348418422625733,0.30603035568241566,-0.16545161455436935,0.8521179353837972,-0.0326831620480181,-0.3269860383496566,0.23863147323905054,0.00503128239033678,-0.33229591877818304,1.4604081947632535,1,-0.2214859549515343,-0.6418793537600064,-0.7335215956393571,-0.5811102139521309,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.7162932554518836
American Tower Corporation (REI,AMT,-0.26978763265274064,-0.4118397399980817,-0.21391010301311794,-0.24031924069901034,0.10583404071942733,-0.059311713762697754,-0.5334176272908305,0.1271443750970525,0.0779080797204905,0.05973979578321169,0.021588073817319604,0.8535484053861901,-0.6741577880270998,1,0.06320227214221089,1.4674770990286932,1.4496605917721235,2.243517060879731,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,3.690621852096546,-0.0975900072948534,-0.239492397538633,-0.20507147347135526
"Amazon.com, Inc.",AMZN,-0.09198834144470137,0.45034401424860654,-1.1069453390875992,-0.14143182675436153,-1.4141750173328909,1.203599279715018,0.16053843497502093,0.7400157872470673,4.798526374079433,0.14229836342314536,0.07362370401640851,4.037957162021152,-0.05423120856747771,1,0.9330156638584195,6.913755357985338,4.7367682355300875,-0.03124943778486179,2.1398475105532686,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.7887163412324584
"AutoNation, Inc. Common Stock",AN,-0.41233321380288906,-0.1625462673387099,-0.11780851960772497,-0.2755823876018756,-1.4141750173328909,-0.44223063411155006,-0.01770370430559157,-0.406353480464242,-0.5239682687972804,0.7860401373949757,0.008776270927392419,-0.4948399404394261,0.5094130558263532,-1,-0.29962378749428564,-0.7273216404552449,-0.8207431600274672,-1.1422694992187274,2.1398475105532686,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,1.196528245458593
"Anthem, Inc. Common Stock",ANTM,-0.34362410314024117,2.36965831711415,-0.6674958658172593,-0.38401960094902,-0.2574851975467364,0.297564474406401,1.1848365953742743,-0.15888140996400235,-0.026296265390200732,-0.08139608659817361,0.014886515382588466,-0.29568456565640144,-0.18251609481131967,1,-0.30628670344754355,-0.49369038777295227,-0.5326476897758311,-1.0217520688259014,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,2.6176042198643916,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,0.054799599035413406
Aon plc Class A Ordinary Shares,AON,-0.4480240561759449,-0.23442413217017435,-0.32088408833229964,-0.26572685960654924,-0.5318282958293501,-0.2239054729613769,0.22232904325896655,-0.05354768547140123,-0.1909863269119845,-0.16988289760052747,0.03124620214972626,-0.17156948202369496,-0.23763419250985132,1,-0.0694503272908321,-0.20065004512287657,-0.35908558690252124,-0.20825941367432504,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.9463430573431213
"Air Products and Chemicals, Inc",APD,-0.3764914752213955,0.1866749686229417,-0.1163523599635304,-0.3837302896257254,0.676764272280542,-0.11007427501088851,-0.3860707921521908,0.8044877044830745,-0.20154338213773987,0.2063766367374905,-1.472859457127726,0.6268696020151593,-0.6316231209508953,-1,-0.16030827210798482,0.04766660058516011,0.11314429705734703,-0.038781777184413425,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,4.2746610710940995,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.49050363507715017
Amphenol Corporation Common Sto,APH,-0.4165256393878337,-0.5492842425050771,-0.5243625097382029,-0.3600166344385085,-0.7468539674562632,-0.36696360011536905,-0.383694230295116,-0.2962783083469095,-0.30438152010156866,-0.40708933800897384,0.056672703269735614,-0.05498439300468832,-0.01363726156648238,1,-0.05491305612008766,0.17983513781685714,0.3104940993092325,0.08173565320841279,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,2.5120399733257006,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.7162932554518836
"Activision Blizzard, Inc",ATVI,0.6216044951502813,-0.5384149068476362,-0.5664009996400606,-0.06327368392984933,-0.9692943174151392,-0.2623619587554608,-0.6997769572860688,0.20454346584331065,-0.10417007276136094,-0.2665141757868159,0.02040544585824941,0.2615350357573811,0.058377372046344175,1,-0.16575974879701397,0.27729274607861354,0.1968417578338162,0.9178253265586438,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,2.5120399733257006,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.5799674469237426
"AvalonBay Communities, Inc. Com",AVB,-0.49846368063742447,1.6298422449463936,1.3539109760658525,-0.4115953326900581,0.8398871955837178,-0.38849923216005605,0.783197641528627,-0.75611197758789,-0.26140809530025855,-0.32184758003704583,0.16153238230729355,-0.1274281342882136,-0.5050892822013763,1,-0.2602520114068528,1.2872472755309243,1.8126432637711272,3.490119231505526,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,3.690621852096546,-0.0975900072948534,-0.239492397538633,1.5629038558779718
Avery Dennison Corporation Comm,AVY,-0.4875319503700689,-0.5997740597525448,-0.4088932303852582,-0.42651541612816884,0.09100468405550227,-0.4776721314193778,-0.1626739775871565,-0.16734534112634997,-0.4890678862274303,-0.11344715775266302,0.026712794973290484,-0.16611672730342958,-0.06742070978783467,1,0.05896223471741041,-0.225348206120719,-0.20402502799032554,-0.7731848686406975,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,4.2746610710940995,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,0.6810462819615604
"American Water Works Company, I",AWK,-0.4635176743942653,0.06009980177338735,-0.4178548212008209,-0.3728642385083202,-0.012800812591973059,-0.3423514492071553,-0.3813176684380411,-0.2640951880170283,-0.40051282298079993,-0.3777158463510715,0.05943216850756608,0.029922787639443487,-1.0059265145509195,1,-0.24632045986822274,0.30332594280606906,0.47436491725053004,0.420690926188236,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,4.1754978875213835,0.4083946649052788
American Express Company Common,AXP,0.019421284943789266,-0.144664457063565,-0.8891360233627288,-0.09024071383116211,-0.22782648421888624,-0.5915494771528191,0.3126383938278102,-0.35234325368354125,0.31500712002598463,-0.2664259094205502,0.026712794973290484,-0.3935744956344983,0.10553712880052678,1,-0.20755440341290424,-0.523728691689247,-0.57141282950388,-0.30994599556827207,-0.4673230195461161,-0.28085655969672746,2.4163422103293675,-0.38202872398020854,-0.39808283730297966,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.04318457584418802
Acuity Brands Inc (Holding Comp,AYI,-0.47304389203972935,0.4776926652576516,0.8744098806883942,-0.40275170548977873,-1.2288080590338275,-0.5019766304412389,0.6501101775324365,-0.21505764414080716,-0.48248525179254753,0.4274982856626741,0.010944422185687792,-0.10665573535386941,0.10854023912313003,-1,-0.15182819725838392,0.02230092172251126,0.017993499543045362,-0.3626723713651336,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,2.5120399733256993,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,0.8812748132372672
Boeing Company (The) Common Sto,BA,-0.08382594550993155,-0.9209453972433811,-1.3867695412545211,-0.1386062194968512,0.9362780138992307,0.7436597096177742,0.8045866982423008,-0.19087544150286756,0.8057238870490372,-0.46263404633143546,0.012915468784138127,-0.14949880815595423,-0.32868419810364546,1,7.839430909226255,-0.16460408042332292,-0.12825680034004822,-0.7769510383404733,-0.4673230195461161,-0.28085655969672746,-0.41384866585751595,-0.38202872398020854,2.5120399733256993,-0.3980828373029799,-0.2339366755325129,-0.27095704736911347,-0.0975900072948534,-0.239492397538633,-0.2902751038014434
